,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
62,Cedi Osman,CLE,58,37,21,21.0,2.2,0.5,20.9,4.2,53.5,0.4,59.2,8.5
63,Charles Bassey,SAS,26,5,21,13.6,5.5,2.1,37.5,9.0,61.5,0.7,66.4,4.9
64,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
65,Chimezie Metu,SAC,44,25,19,10.8,3.0,1.1,37.1,5.1,58.7,0.3,62.6,4.4
66,Chris Boucher,TOR,53,26,27,20.8,5.8,2.8,48.4,10.2,57.4,0.6,61.3,4.3
67,Chris Duarte,IND,36,14,22,19.3,2.4,0.5,19.3,5.1,48.1,0.5,53.7,7.8
68,Chris Paul,PHX,38,20,18,31.9,4.3,0.7,15.4,6.8,62.8,0.3,65.6,9.2
69,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,54,38,16,15.5,2.4,0.7,28.1,4.3,55.7,0.3,59.5,7.7
71,Christian Koloko,TOR,45,21,24,14.6,3.2,1.8,56.2,7.2,45.2,0.6,49.0,5.3
72,Christian Wood,DAL,48,26,22,27.7,8.0,3.2,39.8,12.6,63.5,0.9,68.2,4.8
73,Chuma Okeke,ORL,19,5,14,21.3,4.1,1.3,30.8,6.9,59.1,0.4,62.9,8.0
74,Clint Capela,ATL,43,23,20,26.9,11.3,5.8,51.4,17.3,65.4,0.7,68.1,4.5
75,Coby White,CHI,49,22,27,22.1,2.7,0.7,25.2,5.1,52.8,0.4,57.2,8.0
76,Cody Martin,CHA,7,2,5,19.1,3.4,1.3,37.5,5.1,66.7,0.3,70.6,10.0
77,Cole Anthony,ORL,39,18,21,25.0,4.6,0.8,18.4,7.7,59.7,0.7,65.6,7.6
78,Cole Swider,LAL,6,1,5,6.7,1.2,0.8,71.4,2.0,58.3,0.0,58.3,4.0
79,Collin Sexton,UTA,47,24,23,24.0,2.2,0.5,24.0,4.3,51.0,0.3,54.5,10.1
80,Corey Kispert,WAS,49,23,26,27.1,2.7,0.7,25.0,5.0,53.4,0.3,57.1,8.8
81,Cory Joseph,DET,40,10,30,15.8,1.3,0.3,25.0,3.5,37.7,0.4,43.0,10.6
82,D'Angelo Russell,LAL,57,29,28,32.8,3.1,0.7,21.7,6.2,49.9,0.7,56.1,10.2
83,Daishen Nix,HOU,41,11,30,15.5,1.7,0.4,23.9,3.1,55.0,0.2,59.7,8.6
84,Dalano Banton,TOR,26,14,12,9.5,1.3,0.4,31.4,2.8,48.6,0.2,52.2,6.5
85,Dalen Terry,CHI,21,10,11,4.1,0.4,0.1,25.0,1.3,28.6,0.1,32.0,6.9
86,Damian Jones,UTA,23,6,17,8.0,2.5,1.0,42.1,4.6,54.3,0.3,57.6,6.4
87,Damian Lillard,POR,46,23,23,36.2,4.3,0.8,18.7,8.5,50.5,0.7,55.2,9.7
88,Damion Lee,PHX,59,32,27,22.3,3.2,0.6,19.9,5.5,58.4,0.4,63.0,7.7
89,Daniel Gafford,WAS,55,25,30,18.7,5.3,2.5,48.4,10.9,48.3,0.8,52.2,4.2
90,Daniel Theis,IND,6,1,5,15.5,2.8,1.7,58.8,7.0,40.5,0.2,41.5,3.8
91,Danny Green,CLE,4,1,3,13.8,1.3,0.5,40.0,3.8,33.3,0.0,33.3,5.8
92,Danuel House Jr.,PHI,37,24,13,14.8,1.8,0.2,10.8,3.1,56.0,0.2,59.1,7.1
93,Dario Saric,OKC,38,18,20,14.4,3.9,1.4,36.1,6.8,56.8,0.3,59.8,5.2
94,Darius Bazley,PHX,36,16,20,15.4,3.4,1.1,32.8,6.4,52.8,0.5,57.3,5.9
95,Darius Days,HOU,3,0,3,7.8,2.0,0.3,16.7,4.0,50.0,0.0,50.0,4.7
96,Darius Garland,CLE,51,28,23,35.2,2.7,0.4,13.7,5.6,48.6,0.4,52.1,12.0
97,David Duke Jr.,BKN,16,7,9,8.8,0.9,0.1,6.7,2.3,40.5,0.3,45.5,12.1
98,David Roddy,MEM,46,29,17,17.8,2.7,0.7,27.6,4.8,56.2,0.4,61.2,6.7
99,Davion Mitchell,SAC,56,31,25,17.8,1.3,0.2,14.7,2.8,47.2,0.3,51.7,9.7
100,Davis Bertans,DAL,34,17,17,10.6,0.9,0.3,28.1,2.2,42.1,0.2,47.1,6.9
101,Davon Reed,LAL,37,24,13,8.8,1.5,0.4,22.8,2.7,57.6,0.3,65.5,7.6
102,Day'Ron Sharpe,BKN,32,16,16,10.2,3.8,2.1,54.5,7.5,51.5,0.4,54.4,4.2
103,De'Aaron Fox,SAC,52,31,21,34.0,4.3,0.9,21.5,7.4,57.9,0.5,62.3,8.6
104,De'Andre Hunter,ATL,49,27,22,32.0,4.4,1.3,28.8,8.0,54.7,0.8,60.4,7.5
105,De'Anthony Melton,PHI,54,36,18,28.5,4.2,1.3,31.0,7.4,56.4,0.7,62.3,7.8
106,DeAndre Jordan,DEN,34,21,13,14.6,4.9,2.0,41.3,8.1,60.9,0.6,65.5,4.4
107,DeMar DeRozan,CHI,52,24,28,36.3,4.6,0.9,20.2,8.5,54.1,0.9,60.3,8.7
108,Dean Wade,CLE,31,22,9,21.7,3.7,1.0,25.9,6.8,55.0,0.6,60.4,7.0
109,Deandre Ayton,PHX,50,24,26,30.2,10.2,4.3,42.0,15.6,65.1,1.2,70.5,4.7
110,Dejounte Murray,ATL,54,27,27,36.5,5.5,1.4,25.9,10.0,55.1,0.9,60.7,7.3
111,Delon Wright,WAS,28,18,10,22.3,3.1,0.7,23.3,5.4,57.0,0.5,62.3,10.3
112,Deni Avdija,WAS,55,26,29,26.3,6.2,1.9,30.8,10.7,58.2,1.1,64.6,5.0
113,Dennis Schroder,LAL,46,23,23,30.0,2.6,0.3,11.0,4.8,53.6,0.4,58.4,10.9
114,Dennis Smith Jr.,CHA,38,11,27,25.0,2.8,0.7,26.7,6.0,46.3,0.7,52.8,8.2
115,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,5,2,3,2.3,0.2,0.2,100.0,1.4,14.3,0.2,16.7,1.8
117,Derrick Jones Jr.,CHI,45,17,28,15.1,2.6,1.5,55.5,5.0,52.4,0.3,55.9,5.6
118,Derrick Rose,NYK,26,11,15,12.9,1.5,0.3,20.0,3.0,51.9,0.1,54.1,10.4
119,Derrick White,BOS,59,42,17,27.7,3.3,0.9,27.6,6.1,54.7,0.6,61.1,8.2
120,Desmond Bane,MEM,35,22,13,31.2,4.9,1.1,21.6,8.5,57.8,0.6,62.2,8.0
121,Devin Booker,PHX,32,21,11,33.8,4.6,0.7,15.6,8.0,57.2,0.5,60.7,8.3
122,Devin Vassell,SAS,29,8,21,31.3,4.0,1.1,27.0,6.8,58.7,0.5,63.5,6.6
123,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
124,Devonte' Graham,SAS,57,27,30,16.2,1.4,0.2,17.1,2.8,50.6,0.2,55.4,10.7
125,Dewayne Dedmon,PHI,30,17,13,11.7,3.6,1.7,45.9,7.0,51.7,0.7,57.4,5.0
126,Dillon Brooks,MEM,52,32,20,30.5,3.3,0.7,21.8,6.1,53.8,0.4,58.0,8.8
127,Domantas Sabonis,SAC,55,31,24,34.6,12.3,5.1,41.3,21.4,57.3,1.7,62.3,4.1
128,Dominick Barlow,SAS,10,0,10,9.5,2.3,1.0,43.5,4.0,57.5,0.6,67.6,6.3
129,Donovan Mitchell,CLE,50,33,17,35.5,4.1,1.0,24.6,7.1,57.2,0.4,60.2,9.0
130,Donte DiVincenzo,GSW,47,26,21,25.2,4.1,0.7,18.2,7.1,57.5,0.6,63.2,7.2
131,Dorian Finney-Smith,BKN,44,21,23,32.0,4.9,2.1,42.5,8.5,56.9,0.7,62.0,6.8
132,Doug McDermott,SAS,50,14,36,20.4,2.2,0.6,25.5,4.1,53.7,0.3,57.9,8.1
133,Draymond Green,GSW,51,27,24,31.7,7.2,2.9,39.9,11.7,61.6,0.9,66.9,5.6
134,Drew Eubanks,POR,56,26,30,19.5,4.9,1.8,37.3,8.9,55.3,0.6,59.2,4.8
135,Dru Smith,BKN,8,4,4,12.1,1.9,0.4,20.0,2.9,65.2,0.5,78.9,10.3
136,Duane Washington Jr.,PHX,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
137,Duncan Robinson,MIA,29,14,15,18.1,2.0,0.6,29.8,3.4,58.2,0.3,63.3,8.6
138,Dwight Powell,DAL,55,30,25,19.7,4.3,1.7,38.7,9.4,45.5,0.7,49.3,6.1
139,Dyson Daniels,NOP,39,21,18,19.9,3.5,1.3,35.5,6.3,56.6,0.4,60.8,7.7
140,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
141,Eric Gordon,LAC,48,13,35,30.0,2.1,0.2,11.0,3.8,54.3,0.2,57.8,12.0
142,Eugene Omoruyi,OKC,23,9,14,11.8,2.3,0.7,32.7,5.1,44.4,0.4,48.1,5.9
143,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
144,Evan Mobley,CLE,59,36,23,34.2,8.9,3.8,42.6,15.2,58.6,1.3,63.8,5.4
145,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
146,Frank Kaminsky,HOU,28,11,17,7.0,1.4,0.8,57.5,2.5,58.0,0.0,58.8,3.8
147,Frank Ntilikina,DAL,36,17,19,12.0,1.3,0.3,21.7,2.4,54.1,0.2,59.7,8.8
148,Franz Wagner,ORL,58,23,35,33.2,3.9,0.8,20.6,7.6,52.1,0.6,56.4,8.9
149,Fred VanVleet,TOR,50,24,26,36.9,4.3,0.8,19.4,8.1,53.2,0.8,59.2,10.1
150,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
151,Gabe Vincent,MIA,45,25,20,26.3,2.3,0.4,17.5,4.2,54.2,0.2,57.2,11.2
152,Garrett Temple,NOP,18,11,7,7.2,0.6,0.2,27.3,1.2,52.4,0.2,61.1,10.5
153,Garrison Mathews,ATL,46,12,34,13.2,1.4,0.3,19.0,2.7,50.0,0.3,56.8,9.2
154,Gary Harris,ORL,30,12,18,24.5,2.1,0.4,20.3,4.0,53.8,0.4,59.3,11.9
155,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
156,Gary Trent Jr.,TOR,50,23,27,33.6,2.6,0.5,19.5,4.3,59.8,0.2,63.4,10.0
157,George Hill,IND,36,24,12,18.8,1.9,0.4,22.4,4.1,45.3,0.3,49.3,10.1
158,Georges Niang,PHI,55,37,18,19.8,2.5,0.6,23.4,4.9,51.3,0.5,56.8,6.8
159,Giannis Antetokounmpo,MIL,46,34,12,33.6,12.3,4.0,32.6,19.0,64.7,1.4,69.9,5.2
160,Goga Bitadze,ORL,21,8,13,9.6,2.3,1.2,51.0,5.1,45.4,0.9,54.4,3.8
161,Goran Dragic,CHI,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
162,Gordon Hayward,CHA,34,12,22,31.2,4.2,0.8,18.9,6.6,63.8,0.5,68.8,9.6
163,Gorgui Dieng,SAS,19,2,17,10.2,2.8,0.9,32.1,4.4,63.1,0.2,65.4,6.7
164,Grant Williams,BOS,58,42,16,27.9,4.8,1.8,37.9,9.0,53.7,0.7,58.0,6.6
165,Grayson Allen,MIL,53,38,15,27.6,3.4,0.7,20.4,6.6,52.0,0.7,58.0,9.1
166,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
167,Hamidou Diallo,DET,49,12,37,16.7,3.3,1.1,32.9,5.4,62.1,0.2,64.8,6.9
168,Harrison Barnes,SAC,57,32,25,32.6,4.6,1.5,32.1,8.1,56.6,0.7,62.2,7.9
169,Haywood Highsmith,MIA,43,23,20,19.7,3.7,1.3,33.5,6.8,55.1,0.6,60.1,7.8
170,Herbert Jones,NOP,43,19,24,28.8,3.8,1.5,38.4,7.4,51.6,0.4,54.7,8.4
171,Immanuel Quickley,NYK,59,33,26,27.7,4.0,0.5,12.6,6.9,58.6,0.4,62.6,9.5
172,Isaac Okoro,CLE,61,38,23,21.2,2.5,0.7,28.4,5.1,49.7,0.3,52.9,9.7
173,Isaiah Hartenstein,NYK,60,33,27,19.7,6.6,3.5,53.0,12.6,52.2,1.0,56.5,4.6
174,Isaiah Jackson,IND,45,17,28,15.3,3.9,2.2,57.1,8.1,48.2,0.8,53.2,4.5
175,Isaiah Joe,OKC,49,25,24,15.7,2.2,0.3,15.6,4.2,52.4,0.5,59.2,7.4
176,Isaiah Livers,DET,36,9,27,21.1,2.4,0.8,34.9,4.6,52.1,0.5,58.5,9.3
177,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
178,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
179,Isaiah Stewart,DET,47,12,35,28.5,8.0,3.1,39.5,14.3,55.9,1.0,60.1,4.6
180,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Ish Smith,DEN,30,20,10,10.4,1.4,0.4,26.2,2.7,51.9,0.3,59.2,7.8
182,Ish Wainright,PHX,41,22,19,15.8,2.2,0.9,41.1,4.0,54.5,0.3,58.8,7.3
183,Ivica Zubac,LAC,58,31,27,29.4,10.1,5.1,50.9,17.9,56.3,1.1,60.1,4.2
184,JD Davison,BOS,6,5,1,2.3,0.3,0.0,0.0,0.5,66.7,0.0,66.7,4.1
185,JT Thor,CHA,47,12,35,10.8,1.7,0.7,37.8,2.8,62.1,0.1,65.6,7.8
186,Ja Morant,MEM,48,31,17,32.7,6.0,1.4,23.8,11.2,53.2,0.9,57.5,7.9
187,JaMychal Green,GSW,38,19,19,14.7,3.9,1.8,45.0,6.4,60.8,0.5,65.6,5.0
188,JaVale McGee,DAL,36,17,19,8.1,2.6,1.4,53.8,4.7,54.7,0.4,59.6,4.2
189,Jabari Smith Jr.,HOU,55,12,43,29.9,7.0,2.7,38.5,11.5,61.1,0.9,66.5,5.4
190,Jabari Walker,POR,38,19,19,8.8,2.1,1.1,52.5,3.8,55.6,0.2,59.3,4.7
191,Jack White,DEN,14,12,2,3.1,0.5,0.3,57.1,1.0,50.0,0.1,53.8,5.0
192,Jaden Hardy,DAL,31,15,16,11.8,1.4,0.2,16.3,2.5,56.6,0.1,59.7,9.1
193,Jaden Ivey,DET,54,15,39,30.0,4.0,0.8,20.1,8.2,48.2,0.9,54.3,8.2
194,Jaden McDaniels,MIN,57,30,27,30.5,3.8,1.4,35.9,7.5,51.1,0.7,56.4,8.5
195,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
196,Jae'Sean Tate,HOU,20,3,17,21.0,3.9,1.4,35.1,7.1,54.6,0.4,57.9,7.2
197,Jake LaRavia,MEM,30,20,10,12.7,2.0,0.6,32.2,3.3,59.0,0.2,62.1,7.9
198,Jakob Poeltl,TOR,48,13,35,26.1,8.8,4.9,55.7,14.6,60.6,0.9,64.4,4.5
199,Jalen Brunson,NYK,56,31,25,35.1,3.6,0.6,17.7,7.0,51.7,0.5,55.6,9.8
200,Jalen Duren,DET,50,14,36,25.3,8.7,4.2,48.6,16.5,52.5,1.1,56.1,4.3
201,Jalen Green,HOU,54,11,43,33.9,4.0,0.8,20.8,7.5,53.3,0.5,56.8,7.5
202,Jalen Johnson,ATL,55,27,28,14.4,3.9,1.4,36.2,6.3,61.2,0.5,66.8,5.4
203,Jalen McDaniels,PHI,59,18,41,26.3,4.8,1.2,24.0,8.9,54.0,0.7,59.0,5.9
204,Jalen Smith,IND,51,24,27,18.2,5.6,2.4,43.2,9.6,57.9,0.6,61.6,4.7
205,Jalen Suggs,ORL,34,13,21,23.0,2.7,0.8,30.8,5.6,47.9,0.5,52.6,9.1
206,Jalen Williams,OKC,53,26,27,29.0,4.1,1.2,29.7,7.5,55.0,0.7,60.3,8.0
207,Jamal Cain,MIA,13,8,5,13.9,2.9,1.1,36.8,4.9,59.4,0.5,65.5,5.9
208,Jamal Murray,DEN,45,32,13,32.5,4.1,0.7,16.1,6.9,60.0,0.6,65.5,8.9
209,Jamaree Bouyea,MIA,4,2,2,16.3,1.3,0.3,20.0,3.0,41.7,0.3,45.5,9.8
210,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
211,James Harden,PHI,41,28,13,36.4,6.2,1.0,16.2,9.7,63.6,0.7,68.2,6.6
212,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
213,James Wiseman,DET,22,9,13,13.0,3.5,1.4,39.7,7.1,49.7,0.4,52.3,4.3
214,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
215,Jaren Jackson Jr.,MEM,40,25,15,27.2,6.7,2.7,40.4,12.4,53.9,1.0,58.4,6.4
216,Jarred Vanderbilt,LAL,55,27,28,24.0,7.8,2.5,32.3,12.4,62.4,0.6,65.7,5.3
217,Jarrett Allen,CLE,54,35,19,33.3,9.9,4.7,47.4,16.8,58.7,1.4,63.9,4.9
218,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
219,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
220,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
221,Jaxson Hayes,NOP,33,15,18,13.3,2.9,0.9,32.0,5.2,56.4,0.3,59.5,6.1
222,Jaylen Brown,BOS,48,33,15,35.6,7.0,1.6,23.2,11.2,62.7,0.9,68.0,7.1
223,Jaylen Nowell,MIN,60,31,29,19.8,2.7,0.6,20.6,4.8,55.9,0.3,59.9,9.4
224,Jaylin Williams,OKC,25,12,13,15.7,4.6,1.8,38.6,7.6,60.3,0.3,63.0,4.9
225,Jayson Tatum,BOS,55,40,15,37.3,8.6,1.7,19.5,12.4,69.3,0.7,73.3,6.4
226,Jeff Dowtin Jr.,TOR,15,10,5,6.8,0.9,0.2,21.4,1.1,87.5,0.0,87.5,13.7
227,Jeff Green,DEN,37,24,13,19.2,2.5,0.7,29.0,4.3,58.9,0.2,62.0,8.4
228,Jerami Grant,POR,54,25,29,35.7,4.3,1.0,23.1,7.5,57.5,0.6,62.4,8.7
229,Jeremiah Robinson-Earl,OKC,28,11,17,20.9,4.8,2.4,48.9,9.6,50.0,1.3,57.9,4.7
230,Jeremy Sochan,SAS,47,11,36,25.9,4.9,1.8,36.8,9.3,52.2,1.0,58.6,5.8
231,Jericho Sims,NYK,47,27,20,16.3,4.9,2.4,49.1,9.0,54.6,0.7,59.0,5.0
232,Jevon Carter,MIL,57,40,17,22.4,2.5,0.3,12.6,4.1,61.1,0.2,63.6,11.8
233,Jimmy Butler,MIA,44,24,20,33.7,6.0,2.4,40.7,10.5,56.8,0.5,59.4,6.1
234,Jock Landale,PHX,50,26,24,14.3,4.1,2.1,52.2,8.0,50.5,0.5,54.0,5.4
235,Joe Harris,BKN,51,29,22,23.8,2.6,0.7,27.6,5.4,49.1,0.5,54.7,9.2
236,Joe Ingles,MIL,24,16,8,22.5,2.7,0.5,18.5,4.0,67.7,0.3,73.9,7.8
237,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Joel Embiid,PHI,45,30,15,34.9,10.2,4.0,39.6,17.3,58.6,1.4,63.6,5.0
239,John Butler Jr.,POR,8,2,6,3.2,0.3,0.3,100.0,0.6,40.0,0.0,40.0,4.6
240,John Collins,ATL,50,26,24,31.1,7.1,3.0,41.8,13.0,54.5,0.9,58.6,4.9
241,John Konchar,MEM,49,30,19,22.4,4.7,1.3,26.8,7.6,61.8,0.6,66.6,6.9
242,John Wall,LAC,34,15,19,22.2,2.7,0.5,17.4,5.2,52.3,0.4,56.8,9.6
243,Johnny Davis,WAS,13,6,7,4.7,0.6,0.1,12.5,1.0,61.5,0.0,61.5,11.1
