,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
48,Bruno Fernando,ATL,31,9,22,11.7,3.9,1.6,41.8,8.2,48.0,0.6,51.7,5.0
49,Bryce McGowens,CHA,22,6,16,13.8,1.6,0.4,25.0,2.6,62.1,0.1,64.3,8.3
50,Bryn Forbes,MIN,25,9,16,10.7,0.6,0.2,33.3,1.2,50.0,0.0,51.7,11.8
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,56,25,31,32.3,5.0,0.9,17.0,9.4,53.8,0.8,59.1,8.3
53,CJ McCollum,NOP,50,26,24,35.1,4.4,0.7,15.6,7.3,59.4,0.4,62.8,9.8
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,32,11,21,16.4,2.3,0.7,31.5,4.7,49.0,0.4,53.7,8.0
56,Caleb Martin,MIA,45,24,21,30.7,5.1,1.2,24.0,9.3,54.9,0.8,60.4,8.6
57,Cam Reddish,POR,20,9,11,21.9,1.6,0.4,25.8,3.2,48.4,0.4,54.4,11.3
58,Cam Thomas,BKN,38,24,14,16.3,1.7,0.3,18.5,3.8,45.5,0.5,52.0,7.8
59,Cameron Johnson,BKN,17,13,4,25.3,3.8,1.0,26.2,6.6,58.0,0.6,63.7,7.9
60,Cameron Payne,PHX,28,15,13,24.0,2.3,0.3,12.5,4.5,50.8,0.4,55.2,9.7
61,Caris LeVert,CLE,51,30,21,30.8,4.0,1.0,25.5,6.5,61.4,0.5,66.7,8.0
62,Cedi Osman,CLE,55,34,21,21.3,2.2,0.5,20.3,4.2,53.2,0.4,58.9,8.5
63,Charles Bassey,SAS,24,5,19,13.6,5.2,2.0,38.4,8.8,59.5,0.7,64.4,4.8
64,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
65,Chimezie Metu,SAC,41,24,17,10.9,3.1,1.1,36.5,5.2,58.9,0.3,63.0,4.4
66,Chris Boucher,TOR,50,24,26,20.8,5.9,2.9,49.2,10.3,57.3,0.7,61.3,4.2
67,Chris Duarte,IND,33,13,20,19.0,2.4,0.4,17.9,4.9,47.9,0.5,53.8,8.0
68,Chris Paul,PHX,36,18,18,31.8,4.3,0.6,14.8,6.8,63.5,0.3,66.2,9.2
69,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,51,35,16,14.8,2.2,0.6,27.2,4.0,55.3,0.3,59.1,7.7
71,Christian Koloko,TOR,45,21,24,14.6,3.2,1.8,56.2,7.2,45.2,0.6,49.0,5.3
72,Christian Wood,DAL,44,25,19,28.5,8.4,3.3,39.8,13.2,63.5,0.9,68.1,4.7
73,Chuma Okeke,ORL,18,5,13,21.8,4.2,1.3,31.6,7.2,58.9,0.4,62.8,8.1
74,Clint Capela,ATL,40,22,18,26.8,11.5,6.0,51.8,17.5,66.0,0.7,68.8,4.5
75,Coby White,CHI,46,22,24,21.8,2.7,0.6,23.8,5.0,53.0,0.4,57.5,8.1
76,Cody Martin,CHA,7,2,5,19.1,3.4,1.3,37.5,5.1,66.7,0.3,70.6,10.0
77,Cole Anthony,ORL,38,18,20,25.2,4.6,0.8,17.7,7.7,60.1,0.7,66.3,7.7
78,Cole Swider,LAL,6,1,5,6.7,1.2,0.8,71.4,2.0,58.3,0.0,58.3,4.0
79,Collin Sexton,UTA,43,22,21,23.9,2.2,0.6,25.0,4.3,51.9,0.3,55.8,9.8
80,Corey Kispert,WAS,46,21,25,27.4,2.7,0.7,25.6,5.1,53.4,0.3,57.1,8.7
81,Cory Joseph,DET,37,9,28,15.7,1.3,0.3,24.5,3.4,38.9,0.4,44.5,10.8
82,D'Angelo Russell,LAL,54,27,27,32.9,3.1,0.7,22.4,6.2,49.4,0.7,55.9,10.2
83,Daishen Nix,HOU,40,11,29,15.5,1.7,0.4,24.6,3.1,55.2,0.2,59.5,8.7
84,Dalano Banton,TOR,24,12,12,9.7,1.4,0.4,30.3,2.9,47.8,0.2,51.6,6.4
85,Dalen Terry,CHI,19,10,9,3.3,0.3,0.0,0.0,0.9,29.4,0.2,35.7,8.2
86,Damian Jones,UTA,22,6,16,8.0,2.5,1.1,43.6,4.5,56.1,0.3,59.8,6.5
87,Damian Lillard,POR,43,22,21,36.2,4.2,0.8,18.3,8.4,49.9,0.7,54.5,9.9
88,Damion Lee,PHX,57,30,27,22.3,3.3,0.7,20.4,5.6,58.1,0.4,62.8,7.7
89,Daniel Gafford,WAS,52,23,29,18.4,5.3,2.6,49.5,10.9,48.6,0.8,52.2,4.2
90,Daniel Theis,IND,4,1,3,14.0,2.5,1.0,40.0,6.0,41.7,0.3,43.5,4.0
91,Danny Green,HOU,3,1,2,14.5,1.3,0.7,50.0,3.3,40.0,0.0,40.0,6.5
92,Danuel House Jr.,PHI,35,22,13,15.4,1.8,0.2,10.9,3.3,55.7,0.2,58.7,7.1
93,Dario Saric,OKC,37,17,20,14.4,3.8,1.4,35.9,6.8,56.1,0.4,59.2,5.2
94,Darius Bazley,PHX,36,16,20,15.4,3.4,1.1,32.8,6.4,52.8,0.5,57.3,5.9
95,Darius Days,HOU,1,0,1,2.5,2.0,1.0,50.0,3.0,66.7,0.0,66.7,6.0
96,Darius Garland,CLE,47,25,22,35.3,2.8,0.4,13.7,5.7,48.5,0.4,52.2,12.2
97,David Duke Jr.,BKN,15,7,8,9.1,1.0,0.1,6.7,2.5,40.5,0.3,45.5,12.1
98,David Roddy,MEM,45,28,17,17.8,2.7,0.7,27.3,4.8,56.0,0.4,61.1,6.7
99,Davion Mitchell,SAC,53,30,23,18.2,1.4,0.2,14.9,2.9,47.7,0.3,52.5,9.8
100,Davis Bertans,DAL,34,17,17,10.6,0.9,0.3,28.1,2.2,42.1,0.2,47.1,6.9
101,Davon Reed,LAL,35,23,12,9.0,1.6,0.3,21.8,2.7,57.9,0.3,66.3,7.6
102,Day'Ron Sharpe,BKN,30,16,14,10.3,3.8,2.2,57.0,7.6,49.8,0.4,52.8,4.1
103,De'Aaron Fox,SAC,49,30,19,33.7,4.3,1.0,22.5,7.4,57.6,0.5,61.7,8.5
104,De'Andre Hunter,ATL,46,26,20,32.0,4.3,1.3,29.6,7.8,55.7,0.7,61.2,7.6
105,De'Anthony Melton,PHI,50,32,18,29.0,4.4,1.3,30.3,7.6,57.4,0.7,63.6,7.8
106,DeAndre Jordan,DEN,33,20,13,14.7,4.9,2.0,41.1,8.2,60.6,0.6,65.2,4.5
107,DeMar DeRozan,CHI,50,24,26,36.2,4.7,0.9,20.1,8.6,54.3,0.8,60.2,8.7
108,Dean Wade,CLE,27,19,8,23.0,3.9,1.1,27.6,7.0,55.6,0.6,61.0,6.9
109,Deandre Ayton,PHX,48,22,26,30.0,10.1,4.4,42.9,15.6,65.0,1.2,70.5,4.6
110,Dejounte Murray,ATL,51,26,25,36.6,5.5,1.4,25.7,9.8,55.8,0.9,61.3,7.3
111,Delon Wright,WAS,25,16,9,22.0,3.2,0.7,22.5,5.6,56.7,0.5,62.5,10.5
112,Deni Avdija,WAS,52,24,28,26.4,6.3,1.9,30.6,10.7,58.8,1.1,65.3,5.0
113,Dennis Schroder,LAL,43,21,22,30.2,2.6,0.3,11.6,4.9,53.3,0.4,58.0,11.0
114,Dennis Smith Jr.,CHA,34,9,25,24.9,2.7,0.8,28.0,5.9,46.3,0.6,51.4,8.1
115,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,0.3,0.3,100.0,1.3,20.0,0.3,25.0,1.8
117,Derrick Jones Jr.,CHI,43,17,26,15.4,2.7,1.4,54.4,5.1,52.3,0.3,55.9,5.6
118,Derrick Rose,NYK,26,11,15,12.9,1.5,0.3,20.0,3.0,51.9,0.1,54.1,10.4
119,Derrick White,BOS,55,39,16,27.1,3.3,1.0,28.8,6.0,55.8,0.6,61.7,8.2
120,Desmond Bane,MEM,32,20,12,31.1,4.8,1.0,21.7,8.4,56.3,0.6,60.8,7.7
121,Devin Booker,PHX,30,19,11,34.2,4.6,0.7,15.2,7.9,58.5,0.4,61.9,8.3
122,Devin Vassell,SAS,29,8,21,31.3,4.0,1.1,27.0,6.8,58.7,0.5,63.5,6.6
123,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
124,Devonte' Graham,SAS,53,27,26,15.3,1.4,0.2,15.3,2.7,49.7,0.2,54.5,11.1
125,Dewayne Dedmon,MIA,30,17,13,11.7,3.6,1.7,45.9,7.0,51.7,0.7,57.4,5.0
126,Dillon Brooks,MEM,49,30,19,30.7,3.3,0.7,21.5,6.2,53.3,0.4,57.4,8.8
127,Domantas Sabonis,SAC,52,30,22,34.4,12.2,5.0,40.9,21.2,57.5,1.6,62.2,4.1
128,Dominick Barlow,SAS,6,0,6,6.4,1.2,0.5,42.9,1.7,70.0,0.2,77.8,8.8
129,Donovan Mitchell,CLE,46,30,16,35.3,3.9,0.9,24.0,7.0,55.6,0.4,58.7,9.0
130,Donte DiVincenzo,GSW,44,25,19,25.1,4.3,0.8,17.9,7.4,58.6,0.6,64.0,7.3
131,Dorian Finney-Smith,BKN,41,20,21,32.2,4.8,2.1,44.2,8.6,56.0,0.7,61.0,6.5
132,Doug McDermott,SAS,48,14,34,20.4,2.2,0.5,23.6,4.1,54.1,0.3,58.6,8.3
133,Draymond Green,GSW,48,26,22,31.8,7.4,3.0,40.7,12.0,61.9,0.9,67.2,5.6
134,Drew Eubanks,POR,53,25,28,19.1,4.7,1.8,37.5,8.5,54.9,0.6,59.0,4.9
135,Dru Smith,BKN,7,4,3,13.2,2.1,0.4,20.0,3.3,65.2,0.6,78.9,10.3
136,Duane Washington Jr.,PHX,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
137,Duncan Robinson,MIA,28,14,14,17.9,1.9,0.6,31.5,3.3,58.1,0.3,63.5,8.3
138,Dwight Powell,DAL,51,29,22,19.8,4.3,1.6,38.5,9.5,44.9,0.8,48.9,6.1
139,Dyson Daniels,NOP,39,21,18,19.9,3.5,1.3,35.5,6.3,56.6,0.4,60.8,7.7
140,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
141,Eric Gordon,LAC,47,12,35,30.2,2.1,0.2,10.3,3.9,53.6,0.2,57.1,12.1
142,Eugene Omoruyi,OKC,21,7,14,12.2,2.3,0.8,32.7,5.1,45.4,0.4,49.0,5.8
143,Evan Fournier,NYK,22,12,10,18.7,2.0,0.3,15.6,3.5,57.7,0.3,63.4,9.2
144,Evan Mobley,CLE,55,33,22,34.0,8.9,3.7,42.1,15.3,58.1,1.3,63.3,5.5
145,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
146,Frank Kaminsky,HOU,26,11,15,6.8,1.4,0.8,58.3,2.3,59.0,0.0,60.0,3.9
147,Frank Ntilikina,DAL,33,17,16,11.8,1.3,0.3,20.9,2.3,56.6,0.2,61.4,8.7
148,Franz Wagner,ORL,55,22,33,33.1,4.0,0.8,20.8,7.7,52.2,0.5,56.2,8.8
149,Fred VanVleet,TOR,47,22,25,37.0,4.4,0.9,19.6,8.3,53.6,0.9,59.9,10.0
150,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
151,Gabe Vincent,MIA,41,23,18,25.3,2.3,0.4,16.1,4.0,56.0,0.1,58.1,11.4
152,Garrett Temple,NOP,17,11,6,7.4,0.6,0.2,27.3,1.2,52.4,0.2,61.1,10.5
153,Garrison Mathews,ATL,45,12,33,13.4,1.4,0.3,19.4,2.8,49.6,0.3,56.4,9.2
154,Gary Harris,ORL,27,11,16,24.3,2.1,0.4,21.1,4.0,52.8,0.3,57.6,12.1
155,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
156,Gary Trent Jr.,TOR,49,23,26,33.5,2.5,0.5,19.5,4.2,60.0,0.2,63.7,10.0
157,George Hill,IND,35,24,11,19.1,1.9,0.4,22.4,4.2,45.3,0.3,49.3,10.1
158,Georges Niang,PHI,51,33,18,19.8,2.5,0.6,23.2,4.8,50.8,0.4,55.8,6.7
159,Giannis Antetokounmpo,MIL,44,32,12,33.4,12.4,4.1,32.9,19.0,65.0,1.5,70.4,5.2
160,Goga Bitadze,IND,21,8,13,9.6,2.3,1.2,51.0,5.1,45.4,0.9,54.4,3.8
161,Goran Dragic,CHI,48,22,26,15.8,1.4,0.3,19.4,3.0,47.2,0.3,51.5,9.5
162,Gordon Hayward,CHA,30,10,20,31.0,4.3,0.9,20.9,6.7,64.2,0.5,69.4,9.3
163,Gorgui Dieng,SAS,17,2,15,9.8,2.8,0.9,31.3,4.4,64.9,0.1,65.8,6.9
164,Grant Williams,BOS,54,39,15,27.6,4.7,1.8,38.5,8.6,54.0,0.6,58.2,6.6
165,Grayson Allen,MIL,51,36,15,27.4,3.5,0.7,20.3,6.7,51.9,0.7,57.8,9.1
166,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
167,Hamidou Diallo,DET,46,11,35,16.6,3.4,1.1,33.5,5.4,62.5,0.2,65.4,6.8
168,Harrison Barnes,SAC,54,31,23,32.5,4.7,1.5,31.6,8.3,56.7,0.8,62.5,7.9
169,Haywood Highsmith,MIA,39,21,18,19.4,3.9,1.4,35.1,6.7,57.4,0.5,61.6,7.7
170,Herbert Jones,NOP,40,18,22,28.9,3.9,1.4,35.7,7.5,51.2,0.4,54.0,8.6
171,Immanuel Quickley,NYK,55,30,25,27.9,4.1,0.5,12.1,6.9,58.4,0.5,62.6,9.5
172,Isaac Okoro,CLE,57,35,22,20.8,2.6,0.8,28.9,5.2,50.3,0.3,53.6,9.7
173,Isaiah Hartenstein,NYK,56,30,26,19.3,6.4,3.4,52.2,12.4,51.9,0.9,56.2,4.7
174,Isaiah Jackson,IND,41,16,25,15.3,3.9,2.2,57.5,8.1,48.3,0.7,53.2,4.5
175,Isaiah Joe,OKC,46,23,23,15.4,2.2,0.3,16.0,4.1,52.6,0.4,58.8,7.2
176,Isaiah Livers,DET,33,8,25,20.3,2.2,0.8,36.1,4.3,50.7,0.5,57.6,9.6
177,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
178,Isaiah Roby,SAS,38,9,29,10.9,2.4,0.8,32.3,4.0,60.8,0.3,65.0,5.8
179,Isaiah Stewart,DET,44,11,33,28.3,8.1,3.2,39.2,14.4,56.1,1.0,60.4,4.6
180,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Ish Smith,DEN,27,17,10,9.5,1.1,0.4,33.3,2.3,47.6,0.3,54.5,7.1
182,Ish Wainright,PHX,39,20,19,15.4,2.2,0.9,39.5,4.0,55.1,0.3,59.7,7.5
183,Ivica Zubac,LAC,56,30,26,29.3,10.3,5.3,51.0,18.1,56.9,1.1,60.6,4.2
184,JD Davison,BOS,5,4,1,2.3,0.4,0.0,0.0,0.6,66.7,0.0,66.7,4.1
185,JT Thor,CHA,43,10,33,10.8,1.7,0.7,37.8,2.8,60.7,0.2,64.3,8.0
186,Ja Morant,MEM,45,29,16,32.7,5.8,1.4,23.2,11.2,52.1,0.9,56.6,7.9
187,JaMychal Green,GSW,35,18,17,14.7,4.0,1.8,44.7,6.4,62.7,0.5,67.8,5.0
188,JaVale McGee,DAL,32,16,16,7.9,2.4,1.3,54.5,4.6,52.0,0.4,57.0,4.3
189,Jabari Smith Jr.,HOU,52,12,40,29.7,6.9,2.6,37.7,11.3,61.1,0.8,66.1,5.3
190,Jabari Walker,POR,35,18,17,8.4,2.1,1.1,54.2,3.7,55.0,0.2,58.5,4.5
191,Jack White,DEN,12,10,2,3.4,0.6,0.3,57.1,1.1,53.8,0.1,58.3,5.0
192,Jaden Hardy,DAL,27,14,13,10.7,1.3,0.2,13.9,2.5,52.9,0.1,56.3,8.9
193,Jaden Ivey,DET,51,14,37,29.9,3.9,0.7,18.1,8.2,47.6,0.9,53.5,8.0
194,Jaden McDaniels,MIN,55,29,26,30.6,3.8,1.4,35.7,7.5,51.0,0.7,56.5,8.5
195,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
196,Jae'Sean Tate,HOU,17,3,14,20.7,4.1,1.4,33.3,7.5,53.9,0.5,57.5,7.2
197,Jake LaRavia,MEM,29,19,10,13.1,2.0,0.7,32.2,3.4,59.0,0.2,62.1,7.9
198,Jakob Poeltl,TOR,45,11,34,26.1,9.0,5.0,54.9,14.8,61.1,0.8,64.9,4.6
199,Jalen Brunson,NYK,52,28,24,34.9,3.5,0.6,18.1,6.9,50.7,0.5,55.0,9.5
200,Jalen Duren,DET,47,13,34,25.0,8.6,4.2,48.9,16.4,52.6,1.1,56.3,4.4
201,Jalen Green,HOU,51,11,40,34.4,4.0,0.8,20.9,7.5,53.8,0.4,57.1,7.5
202,Jalen Johnson,ATL,52,26,26,14.6,3.9,1.4,36.1,6.5,60.8,0.6,66.6,5.2
203,Jalen McDaniels,PHI,56,15,41,26.7,4.8,1.1,23.7,9.0,53.5,0.7,58.2,6.0
204,Jalen Smith,IND,48,23,25,18.9,5.7,2.4,42.2,9.9,57.7,0.6,61.2,4.8
205,Jalen Suggs,ORL,31,12,19,22.6,2.8,0.8,27.6,5.7,49.4,0.5,54.0,9.2
206,Jalen Williams,OKC,50,24,26,28.9,4.1,1.2,30.4,7.4,55.4,0.6,60.4,8.1
207,Jamal Cain,MIA,13,8,5,13.9,2.9,1.1,36.8,4.9,59.4,0.5,65.5,5.9
208,Jamal Murray,DEN,45,32,13,32.5,4.1,0.7,16.1,6.9,60.0,0.6,65.5,8.9
209,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
210,James Harden,PHI,37,24,13,36.5,6.3,1.1,16.7,9.6,65.3,0.6,70.0,6.6
211,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
212,James Wiseman,DET,21,9,12,12.5,3.5,1.4,39.7,7.0,49.7,0.4,52.5,4.2
213,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
214,Jaren Jackson Jr.,MEM,37,23,14,27.3,6.6,2.7,41.2,12.5,53.1,0.9,57.5,6.2
215,Jarred Vanderbilt,LAL,52,25,27,24.1,7.9,2.6,32.5,12.6,62.3,0.6,65.7,5.3
216,Jarrett Allen,CLE,50,32,18,33.1,9.9,4.6,46.9,17.0,58.1,1.4,63.4,4.9
217,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
218,Jason Preston,LAC,12,3,9,9.8,1.8,0.3,18.2,2.9,62.9,0.1,64.7,7.8
219,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
220,Jaxson Hayes,NOP,30,14,16,14.3,3.0,1.0,31.9,5.4,56.2,0.3,59.1,6.1
221,Jaylen Brown,BOS,48,33,15,35.6,7.0,1.6,23.2,11.2,62.7,0.9,68.0,7.1
222,Jaylen Nowell,MIN,58,30,28,19.8,2.7,0.6,20.6,4.8,56.2,0.3,60.1,9.5
223,Jaylin Williams,OKC,22,10,12,15.2,4.3,1.4,32.6,7.4,58.3,0.3,60.9,5.1
224,Jayson Tatum,BOS,52,37,15,37.3,8.7,1.7,19.6,12.6,69.1,0.7,73.2,6.4
225,Jeff Dowtin Jr.,TOR,14,9,5,6.6,0.9,0.1,15.4,1.1,86.7,0.0,86.7,13.8
226,Jeff Green,DEN,34,21,13,18.9,2.5,0.8,30.2,4.3,59.3,0.2,62.8,8.2
227,Jerami Grant,POR,53,25,28,35.7,4.3,1.0,23.0,7.5,57.6,0.6,62.3,8.7
228,Jeremiah Robinson-Earl,OKC,26,10,16,21.1,5.0,2.4,48.1,9.8,50.8,1.3,58.6,4.8
229,Jeremy Sochan,SAS,44,11,33,25.9,4.8,1.7,35.2,9.3,51.5,1.0,58.0,5.9
230,Jericho Sims,NYK,43,24,19,15.7,4.7,2.2,46.1,8.5,55.6,0.6,59.8,5.2
231,Jevon Carter,MIL,55,38,17,22.6,2.5,0.3,12.1,4.2,61.1,0.1,63.3,11.9
232,Jimmy Butler,MIA,40,22,18,33.9,6.0,2.4,39.3,10.3,57.9,0.4,60.4,6.1
233,Jock Landale,PHX,48,24,24,14.4,4.0,2.2,53.6,8.1,50.0,0.5,53.6,5.4
234,Joe Harris,BKN,48,28,20,24.4,2.8,0.8,27.3,5.6,48.9,0.6,54.5,9.1
235,Joe Ingles,MIL,22,14,8,22.0,2.4,0.5,20.8,3.6,66.3,0.2,70.7,7.7
236,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Joel Embiid,PHI,41,26,15,34.8,10.1,4.0,40.0,17.0,59.3,1.3,64.1,5.0
238,John Butler Jr.,POR,7,1,6,3.4,0.3,0.3,100.0,0.6,50.0,0.0,50.0,4.6
239,John Collins,ATL,48,25,23,31.3,7.3,3.1,42.4,13.2,55.0,0.9,59.2,4.8
240,John Konchar,MEM,46,28,18,22.9,4.9,1.3,26.7,7.9,62.0,0.6,66.8,6.9
241,John Wall,HOU,34,15,19,22.2,2.7,0.5,17.4,5.2,52.3,0.4,56.8,9.6
242,Johnny Davis,WAS,11,4,7,5.1,0.6,0.1,14.3,0.9,70.0,0.0,70.0,11.6
243,Jonas Valanciunas,NOP,55,28,27,24.6,9.8,4.3,44.2,16.2,60.4,1.0,64.2,4.0
