,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
127,Domantas Sabonis,SAC,52,30,22,34.4,64.5,50.8,7.0,0.3,12.2,18.5,7.8,10.8,12.0,
128,Dominick Barlow,SAS,6,0,6,6.4,6.3,6.2,0.7,0.0,1.2,1.7,0.7,10.5,10.5,
129,Donovan Mitchell,CLE,46,30,16,35.3,41.5,58.5,4.9,0.8,9.1,12.3,6.1,11.7,14.8,
130,Donte DiVincenzo,GSW,44,25,19,25.1,37.4,32.2,3.3,0.8,5.9,8.6,4.4,8.7,11.8,
131,Dorian Finney-Smith,BKN,41,20,21,32.2,30.5,25.3,1.5,0.5,3.2,4.0,2.0,4.8,6.7,
132,Doug McDermott,SAS,48,14,34,20.4,18.4,19.8,1.5,0.3,2.9,3.7,1.9,8.0,10.4,
133,Draymond Green,GSW,48,26,22,31.8,63.1,49.0,6.9,0.8,13.7,18.6,8.6,10.9,13.7,
134,Drew Eubanks,POR,53,25,28,19.1,20.2,12.9,1.1,0.1,2.2,3.1,1.3,5.5,6.6,
135,Dru Smith,BKN,7,4,3,13.2,18.3,16.7,1.3,0.0,2.7,2.7,1.4,7.0,7.8,
136,Duane Washington Jr.,PHX,31,17,14,12.7,19.3,24.7,2.0,0.2,4.0,5.3,2.5,10.6,12.7,
137,Duncan Robinson,MIA,28,14,14,17.9,17.5,18.4,1.2,0.2,2.6,3.2,1.7,6.7,9.8,
138,Dwight Powell,DAL,51,29,22,19.8,18.8,12.3,0.8,0.1,1.6,2.1,1.0,4.2,5.4,
139,Dyson Daniels,NOP,39,21,18,19.9,24.2,18.9,2.5,0.2,4.5,6.3,3.0,10.2,12.3,
140,Edmond Sumner,BKN,46,28,18,14.5,16.5,19.3,1.4,0.3,2.6,3.5,1.8,8.7,11.2,
141,Eric Gordon,LAC,47,12,35,30.2,27.3,34.3,2.9,0.4,5.3,7.3,3.7,10.6,13.4,
142,Eugene Omoruyi,OKC,21,7,14,12.2,9.1,8.7,0.5,0.0,0.7,1.2,0.5,5.8,5.8,
143,Evan Fournier,NYK,22,12,10,18.7,15.8,17.7,1.6,0.2,3.0,4.0,1.9,10.1,11.8,
144,Evan Mobley,CLE,55,33,22,34.0,41.3,29.9,2.7,0.3,4.6,7.1,3.3,6.7,8.1,
145,Facundo Campazzo,DAL,8,2,6,6.5,12.0,11.6,1.1,0.0,2.6,3.5,1.5,9.4,12.5,
146,Frank Kaminsky,HOU,26,11,15,6.8,11.1,9.0,0.8,0.0,1.5,2.0,1.0,7.3,8.7,
147,Frank Ntilikina,DAL,33,17,16,11.8,12.2,12.1,1.2,0.1,2.0,3.2,1.3,9.7,10.6,
148,Franz Wagner,ORL,55,22,33,33.1,35.8,43.8,3.5,0.3,7.3,9.7,4.4,9.7,12.3,
149,Fred VanVleet,TOR,47,22,25,37.0,62.1,69.1,6.5,0.7,12.8,16.3,7.7,10.5,12.5,
150,Furkan Korkmaz,PHI,25,17,8,10.2,10.5,11.4,0.7,0.2,1.7,1.8,1.0,6.9,9.5,
151,Gabe Vincent,MIA,41,23,18,25.3,30.9,34.2,2.6,0.2,5.0,6.9,3.1,8.4,10.0,
152,Garrett Temple,NOP,17,11,6,7.4,7.3,6.6,0.6,0.1,1.2,1.4,0.8,8.1,11.3,
153,Garrison Mathews,ATL,45,12,33,13.4,10.0,10.3,0.5,0.1,0.9,1.4,0.6,5.1,6.2,
154,Gary Harris,ORL,27,11,16,24.3,13.4,17.1,1.1,0.3,2.4,3.2,1.6,8.5,11.6,
155,Gary Payton II,GSW,15,8,7,17.0,19.1,11.8,1.5,0.1,3.0,4.0,1.7,7.7,8.7,
156,Gary Trent Jr.,TOR,49,23,26,33.5,22.4,33.4,1.6,0.3,3.3,4.3,2.0,7.0,9.0,
157,George Hill,IND,35,24,11,19.1,27.1,26.6,2.5,0.2,4.5,6.4,2.9,9.4,10.7,
158,Georges Niang,PHI,51,33,18,19.9,22.5,17.3,1.2,0.1,1.6,3.2,1.4,5.3,6.1,
159,Giannis Antetokounmpo,MIL,44,32,12,33.4,47.9,58.1,5.4,0.7,11.4,14.0,6.3,11.2,13.0,
160,Goga Bitadze,IND,21,8,13,9.6,11.2,8.9,0.9,0.1,1.1,2.1,1.0,7.7,8.5,
161,Goran Dragic,CHI,48,22,26,15.8,26.7,27.9,2.8,0.3,4.9,7.1,3.6,10.6,13.4,
162,Gordon Hayward,CHA,30,10,20,31.0,33.2,35.3,3.4,0.5,7.2,9.0,4.4,10.4,13.2,
163,Gorgui Dieng,SAS,17,2,15,9.8,14.6,13.8,1.6,0.0,3.0,4.1,1.8,10.9,12.1,
164,Grant Williams,BOS,54,39,15,27.6,22.5,18.0,1.7,0.1,2.8,4.7,2.0,7.4,8.7,
165,Grayson Allen,MIL,51,36,15,27.4,26.5,26.1,2.5,0.5,4.6,6.5,3.2,9.3,11.9,
166,Greg Brown III,POR,16,10,6,5.8,2.8,3.2,0.2,0.0,0.3,0.5,0.2,6.7,6.7,
167,Hamidou Diallo,DET,46,11,35,16.6,16.5,13.9,1.0,0.1,1.5,2.4,1.1,5.8,6.4,
168,Harrison Barnes,SAC,54,31,23,32.5,34.2,28.1,1.6,0.3,3.6,4.4,2.1,4.8,6.2,
169,Haywood Highsmith,MIA,39,21,18,19.4,15.6,11.9,0.7,0.1,2.0,2.0,0.9,4.4,5.7,
170,Herbert Jones,NOP,40,18,22,28.9,30.8,24.9,2.2,0.2,4.0,5.4,2.5,7.0,8.0,
171,Immanuel Quickley,NYK,55,30,25,27.9,34.1,37.7,3.2,0.4,6.2,8.3,3.8,9.4,11.2,
172,Isaac Okoro,CLE,57,35,22,20.8,14.0,11.9,1.2,0.2,1.8,2.8,1.5,8.3,10.4,
173,Isaiah Hartenstein,NYK,56,30,26,19.3,23.8,12.7,0.9,0.1,1.9,2.2,1.0,3.7,4.3,
174,Isaiah Jackson,IND,41,16,25,15.3,15.0,12.8,0.9,0.1,1.5,2.4,1.2,5.8,7.8,
175,Isaiah Joe,OKC,46,23,23,15.4,12.9,13.9,1.0,0.2,1.7,2.7,1.3,8.1,10.4,
176,Isaiah Livers,DET,33,8,25,20.3,17.2,14.2,0.5,0.1,1.4,1.4,0.7,3.2,3.9,
177,Isaiah Mobley,CLE,8,5,3,3.3,3.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
178,Isaiah Roby,SAS,38,9,29,10.9,13.1,10.3,0.9,0.0,1.8,2.3,1.1,7.2,8.0,
179,Isaiah Stewart,DET,44,11,33,28.3,27.6,21.3,1.3,0.1,2.2,3.4,1.5,4.9,5.3,
180,Isaiah Todd,WAS,4,2,2,3.1,3.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
181,Ish Smith,DEN,27,17,10,9.5,17.3,18.3,2.0,0.2,4.0,5.3,2.5,11.5,14.3,
182,Ish Wainright,PHX,39,20,19,15.4,10.8,9.4,1.0,0.1,1.6,2.6,1.1,9.5,10.4,
183,Ivica Zubac,LAC,56,30,26,29.3,32.7,19.3,1.0,0.2,1.8,2.6,1.3,3.1,3.9,
184,JD Davison,BOS,5,4,1,2.3,1.6,2.0,0.2,0.0,0.4,0.4,0.2,12.5,12.5,
185,JT Thor,CHA,43,10,33,10.8,10.2,7.3,0.4,0.0,0.7,1.0,0.5,4.1,4.6,
186,Ja Morant,MEM,45,29,16,32.7,49.0,66.1,8.3,0.7,14.7,20.7,9.5,16.9,19.5,
187,JaMychal Green,GSW,35,18,17,14.7,17.1,13.6,0.9,0.1,1.9,2.3,1.0,5.0,5.7,
188,JaVale McGee,DAL,32,16,16,7.9,7.2,5.3,0.3,0.0,0.4,0.6,0.3,3.5,3.5,
189,Jabari Smith Jr.,HOU,52,12,40,29.7,30.6,23.2,1.2,0.2,1.8,2.8,1.4,3.8,4.7,
190,Jabari Walker,POR,35,18,17,8.4,6.5,4.9,0.5,0.1,0.8,1.1,0.6,7.0,8.8,
191,Jack White,DEN,12,10,2,3.4,3.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,Jaden Hardy,DAL,27,14,13,10.7,10.1,13.9,0.7,0.2,1.5,2.0,1.1,6.6,10.7,
193,Jaden Ivey,DET,51,14,37,29.9,34.0,42.8,4.5,0.3,8.4,12.0,5.3,13.2,15.7,
194,Jaden McDaniels,MIN,55,29,26,30.6,27.2,24.0,2.1,0.3,3.3,5.2,2.5,7.6,9.2,
195,Jaden Springer,PHI,7,7,0,3.7,1.4,2.4,0.1,0.0,0.1,0.4,0.1,10.0,10.0,
196,Jae'Sean Tate,HOU,17,3,14,20.7,29.3,28.1,2.8,0.1,5.9,7.6,3.3,9.6,11.2,
197,Jake LaRavia,MEM,29,19,10,13.1,11.8,8.7,0.7,0.2,1.5,1.8,0.9,6.1,7.6,
198,Jakob Poeltl,TOR,45,11,34,26.1,41.7,29.5,3.0,0.3,4.8,7.7,3.6,7.2,8.6,
199,Jalen Brunson,NYK,52,28,24,34.9,59.5,71.9,6.2,0.7,12.3,16.4,7.6,10.4,12.7,
200,Jalen Duren,DET,47,13,34,25.0,27.0,13.4,1.0,0.1,1.7,2.8,1.3,3.9,4.8,
201,Jalen Green,HOU,51,11,40,34.4,40.0,53.4,3.6,0.6,6.8,9.2,4.7,9.1,11.8,
202,Jalen Johnson,ATL,52,26,26,14.6,15.5,8.6,0.9,0.0,1.7,2.3,1.0,5.9,6.4,
203,Jalen McDaniels,PHI,56,15,41,26.7,30.1,24.4,2.0,0.2,3.6,5.1,2.3,6.6,7.8,
204,Jalen Smith,IND,48,23,25,18.9,20.8,17.3,1.0,0.2,1.4,2.6,1.2,4.8,5.9,
205,Jalen Suggs,ORL,31,12,19,22.6,34.2,32.5,3.5,0.2,5.4,8.6,3.9,10.4,11.4,
206,Jalen Williams,OKC,50,24,26,28.9,30.1,31.3,2.8,0.4,5.0,7.1,3.4,9.4,11.4,
207,Jamal Cain,MIA,13,8,5,13.9,8.5,7.2,0.6,0.1,0.9,1.6,0.7,7.3,8.2,
208,Jamal Murray,DEN,45,32,13,32.5,49.0,60.0,5.8,0.8,10.1,14.4,7.3,11.8,14.9,
209,James Bouknight,CHA,26,5,21,13.6,11.9,13.1,1.1,0.0,1.7,2.5,1.1,9.0,9.0,
210,James Harden,PHI,37,24,13,36.5,68.9,78.3,10.9,1.2,17.8,28.4,13.7,15.9,19.9,
211,James Johnson,IND,12,5,7,8.2,7.8,7.7,0.6,0.1,1.6,1.8,0.8,7.5,10.8,
212,James Wiseman,DET,21,9,12,12.5,16.7,10.6,0.7,0.0,1.0,1.8,0.7,4.0,4.0,
213,Jared Rhoden,DET,1,0,1,12.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
214,Jaren Jackson Jr.,MEM,37,23,14,27.3,22.1,23.0,0.8,0.2,1.7,2.2,1.2,3.8,5.3,
215,Jarred Vanderbilt,LAL,52,25,27,24.1,24.9,18.2,2.7,0.2,4.8,7.5,3.2,11.0,12.9,
216,Jarrett Allen,CLE,50,32,18,33.1,31.3,23.9,1.7,0.2,2.9,4.5,2.0,5.3,6.5,
217,Jarrett Culver,ATL,10,5,5,13.7,14.3,9.6,0.6,0.0,1.6,1.4,0.6,4.2,4.2,
218,Jason Preston,LAC,12,3,9,9.8,19.9,20.3,2.3,0.3,3.9,5.8,2.8,11.3,13.8,
219,Javonte Green,CHI,28,11,17,16.0,18.4,12.9,0.8,0.1,1.3,2.0,0.9,4.5,5.1,
220,Jaxson Hayes,NOP,30,14,16,14.3,11.0,9.6,0.8,0.1,1.5,2.2,0.9,7.3,8.2,
221,Jaylen Brown,BOS,48,33,15,35.6,36.2,45.5,3.2,0.7,6.2,8.8,4.1,8.9,11.5,
222,Jaylen Nowell,MIN,58,30,28,19.8,22.3,26.6,2.1,0.3,3.4,5.4,2.6,9.5,11.8,
223,Jaylin Williams,OKC,22,10,12,15.2,25.5,18.2,1.5,0.0,2.9,3.9,1.5,5.7,6.1,
