,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
95,Darius Bazley,PHX,36,16,20,15.4,3.4,1.1,32.8,6.4,52.8,0.5,57.3,5.9
96,Darius Days,HOU,3,0,3,7.8,2.0,0.3,16.7,4.0,50.0,0.0,50.0,4.7
97,Darius Garland,CLE,52,28,24,35.2,2.7,0.4,13.6,5.6,48.1,0.4,51.5,12.0
98,David Duke Jr.,BKN,16,7,9,8.8,0.9,0.1,6.7,2.3,40.5,0.3,45.5,12.1
99,David Roddy,MEM,47,29,18,17.7,2.7,0.7,28.0,4.7,56.6,0.4,61.6,6.7
100,Davion Mitchell,SAC,57,32,25,17.9,1.4,0.2,14.3,2.8,47.8,0.2,52.4,9.9
101,Davis Bertans,DAL,34,17,17,10.6,0.9,0.3,28.1,2.2,42.1,0.2,47.1,6.9
102,Davon Reed,LAL,38,25,13,8.8,1.5,0.3,22.4,2.6,58.0,0.3,65.9,7.6
103,Day'Ron Sharpe,BKN,32,16,16,10.2,3.8,2.1,54.5,7.5,51.5,0.4,54.4,4.2
104,De'Aaron Fox,SAC,53,32,21,33.9,4.3,0.9,21.2,7.4,57.9,0.5,62.3,8.6
105,De'Andre Hunter,ATL,49,27,22,32.0,4.4,1.3,28.8,8.0,54.7,0.8,60.4,7.5
106,De'Anthony Melton,PHI,55,37,18,28.2,4.1,1.3,31.3,7.4,55.8,0.7,61.7,7.7
107,DeAndre Jordan,DEN,34,21,13,14.6,4.9,2.0,41.3,8.1,60.9,0.6,65.5,4.4
108,DeMar DeRozan,CHI,52,24,28,36.3,4.6,0.9,20.2,8.5,54.1,0.9,60.3,8.7
109,Dean Wade,CLE,32,22,10,21.2,3.7,1.0,26.9,6.7,55.6,0.6,61.0,6.9
110,Deandre Ayton,PHX,51,24,27,30.2,10.1,4.2,41.7,15.6,64.8,1.2,70.1,4.6
111,Dejounte Murray,ATL,54,27,27,36.5,5.5,1.4,25.9,10.0,55.1,0.9,60.7,7.3
112,Delon Wright,WAS,29,19,10,22.5,3.2,0.8,23.7,5.6,57.4,0.4,62.4,10.1
113,Deni Avdija,WAS,56,27,29,26.3,6.3,1.9,30.9,10.7,58.4,1.1,64.9,5.0
114,Dennis Schroder,LAL,47,24,23,29.9,2.5,0.3,11.0,4.8,52.7,0.4,57.3,10.9
115,Dennis Smith Jr.,CHA,38,11,27,25.0,2.8,0.7,26.7,6.0,46.3,0.7,52.8,8.2
116,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
117,Dereon Seabron,NOP,5,2,3,2.3,0.2,0.2,100.0,1.4,14.3,0.2,16.7,1.8
118,Derrick Jones Jr.,CHI,45,17,28,15.1,2.6,1.5,55.5,5.0,52.4,0.3,55.9,5.6
119,Derrick Rose,NYK,26,11,15,12.9,1.5,0.3,20.0,3.0,51.9,0.1,54.1,10.4
120,Derrick White,BOS,60,43,17,27.7,3.3,0.9,27.6,6.2,53.9,0.7,60.3,8.2
121,Desmond Bane,MEM,36,22,14,31.2,5.0,1.0,20.7,8.5,58.5,0.6,62.8,8.1
122,Devin Booker,PHX,33,21,12,33.9,4.5,0.7,15.3,7.9,57.5,0.5,61.0,8.3
123,Devin Vassell,SAS,29,8,21,31.3,4.0,1.1,27.0,6.8,58.7,0.5,63.5,6.6
124,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
125,Devonte' Graham,SAS,58,27,31,16.4,1.4,0.2,16.9,2.8,50.3,0.3,55.7,10.8
126,Dewayne Dedmon,PHI,30,17,13,11.7,3.6,1.7,45.9,7.0,51.7,0.7,57.4,5.0
127,Dillon Brooks,MEM,53,32,21,30.5,3.3,0.7,21.1,6.1,54.0,0.4,58.1,8.8
128,Domantas Sabonis,SAC,56,32,24,34.6,12.4,5.1,41.2,21.4,57.8,1.7,62.6,4.1
129,Dominick Barlow,SAS,11,0,11,10.1,2.5,1.0,39.3,4.3,59.6,0.5,68.3,6.5
130,Donovan Mitchell,CLE,51,33,18,35.5,4.0,1.0,24.8,7.0,57.5,0.4,60.6,9.0
131,Donte DiVincenzo,GSW,48,26,22,25.2,4.1,0.8,19.0,7.1,57.4,0.6,62.9,7.2
132,Dorian Finney-Smith,BKN,44,21,23,32.0,4.9,2.1,42.5,8.5,56.9,0.7,62.0,6.8
133,Doug McDermott,SAS,51,14,37,20.5,2.2,0.5,25.5,4.1,53.1,0.3,57.6,8.1
134,Draymond Green,GSW,52,27,25,31.6,7.3,2.9,40.4,11.8,61.7,0.9,67.0,5.5
135,Drew Eubanks,POR,57,26,31,19.6,5.0,1.8,36.4,9.0,55.2,0.6,59.5,5.0
136,Dru Smith,BKN,8,4,4,12.1,1.9,0.4,20.0,2.9,65.2,0.5,78.9,10.3
137,Duane Washington Jr.,PHX,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
138,Duncan Robinson,MIA,29,14,15,18.1,2.0,0.6,29.8,3.4,58.2,0.3,63.3,8.6
139,Dwight Powell,DAL,56,31,25,19.8,4.3,1.7,39.1,9.4,46.1,0.7,49.9,6.0
140,Dyson Daniels,NOP,39,21,18,19.9,3.5,1.3,35.5,6.3,56.6,0.4,60.8,7.7
141,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
142,Eric Gordon,LAC,49,14,35,29.9,2.1,0.2,10.9,3.8,54.0,0.2,57.4,12.0
143,Eugene Omoruyi,OKC,23,9,14,11.8,2.3,0.7,32.7,5.1,44.4,0.4,48.1,5.9
144,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
145,Evan Mobley,CLE,60,36,24,34.2,8.9,3.8,42.8,15.3,58.5,1.3,63.7,5.4
146,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
147,Frank Kaminsky,HOU,28,11,17,7.0,1.4,0.8,57.5,2.5,58.0,0.0,58.8,3.8
148,Frank Ntilikina,DAL,37,18,19,12.2,1.3,0.3,20.4,2.4,55.1,0.2,60.5,9.1
149,Franz Wagner,ORL,59,24,35,33.1,3.9,0.8,20.6,7.5,52.4,0.6,56.7,8.9
150,Fred VanVleet,TOR,50,24,26,36.9,4.3,0.8,19.4,8.1,53.2,0.8,59.2,10.1
151,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
152,Gabe Vincent,MIA,45,25,20,26.3,2.3,0.4,17.5,4.2,54.2,0.2,57.2,11.2
153,Garrett Temple,NOP,18,11,7,7.2,0.6,0.2,27.3,1.2,52.4,0.2,61.1,10.5
154,Garrison Mathews,ATL,46,12,34,13.2,1.4,0.3,19.0,2.7,50.0,0.3,56.8,9.2
155,Gary Harris,ORL,31,13,18,24.6,2.1,0.4,20.3,3.9,53.3,0.4,58.7,11.9
156,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
157,Gary Trent Jr.,TOR,51,24,27,33.7,2.5,0.5,19.5,4.2,59.8,0.2,63.4,10.0
158,George Hill,IND,36,24,12,18.8,1.9,0.4,22.4,4.1,45.3,0.3,49.3,10.1
159,Georges Niang,PHI,56,38,18,19.7,2.5,0.6,23.2,4.8,50.9,0.5,56.6,6.8
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,12.2,3.9,32.3,18.8,64.8,1.4,70.1,5.2
161,Goga Bitadze,ORL,21,8,13,9.6,2.3,1.2,51.0,5.1,45.4,0.9,54.4,3.8
162,Goran Dragic,CHI,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
163,Gordon Hayward,CHA,34,12,22,31.2,4.2,0.8,18.9,6.6,63.8,0.5,68.8,9.6
164,Gorgui Dieng,SAS,20,2,18,10.0,2.7,0.9,31.5,4.3,62.8,0.2,65.1,6.6
165,Grant Williams,BOS,59,43,16,27.5,4.8,1.8,38.0,8.9,54.1,0.6,58.3,6.6
166,Grayson Allen,MIL,54,39,15,27.6,3.4,0.7,20.7,6.5,52.1,0.7,58.0,9.1
167,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
168,Hamidou Diallo,DET,50,12,38,16.8,3.3,1.1,32.3,5.4,62.3,0.2,65.0,6.9
169,Harrison Barnes,SAC,58,33,25,32.5,4.6,1.5,32.2,8.1,56.5,0.7,62.1,7.9
170,Haywood Highsmith,MIA,43,23,20,19.7,3.7,1.3,33.5,6.8,55.1,0.6,60.1,7.8
171,Herbert Jones,NOP,44,19,25,28.9,3.8,1.5,37.9,7.4,52.0,0.4,55.0,8.3
172,Immanuel Quickley,NYK,59,33,26,27.7,4.0,0.5,12.6,6.9,58.6,0.4,62.6,9.5
173,Isaac Okoro,CLE,62,38,24,21.2,2.5,0.7,28.7,5.1,49.5,0.3,52.9,9.7
174,Isaiah Hartenstein,NYK,60,33,27,19.7,6.6,3.5,53.0,12.6,52.2,1.0,56.5,4.6
175,Isaiah Jackson,IND,45,17,28,15.3,3.9,2.2,57.1,8.1,48.2,0.8,53.2,4.5
176,Isaiah Joe,OKC,50,25,25,15.8,2.2,0.4,16.1,4.2,52.8,0.5,59.9,7.4
177,Isaiah Livers,DET,37,9,28,21.1,2.4,0.8,35.2,4.6,52.1,0.5,58.7,9.1
178,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
179,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
180,Isaiah Stewart,DET,48,12,36,28.4,8.0,3.1,39.4,14.2,56.2,1.0,60.3,4.6
181,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,Ish Smith,DEN,30,20,10,10.4,1.4,0.4,26.2,2.7,51.9,0.3,59.2,7.8
183,Ish Wainright,PHX,42,22,20,15.6,2.1,0.9,41.1,4.0,54.2,0.3,58.4,7.3
184,Ivica Zubac,LAC,59,32,27,29.4,10.1,5.2,51.0,17.9,56.5,1.1,60.2,4.1
185,JD Davison,BOS,6,5,1,2.3,0.3,0.0,0.0,0.5,66.7,0.0,66.7,4.1
186,JT Thor,CHA,47,12,35,10.8,1.7,0.7,37.8,2.8,62.1,0.1,65.6,7.8
187,Ja Morant,MEM,49,31,18,32.7,5.9,1.4,23.9,11.2,52.6,0.9,57.0,7.8
188,JaMychal Green,GSW,39,19,20,14.7,3.9,1.7,44.4,6.4,60.4,0.5,65.1,5.0
189,JaVale McGee,DAL,36,17,19,8.1,2.6,1.4,53.8,4.7,54.7,0.4,59.6,4.2
190,Jabari Smith Jr.,HOU,55,12,43,29.9,7.0,2.7,38.5,11.5,61.1,0.9,66.5,5.4
191,Jabari Walker,POR,39,19,20,9.0,2.1,1.1,51.9,3.8,54.7,0.2,58.3,4.7
192,Jack White,DEN,14,12,2,3.1,0.5,0.3,57.1,1.0,50.0,0.1,53.8,5.0
193,Jaden Hardy,DAL,32,16,16,11.6,1.3,0.2,16.3,2.4,55.8,0.1,58.9,9.1
194,Jaden Ivey,DET,55,15,40,30.0,3.9,0.8,20.4,8.1,48.2,0.9,54.3,8.2
195,Jaden McDaniels,MIN,58,30,28,30.5,3.9,1.4,36.0,7.5,51.6,0.7,56.8,8.4
196,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
197,Jae'Sean Tate,HOU,20,3,17,21.0,3.9,1.4,35.1,7.1,54.6,0.4,57.9,7.2
198,Jake LaRavia,MEM,30,20,10,12.7,2.0,0.6,32.2,3.3,59.0,0.2,62.1,7.9
199,Jakob Poeltl,TOR,49,14,35,26.2,9.0,5.0,55.9,14.8,61.1,0.9,65.0,4.5
200,Jalen Brunson,NYK,56,31,25,35.1,3.6,0.6,17.7,7.0,51.7,0.5,55.6,9.8
201,Jalen Duren,DET,51,14,37,25.2,8.7,4.2,48.0,16.5,52.6,1.1,56.3,4.3
202,Jalen Green,HOU,54,11,43,33.9,4.0,0.8,20.8,7.5,53.3,0.5,56.8,7.5
203,Jalen Johnson,ATL,55,27,28,14.4,3.9,1.4,36.2,6.3,61.2,0.5,66.8,5.4
204,Jalen McDaniels,PHI,60,19,41,26.1,4.8,1.2,24.5,8.9,53.9,0.8,58.8,5.9
205,Jalen Smith,IND,51,24,27,18.2,5.6,2.4,43.2,9.6,57.9,0.6,61.6,4.7
206,Jalen Suggs,ORL,35,14,21,22.9,2.7,0.9,31.9,5.6,48.0,0.5,53.1,9.0
207,Jalen Williams,OKC,54,26,28,29.2,4.2,1.2,29.8,7.5,55.4,0.7,60.8,8.0
208,Jamal Cain,MIA,13,8,5,13.9,2.9,1.1,36.8,4.9,59.4,0.5,65.5,5.9
209,Jamal Murray,DEN,46,33,13,32.5,4.1,0.7,16.0,6.9,59.2,0.6,64.5,8.9
210,Jamaree Bouyea,MIA,4,2,2,16.3,1.3,0.3,20.0,3.0,41.7,0.3,45.5,9.8
211,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
212,James Harden,PHI,42,29,13,36.5,6.2,1.0,16.5,9.8,63.1,0.6,67.5,6.7
213,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
214,James Wiseman,DET,23,9,14,13.5,3.8,1.6,42.0,7.5,50.9,0.4,53.7,4.1
215,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
216,Jaren Jackson Jr.,MEM,41,25,16,27.3,6.7,2.7,39.9,12.6,53.5,1.0,58.1,6.5
217,Jarred Vanderbilt,LAL,56,28,28,23.9,7.8,2.5,32.1,12.5,62.4,0.6,65.7,5.4
218,Jarrett Allen,CLE,55,35,20,33.2,9.9,4.6,46.8,16.9,58.8,1.3,63.9,4.9
219,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
220,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
221,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
222,Jaxson Hayes,NOP,33,15,18,13.3,2.9,0.9,32.0,5.2,56.4,0.3,59.5,6.1
223,Jaylen Brown,BOS,49,34,15,35.7,7.1,1.7,23.6,11.3,62.7,0.9,68.2,7.1
224,Jaylen Nowell,MIN,61,31,30,19.7,2.7,0.5,20.2,4.8,56.0,0.3,59.9,9.3
225,Jaylin Williams,OKC,26,12,14,16.2,4.6,1.8,40.0,7.8,59.4,0.3,61.9,4.8
226,Jayson Tatum,BOS,56,41,15,37.4,8.7,1.7,19.6,12.5,69.4,0.7,73.6,6.4
227,Jeff Dowtin Jr.,TOR,16,11,5,7.6,0.9,0.2,20.0,1.3,71.4,0.1,75.0,14.0
228,Jeff Green,DEN,38,25,13,19.3,2.5,0.7,29.5,4.3,57.9,0.3,61.7,8.5
229,Jerami Grant,POR,54,25,29,35.7,4.3,1.0,23.1,7.5,57.5,0.6,62.4,8.7
230,Jeremiah Robinson-Earl,OKC,29,11,18,20.5,4.8,2.3,49.3,9.6,49.6,1.3,57.3,4.7
231,Jeremy Sochan,SAS,47,11,36,25.9,4.9,1.8,36.8,9.3,52.2,1.0,58.6,5.8
232,Jericho Sims,NYK,47,27,20,16.3,4.9,2.4,49.1,9.0,54.6,0.7,59.0,5.0
233,Jevon Carter,MIL,58,41,17,22.5,2.6,0.3,12.1,4.2,61.6,0.2,63.9,11.6
234,Jimmy Butler,MIA,44,24,20,33.7,6.0,2.4,40.7,10.5,56.8,0.5,59.4,6.1
235,Jock Landale,PHX,51,26,25,14.1,4.0,2.1,52.5,7.9,50.4,0.5,53.8,5.4
236,Joe Harris,BKN,51,29,22,23.8,2.6,0.7,27.6,5.4,49.1,0.5,54.7,9.2
237,Joe Ingles,MIL,25,17,8,22.5,2.9,0.5,16.7,4.2,68.6,0.4,75.0,7.6
238,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Joel Embiid,PHI,46,31,15,35.0,10.3,4.1,39.3,17.7,58.4,1.3,63.2,5.0
240,John Butler Jr.,POR,9,2,7,3.4,0.2,0.2,100.0,0.7,33.3,0.0,33.3,4.6
241,John Collins,ATL,50,26,24,31.1,7.1,3.0,41.8,13.0,54.5,0.9,58.6,4.9
242,John Konchar,MEM,50,30,20,22.3,4.7,1.3,27.1,7.6,62.1,0.5,66.9,6.9
243,John Wall,LAC,34,15,19,22.2,2.7,0.5,17.4,5.2,52.3,0.4,56.8,9.6
