,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
129,Domantas Sabonis,SAC,57,33,24,34.5,12.3,5.1,41.2,21.4,57.6,1.7,62.5,4.0
130,Dominick Barlow,SAS,11,0,11,10.1,2.5,1.0,39.3,4.3,59.6,0.5,68.3,6.5
131,Donovan Mitchell,CLE,52,33,19,35.5,4.0,1.0,25.1,6.9,57.7,0.3,60.7,8.9
132,Donte DiVincenzo,GSW,49,27,22,25.4,4.0,0.8,19.2,7.1,57.1,0.7,62.9,7.2
133,Dorian Finney-Smith,BKN,45,21,24,31.8,4.9,2.1,42.7,8.5,57.3,0.7,62.3,6.8
134,Doug McDermott,SAS,52,14,38,20.5,2.2,0.6,25.9,4.0,53.3,0.3,57.7,8.0
135,Draymond Green,GSW,52,27,25,31.6,7.3,2.9,40.4,11.8,61.7,0.9,67.0,5.5
136,Drew Eubanks,POR,57,26,31,19.6,5.0,1.8,36.4,9.0,55.2,0.6,59.5,5.0
137,Dru Smith,BKN,8,4,4,12.1,1.9,0.4,20.0,2.9,65.2,0.5,78.9,10.3
138,Duane Washington Jr.,PHX,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
139,Duncan Robinson,MIA,31,14,17,17.7,1.9,0.5,28.8,3.3,57.8,0.3,62.8,8.5
140,Dwight Powell,DAL,56,31,25,19.8,4.3,1.7,39.1,9.4,46.1,0.7,49.9,6.0
141,Dyson Daniels,NOP,40,21,19,19.5,3.5,1.2,35.5,6.1,56.6,0.4,60.8,7.7
142,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
143,Eric Gordon,LAC,50,14,36,29.7,2.0,0.2,10.8,3.8,54.0,0.2,57.3,11.9
144,Eugene Omoruyi,OKC,23,9,14,11.8,2.3,0.7,32.7,5.1,44.4,0.4,48.1,5.9
145,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
146,Evan Mobley,CLE,61,36,25,34.2,8.8,3.8,42.5,15.1,58.4,1.2,63.6,5.4
147,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
148,Frank Kaminsky,HOU,29,11,18,6.9,1.4,0.8,57.5,2.4,58.0,0.0,58.8,3.8
149,Frank Ntilikina,DAL,37,18,19,12.2,1.3,0.3,20.4,2.4,55.1,0.2,60.5,9.1
150,Franz Wagner,ORL,60,24,36,33.1,4.0,0.8,20.5,7.6,52.5,0.6,56.9,9.0
151,Fred VanVleet,TOR,50,24,26,36.9,4.3,0.8,19.4,8.1,53.2,0.8,59.2,10.1
152,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
153,Gabe Vincent,MIA,47,25,22,26.2,2.3,0.4,16.8,4.2,54.3,0.3,57.8,11.2
154,Garrett Temple,NOP,19,11,8,7.0,0.6,0.2,25.0,1.3,50.0,0.2,60.0,10.3
155,Garrison Mathews,ATL,47,13,34,12.9,1.3,0.3,19.0,2.7,50.0,0.3,56.8,9.2
156,Gary Harris,ORL,32,13,19,24.7,2.2,0.4,18.6,4.0,54.7,0.3,59.8,11.6
157,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
158,Gary Trent Jr.,TOR,52,25,27,33.8,2.5,0.5,19.4,4.2,59.4,0.3,63.2,10.0
159,George Hill,IND,36,24,12,18.8,1.9,0.4,22.4,4.1,45.3,0.3,49.3,10.1
160,Georges Niang,PHI,57,38,19,19.6,2.4,0.6,23.0,4.8,50.7,0.5,56.3,6.8
161,Giannis Antetokounmpo,MIL,48,36,12,32.5,12.0,3.9,32.1,18.5,64.9,1.4,70.2,5.2
162,Goga Bitadze,ORL,22,8,14,9.6,2.5,1.2,47.3,5.3,47.4,0.9,56.7,3.9
163,Goran Dragic,CHI,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
164,Gordon Hayward,CHA,36,14,22,31.2,4.4,0.8,18.9,6.8,65.2,0.4,69.7,9.4
165,Gorgui Dieng,SAS,21,2,19,9.6,2.6,0.9,32.7,4.1,63.2,0.1,65.5,6.5
166,Grant Williams,BOS,60,44,16,27.5,4.8,1.8,38.1,8.9,54.2,0.6,58.4,6.5
167,Grayson Allen,MIL,55,40,15,27.6,3.4,0.7,20.5,6.5,52.0,0.7,57.8,9.1
168,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
169,Hamidou Diallo,DET,51,12,39,16.8,3.4,1.1,32.6,5.4,62.3,0.2,64.9,6.8
170,Harrison Barnes,SAC,59,34,25,32.6,4.6,1.5,31.9,8.1,56.8,0.7,62.4,8.0
171,Haywood Highsmith,MIA,44,23,21,19.4,3.7,1.2,33.1,6.7,55.4,0.5,60.4,7.8
172,Herbert Jones,NOP,45,19,26,28.6,3.8,1.5,38.4,7.4,52.0,0.4,55.0,8.2
173,Immanuel Quickley,NYK,61,35,26,27.8,4.1,0.5,12.5,6.9,59.0,0.5,63.4,9.4
174,Isaac Okoro,CLE,63,38,25,21.2,2.6,0.8,30.1,5.2,50.2,0.3,53.4,9.6
175,Isaiah Hartenstein,NYK,62,35,27,19.7,6.7,3.5,52.4,12.7,52.7,0.9,56.8,4.7
176,Isaiah Jackson,IND,45,17,28,15.3,3.9,2.2,57.1,8.1,48.2,0.8,53.2,4.5
177,Isaiah Joe,OKC,51,25,26,16.2,2.3,0.4,16.0,4.3,53.8,0.5,61.0,7.3
178,Isaiah Livers,DET,38,9,29,21.3,2.4,0.8,35.6,4.6,52.0,0.5,58.4,9.0
179,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
180,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
181,Isaiah Stewart,DET,49,12,37,28.3,8.0,3.1,39.0,14.1,56.6,1.0,60.8,4.6
182,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,Ish Smith,DEN,31,20,11,10.2,1.4,0.4,25.6,2.7,51.8,0.3,58.9,7.7
184,Ish Wainright,PHX,43,23,20,15.5,2.1,0.9,41.8,4.0,52.9,0.3,57.2,7.2
185,Ivica Zubac,LAC,59,32,27,29.4,10.1,5.2,51.0,17.9,56.5,1.1,60.2,4.1
186,JD Davison,BOS,6,5,1,2.3,0.3,0.0,0.0,0.5,66.7,0.0,66.7,4.1
187,JT Thor,CHA,49,14,35,11.0,1.7,0.7,37.6,2.8,61.2,0.1,64.4,7.8
188,Ja Morant,MEM,50,32,18,32.6,5.9,1.4,23.6,11.1,53.1,0.8,57.5,7.9
189,JaMychal Green,GSW,40,20,20,14.7,4.0,1.8,45.6,6.5,61.0,0.5,65.6,4.9
190,JaVale McGee,DAL,36,17,19,8.1,2.6,1.4,53.8,4.7,54.7,0.4,59.6,4.2
191,Jabari Smith Jr.,HOU,56,12,44,30.0,7.1,2.7,38.4,11.6,61.2,0.9,66.4,5.5
192,Jabari Walker,POR,39,19,20,9.0,2.1,1.1,51.9,3.8,54.7,0.2,58.3,4.7
193,Jack White,DEN,15,12,3,3.2,0.5,0.3,62.5,1.0,53.3,0.1,57.1,5.3
194,Jaden Hardy,DAL,32,16,16,11.6,1.3,0.2,16.3,2.4,55.8,0.1,58.9,9.1
195,Jaden Ivey,DET,56,15,41,30.1,3.9,0.8,20.2,8.1,48.1,0.9,54.2,8.1
196,Jaden McDaniels,MIN,59,30,29,30.5,3.9,1.4,35.7,7.5,51.9,0.7,57.1,8.4
197,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
198,Jae Crowder,MIL,1,1,0,16.0,3.0,0.0,0.0,6.0,50.0,0.0,50.0,4.6
199,Jae'Sean Tate,HOU,21,3,18,21.4,3.8,1.3,33.8,7.0,54.1,0.4,57.6,7.2
200,Jake LaRavia,MEM,31,21,10,12.4,1.9,0.6,32.2,3.3,58.4,0.2,61.5,7.9
201,Jakob Poeltl,TOR,50,15,35,26.2,9.1,5.1,56.4,14.9,61.3,0.9,65.1,4.5
202,Jalen Brunson,NYK,58,33,25,35.1,3.6,0.6,17.7,6.9,52.0,0.5,55.9,9.9
203,Jalen Duren,DET,51,14,37,25.2,8.7,4.2,48.0,16.5,52.6,1.1,56.3,4.3
204,Jalen Green,HOU,54,11,43,33.9,4.0,0.8,20.8,7.5,53.3,0.5,56.8,7.5
205,Jalen Johnson,ATL,56,28,28,14.5,3.9,1.4,35.9,6.3,61.3,0.5,66.8,5.3
206,Jalen McDaniels,PHI,61,19,42,25.9,4.7,1.2,24.7,8.8,53.6,0.7,58.5,5.9
207,Jalen Smith,IND,52,25,27,18.2,5.6,2.4,43.5,9.7,57.8,0.6,61.6,4.7
208,Jalen Suggs,ORL,36,14,22,23.0,2.8,0.9,31.3,5.6,49.0,0.5,54.1,8.8
209,Jalen Williams,OKC,55,26,29,29.2,4.2,1.3,30.7,7.5,55.7,0.7,60.9,8.0
210,Jamal Cain,MIA,14,8,6,13.3,2.8,1.0,35.9,4.6,60.0,0.4,66.1,6.0
211,Jamal Murray,DEN,47,33,14,32.4,4.0,0.7,16.3,6.8,59.2,0.6,64.4,8.9
212,Jamaree Bouyea,MIA,4,2,2,16.3,1.3,0.3,20.0,3.0,41.7,0.3,45.5,9.8
213,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
214,James Harden,PHI,43,29,14,36.6,6.2,1.1,17.3,9.8,63.2,0.6,67.5,6.7
215,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
216,James Wiseman,DET,24,9,15,13.7,4.1,1.7,40.8,7.8,52.1,0.4,54.7,4.1
217,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
218,Jaren Jackson Jr.,MEM,42,26,16,27.2,6.6,2.6,39.4,12.4,53.4,1.0,58.1,6.5
219,Jarred Vanderbilt,LAL,56,28,28,23.9,7.8,2.5,32.1,12.5,62.4,0.6,65.7,5.4
220,Jarrett Allen,CLE,56,35,21,33.2,9.9,4.6,46.6,16.8,58.8,1.4,64.0,4.9
221,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
222,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
223,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
224,Jaxson Hayes,NOP,34,15,19,13.0,2.9,0.9,31.6,5.1,56.3,0.3,59.4,6.2
225,Jaylen Brown,BOS,50,35,15,35.7,7.0,1.7,23.6,11.2,62.8,0.9,68.4,7.1
226,Jaylen Nowell,MIN,62,31,31,19.5,2.6,0.5,20.1,4.7,56.0,0.3,59.9,9.4
227,Jaylin Williams,OKC,27,12,15,16.5,4.6,1.9,40.0,7.9,58.7,0.4,61.9,4.8
228,Jayson Tatum,BOS,57,42,15,37.4,8.7,1.7,19.9,12.5,69.8,0.7,74.0,6.3
229,Jeff Dowtin Jr.,TOR,17,12,5,8.3,0.9,0.2,18.8,1.4,69.6,0.1,72.7,14.3
230,Jeff Green,DEN,39,25,14,19.4,2.5,0.8,31.3,4.4,58.2,0.3,61.9,8.4
231,Jerami Grant,POR,54,25,29,35.7,4.3,1.0,23.1,7.5,57.5,0.6,62.4,8.7
232,Jeremiah Robinson-Earl,OKC,30,11,19,20.2,4.6,2.3,49.3,9.3,49.3,1.2,56.8,4.7
233,Jeremy Sochan,SAS,48,11,37,26.0,4.9,1.8,37.2,9.4,52.0,1.1,58.8,5.8
234,Jericho Sims,NYK,48,28,20,16.1,4.8,2.4,48.9,8.8,54.6,0.7,59.1,5.0
235,Jevon Carter,MIL,59,42,17,22.7,2.7,0.3,12.1,4.3,62.5,0.2,64.9,11.3
236,Jimmy Butler,MIA,46,24,22,33.4,5.8,2.3,40.3,10.2,56.9,0.5,59.7,6.2
237,Jock Landale,PHX,52,27,25,14.2,4.1,2.2,53.6,8.0,50.7,0.5,54.1,5.4
238,Joe Harris,BKN,52,29,23,23.8,2.6,0.7,27.6,5.3,49.1,0.5,54.7,9.2
239,Joe Ingles,MIL,26,18,8,22.3,2.9,0.5,15.8,4.2,69.1,0.3,75.2,7.4
240,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Joel Embiid,PHI,47,31,16,35.1,10.4,4.1,39.3,17.7,58.7,1.3,63.4,5.0
242,John Butler Jr.,POR,9,2,7,3.4,0.2,0.2,100.0,0.7,33.3,0.0,33.3,4.6
243,John Collins,ATL,50,26,24,31.1,7.1,3.0,41.8,13.0,54.5,0.9,58.6,4.9
