,Player,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time Of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
38,Bojan Bogdanovic,DET,56,15,41,32.0,21.5,46.6,33.0,2.3,2.95,2.13,0.461,0.8,1.0,0.8,0.977,0.518,0.87
39,Bol Bol,ORL,55,22,33,23.0,10.2,24.7,13.9,1.0,2.35,1.6,0.415,0.4,0.2,2.1,1.136,0.6,1.431
40,Bones Hyland,LAC,44,30,14,19.4,11.9,46.4,19.8,3.7,4.82,4.12,0.256,0.2,0.0,0.3,0.6,0.0,0.4
41,Bradley Beal,WAS,36,20,16,32.9,23.1,66.6,39.8,4.7,4.27,3.8,0.346,2.1,0.7,1.8,0.6,0.32,0.953
42,Brandon Boston Jr.,LAC,21,8,13,11.7,6.8,20.3,11.6,1.0,2.94,2.6,0.335,0.1,0.1,0.5,1.0,0.667,0.5
43,Brandon Clarke,MEM,52,29,23,19.9,10.3,29.3,18.3,0.7,1.51,0.64,0.353,4.3,0.2,5.5,0.588,0.5,1.108
44,Brandon Ingram,NOP,25,12,13,32.3,23.0,64.8,37.8,4.2,3.92,2.93,0.355,1.4,1.6,0.8,0.829,0.692,0.762
45,Braxton Key,DET,3,0,3,3.0,1.3,3.3,1.3,0.1,1.56,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
46,Brook Lopez,MIL,57,40,17,30.3,14.5,33.9,22.8,0.8,1.42,0.4,0.429,2.3,1.9,5.3,0.462,0.991,1.07
47,Bruce Brown,DEN,59,42,17,28.7,11.1,52.6,25.3,3.0,3.38,2.72,0.211,0.8,0.1,1.7,0.917,1.0,0.861
48,Bruno Fernando,ATL,32,9,23,11.5,4.1,20.6,12.2,0.5,1.4,0.49,0.197,1.5,0.2,3.8,0.347,0.667,0.828
49,Bryce McGowens,CHA,26,8,18,14.7,4.1,15.4,9.5,0.6,2.32,1.41,0.265,0.0,0.0,0.5,0.0,0.0,0.714
50,Bryn Forbes,MIN,25,9,16,10.7,3.6,11.9,8.9,0.4,2.06,1.31,0.3,0.0,0.0,0.1,0.0,0.0,1.0
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,61,26,35,32.1,17.5,60.2,35.6,2.0,2.04,1.36,0.291,0.4,0.0,0.8,0.522,0.0,0.804
53,CJ McCollum,NOP,53,26,27,35.0,21.2,75.0,32.6,5.5,4.38,3.92,0.282,0.9,0.1,0.5,0.674,0.0,0.621
54,Cade Cunningham,DET,12,3,9,33.3,19.9,78.3,24.8,7.0,5.37,4.99,0.255,0.3,0.4,0.9,1.0,0.6,0.909
55,Caleb Houstan,ORL,34,12,22,16.1,4.2,13.6,7.9,0.3,1.36,0.42,0.311,0.1,0.0,0.8,0.0,0.0,0.769
56,Caleb Martin,MIA,49,26,23,30.3,10.1,39.6,22.8,1.6,2.47,1.58,0.255,0.6,0.1,2.5,0.733,0.0,0.661
57,Cam Reddish,POR,24,10,14,22.6,9.4,22.3,17.0,0.8,2.27,1.34,0.423,0.8,0.0,0.9,0.667,0.0,1.048
58,Cam Thomas,BKN,41,25,16,16.6,10.8,29.5,13.7,2.4,4.9,4.33,0.367,0.4,0.0,0.2,0.875,0.0,1.2
59,Cameron Johnson,BKN,20,14,6,25.9,14.0,35.2,22.0,1.2,1.97,1.27,0.398,0.6,0.0,1.1,0.833,0.0,1.048
60,Cameron Payne,PHX,28,15,13,24.0,12.1,57.8,19.9,4.9,5.08,4.49,0.21,0.1,0.0,0.3,0.0,0.0,0.75
61,Caris LeVert,CLE,56,33,23,30.5,11.9,49.4,29.3,3.0,3.66,3.06,0.24,0.6,0.1,1.1,0.485,0.0,0.492
62,Carlik Jones,CHI,1,0,1,21.7,1.0,35.0,18.0,2.2,3.85,3.31,0.029,0.0,0.0,1.0,0.0,0.0,0.0
63,Cedi Osman,CLE,59,37,22,21.1,8.9,30.2,20.9,1.2,2.4,1.58,0.294,0.4,0.0,0.8,0.952,0.0,0.867
64,Charles Bassey,SAS,27,5,22,13.8,5.1,23.6,13.2,0.6,1.51,0.44,0.217,1.4,0.4,4.3,0.462,0.7,1.009
65,Chima Moneke,SAC,2,1,1,4.0,1.0,6.5,5.0,0.1,1.12,0.54,0.154,0.5,0.0,1.5,0.0,0.0,0.667
66,Chimezie Metu,SAC,45,26,19,10.9,4.9,16.2,9.3,0.5,1.68,0.71,0.305,1.3,0.3,2.9,0.368,0.692,1.131
67,Chris Boucher,TOR,54,27,27,20.8,9.8,24.6,13.1,0.7,1.68,0.6,0.399,0.5,0.1,4.3,0.68,0.0,1.056
68,Chris Duarte,IND,37,14,23,19.2,7.9,28.6,18.9,1.1,2.26,1.61,0.275,0.3,0.0,0.5,0.727,0.0,0.842
69,Chris Paul,PHX,39,20,19,32.0,13.7,75.8,27.3,7.3,5.78,4.95,0.18,0.3,0.3,0.3,0.083,0.4,0.455
70,Chris Silva,DAL,1,1,0,3.0,2.0,4.0,1.0,0.1,2.21,1.0,0.5,0.0,1.0,0.0,0.0,2.0,0.0
71,Christian Braun,DEN,55,39,16,15.3,4.3,17.3,10.4,0.6,2.06,1.18,0.251,0.3,0.0,1.0,0.688,0.0,0.648
72,Christian Koloko,TOR,45,21,24,14.6,3.5,15.4,10.0,0.3,1.19,0.27,0.228,0.9,0.0,3.3,0.415,0.0,0.853
73,Christian Wood,DAL,49,27,22,27.6,17.7,48.6,27.3,1.8,2.23,1.02,0.364,2.2,2.3,4.5,0.706,0.721,1.018
74,Chuma Okeke,ORL,19,5,14,21.3,5.2,25.0,11.9,0.9,2.04,1.24,0.206,0.2,0.1,0.8,0.667,1.0,0.438
75,Clint Capela,ATL,43,23,20,26.9,12.2,37.0,18.3,0.8,1.28,0.26,0.329,2.7,0.5,10.4,0.544,0.545,1.031
76,Coby White,CHI,50,22,28,22.4,8.8,34.7,17.4,1.8,3.06,2.38,0.253,0.0,0.0,0.2,1.0,0.0,0.7
77,Cody Martin,CHA,7,2,5,19.1,5.0,21.4,13.3,0.9,2.56,1.66,0.233,0.1,0.0,1.1,0.0,0.0,0.5
78,Cole Anthony,ORL,40,19,21,24.9,12.1,53.6,18.3,4.4,4.94,4.35,0.226,0.3,0.0,0.9,0.583,0.0,0.889
79,Cole Swider,LAL,6,1,5,6.7,1.5,9.2,5.0,0.2,1.57,0.62,0.164,0.0,0.0,0.3,0.0,0.0,0.0
80,Collin Sexton,UTA,47,24,23,24.0,14.3,46.1,19.3,3.7,4.86,4.33,0.309,0.4,0.0,1.2,0.526,0.0,0.862
81,Corey Kispert,WAS,50,24,26,27.2,9.5,30.6,18.8,0.7,1.44,0.6,0.31,0.5,0.0,1.0,0.739,0.0,0.84
82,Cory Joseph,DET,41,10,31,15.8,4.7,33.8,11.2,2.9,5.08,5.23,0.139,0.1,0.0,0.2,0.4,0.0,0.571
83,D'Angelo Russell,LAL,58,30,28,32.4,17.6,81.6,35.2,5.5,4.04,3.37,0.216,0.6,0.2,0.8,0.765,0.667,0.717
84,Daishen Nix,HOU,41,11,30,15.5,3.7,35.0,13.7,2.7,4.6,4.48,0.105,0.0,0.0,0.2,1.0,0.0,0.889
85,Dalano Banton,TOR,26,14,12,9.5,4.6,21.4,9.8,1.4,3.81,2.89,0.216,0.2,0.0,0.8,1.0,0.0,1.3
86,Dalen Terry,CHI,22,10,12,5.2,1.5,7.7,4.2,0.3,2.34,1.7,0.195,0.1,0.0,0.5,0.0,0.0,0.4
87,Damian Jones,UTA,24,7,17,8.2,2.6,9.8,5.4,0.2,1.3,0.32,0.264,1.0,0.1,2.4,0.167,1.0,0.912
88,Damian Lillard,POR,46,23,23,36.2,31.4,88.1,39.1,7.4,5.03,4.42,0.356,0.4,0.2,0.6,0.684,1.0,0.593
89,Damion Lee,PHX,60,32,28,22.1,8.8,30.8,18.5,1.2,2.34,1.6,0.286,0.3,0.0,0.4,0.556,0.0,0.615
90,Daniel Gafford,WAS,56,26,30,18.7,8.4,26.4,14.4,0.6,1.46,0.32,0.318,2.0,0.4,5.2,0.67,0.739,1.168
91,Daniel Theis,IND,7,1,6,15.5,7.0,23.7,18.0,0.6,1.51,0.39,0.295,2.1,0.1,3.4,0.8,0.0,0.917
92,Danny Green,CLE,4,1,3,13.8,3.0,18.5,10.3,0.5,1.76,1.0,0.162,0.3,0.0,0.0,0.0,0.0,0.0
93,Danuel House Jr.,PHI,37,24,13,14.8,4.4,16.6,9.0,0.6,2.11,1.22,0.263,0.2,0.0,0.5,1.167,0.0,1.235
94,Dario Saric,OKC,39,18,21,14.3,5.9,22.4,13.4,0.7,1.77,0.9,0.262,0.6,0.7,1.8,0.565,0.769,0.901
95,Darius Bazley,PHX,36,16,20,15.4,5.4,23.9,11.4,0.8,2.0,1.14,0.228,0.9,0.2,2.1,0.71,0.429,0.733
96,Darius Days,HOU,3,0,3,7.8,5.0,14.0,7.0,0.3,1.21,0.14,0.357,0.0,0.0,0.0,0.0,0.0,0.0
97,Darius Garland,CLE,52,28,24,35.2,21.8,77.8,29.2,7.6,5.83,5.54,0.279,0.6,0.0,0.5,0.69,1.0,0.519
98,David Duke Jr.,BKN,16,7,9,8.8,2.9,11.9,5.7,0.8,3.91,3.45,0.242,0.1,0.0,0.4,0.0,0.0,0.571
99,David Roddy,MEM,47,29,18,17.7,6.4,19.8,12.3,0.7,2.01,1.16,0.323,0.4,0.0,0.9,0.526,1.5,1.122
100,Davion Mitchell,SAC,57,32,25,17.9,5.5,34.4,12.4,2.6,4.52,4.43,0.161,0.1,0.0,0.5,0.5,0.0,0.731
101,Davis Bertans,DAL,34,17,17,10.6,4.1,12.6,7.7,0.2,1.14,0.36,0.329,0.2,0.0,0.2,0.571,0.0,0.5
102,Davon Reed,LAL,38,25,13,8.8,2.3,16.1,7.9,0.7,2.75,2.04,0.142,0.1,0.1,0.4,0.0,0.0,0.286
103,Day'Ron Sharpe,BKN,32,16,16,10.2,4.0,16.4,9.8,0.5,1.76,0.67,0.243,1.3,0.4,3.3,0.537,0.25,0.79
104,De'Aaron Fox,SAC,53,32,21,33.9,24.9,79.2,24.7,6.6,5.0,4.66,0.315,0.4,0.1,0.7,0.667,0.667,0.946
105,De'Andre Hunter,ATL,49,27,22,32.0,15.9,38.7,23.9,1.5,2.28,1.43,0.411,1.0,0.4,1.2,0.938,1.095,0.895
106,De'Anthony Melton,PHI,55,37,18,28.2,10.5,50.8,25.7,2.3,2.73,1.97,0.206,0.6,0.0,1.3,0.424,0.0,0.443
107,DeAndre Jordan,DEN,34,21,13,14.6,4.9,19.1,11.1,0.4,1.3,0.23,0.257,2.4,0.2,3.8,0.084,0.571,1.131
108,DeMar DeRozan,CHI,52,24,28,36.3,25.3,61.1,36.7,4.7,4.57,3.68,0.415,1.3,2.6,0.6,0.71,0.831,0.633
109,Dean Wade,CLE,32,22,10,21.2,5.3,23.5,13.7,0.7,1.67,0.5,0.227,0.3,0.0,0.7,0.4,0.0,0.955
110,Deandre Ayton,PHX,51,24,27,30.2,18.7,53.5,29.7,1.5,1.69,0.51,0.35,5.4,4.5,11.6,0.833,0.727,1.012
111,Dejounte Murray,ATL,54,27,27,36.5,20.7,72.8,29.1,5.9,4.9,4.44,0.285,0.6,0.1,1.1,0.343,0.429,0.793
112,Delon Wright,WAS,29,19,10,22.5,6.2,45.3,18.1,3.7,4.91,4.46,0.137,0.3,0.0,1.0,0.6,0.0,0.429
113,Deni Avdija,WAS,56,27,29,26.3,9.1,43.6,21.5,2.0,2.7,1.95,0.208,0.8,0.1,2.2,0.63,0.4,0.707
114,Dennis Schroder,LAL,47,24,23,29.9,12.1,52.3,22.3,3.9,4.53,3.95,0.232,0.3,0.0,0.3,0.5,0.0,0.429
115,Dennis Smith Jr.,CHA,38,11,27,25.0,8.4,50.7,21.2,3.5,4.14,3.73,0.166,0.3,0.0,1.0,0.846,2.0,0.868
116,Deonte Burton,SAC,2,1,1,3.3,0.0,2.0,1.5,0.0,1.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Dereon Seabron,NOP,5,2,3,2.3,0.8,2.8,1.6,0.2,3.24,2.57,0.286,0.0,0.0,0.2,0.0,0.0,2.0
118,Derrick Jones Jr.,CHI,45,17,28,15.1,5.2,20.0,10.6,0.4,1.28,0.38,0.262,0.7,0.1,2.4,0.818,0.667,0.898
119,Derrick Rose,NYK,26,11,15,12.9,5.8,27.6,11.0,1.9,4.22,3.84,0.212,0.2,0.0,0.4,0.667,0.0,1.0
120,Derrick White,BOS,60,43,17,27.7,11.9,46.5,19.8,3.1,4.02,3.4,0.255,0.6,0.1,1.1,0.606,0.0,0.625
121,Desmond Bane,MEM,36,22,14,31.2,21.6,61.1,34.2,2.8,2.79,2.01,0.353,0.8,0.0,0.9,1.138,0.0,1.0
122,Devin Booker,PHX,33,21,12,33.9,26.6,62.9,35.8,5.2,4.98,4.29,0.423,1.0,1.0,1.6,0.706,0.939,0.83
123,Devin Vassell,SAS,29,8,21,31.3,19.4,54.2,34.3,3.0,3.33,2.4,0.358,0.7,0.0,0.6,1.211,0.0,0.944
124,Devon Dotson,WAS,6,1,5,8.8,0.5,16.3,9.0,1.1,4.11,3.65,0.031,0.5,0.0,0.5,0.0,0.0,0.0
125,Devonte' Graham,SAS,58,27,31,16.4,6.1,31.5,15.5,1.8,3.34,2.69,0.192,0.2,0.0,0.2,0.444,0.0,0.6
126,Dewayne Dedmon,PHI,30,17,13,11.7,5.7,19.7,10.7,0.6,1.67,0.45,0.289,1.6,0.5,2.9,0.917,0.714,0.919
127,Dillon Brooks,MEM,53,32,21,30.5,14.7,42.3,27.8,1.9,2.74,1.88,0.347,0.5,0.2,0.9,0.64,0.667,0.957
128,Domantas Sabonis,SAC,56,32,24,34.6,18.8,82.7,48.3,3.3,2.41,1.39,0.227,8.8,4.6,9.6,0.594,0.478,0.879
129,Dominick Barlow,SAS,11,0,11,10.1,3.4,12.2,8.0,0.3,1.59,0.66,0.276,1.2,0.1,2.7,0.462,0.0,0.667
130,Donovan Mitchell,CLE,51,33,18,35.5,27.2,69.0,32.3,5.8,5.06,4.57,0.394,0.9,0.0,1.0,1.0,0.0,0.962
131,Donte DiVincenzo,GSW,48,26,22,25.2,8.6,47.1,22.6,2.1,2.69,2.1,0.183,0.7,0.0,1.4,0.344,0.0,0.585
132,Dorian Finney-Smith,BKN,44,21,23,32.0,8.9,39.5,23.1,1.0,1.54,0.63,0.225,0.6,0.0,2.0,0.407,0.0,0.739
133,Doug McDermott,SAS,51,14,37,20.5,9.8,28.0,20.1,0.8,1.67,0.79,0.351,0.2,0.0,0.9,1.25,2.0,1.0
134,Draymond Green,GSW,52,27,25,31.6,8.2,73.3,40.2,2.2,1.84,0.91,0.111,2.8,1.1,2.7,0.462,0.107,0.596
135,Drew Eubanks,POR,57,26,31,19.6,6.0,26.0,14.3,0.7,1.62,0.45,0.229,2.1,0.3,4.0,0.625,0.526,0.863
136,Dru Smith,BKN,8,4,4,12.1,2.8,20.5,6.9,1.5,4.48,4.53,0.134,0.3,0.0,0.5,1.0,0.0,0.5
137,Duane Washington Jr.,PHX,31,17,14,12.7,7.9,30.0,12.2,2.5,5.0,4.68,0.263,0.1,0.0,0.1,0.0,0.0,0.0
138,Duncan Robinson,MIA,29,14,15,18.1,6.9,25.0,17.7,0.7,1.69,0.78,0.275,0.2,0.0,0.4,1.0,0.0,1.0
139,Dwight Powell,DAL,56,31,25,19.8,6.9,25.1,13.8,0.6,1.53,0.52,0.273,2.0,0.1,5.8,0.446,0.857,0.954
140,Dyson Daniels,NOP,39,21,18,19.9,4.5,30.5,14.9,1.5,2.96,2.19,0.148,0.2,0.0,0.9,0.333,0.0,0.757
141,Edmond Sumner,BKN,46,28,18,14.5,7.4,24.6,11.4,1.6,3.96,3.48,0.302,0.2,0.0,0.6,0.727,0.0,1.069
142,Eric Gordon,LAC,49,14,35,29.9,13.0,41.6,25.0,2.5,3.67,3.14,0.312,0.2,0.0,0.4,0.364,2.0,1.158
143,Eugene Omoruyi,OKC,23,9,14,11.8,4.9,13.8,9.0,0.3,1.44,0.63,0.355,0.5,0.0,2.3,0.417,0.0,0.833
144,Evan Fournier,NYK,23,13,10,18.0,6.8,23.6,16.7,1.0,2.46,1.83,0.29,0.0,0.0,0.2,0.0,0.0,1.0
145,Evan Mobley,CLE,60,36,24,34.2,16.0,58.6,30.5,1.9,1.97,0.77,0.273,4.2,2.1,8.2,0.621,0.576,0.951
146,Facundo Campazzo,DAL,8,2,6,6.5,1.3,14.9,7.4,0.9,3.57,3.26,0.084,0.0,0.0,0.1,0.0,0.0,0.0
147,Frank Kaminsky,HOU,28,11,17,7.0,2.7,14.3,8.9,0.4,1.77,0.7,0.188,0.3,0.1,0.9,0.25,1.0,0.72
148,Frank Ntilikina,DAL,37,18,19,12.2,2.5,16.8,7.8,0.8,3.03,2.47,0.15,0.1,0.0,0.2,0.0,0.0,0.286
149,Franz Wagner,ORL,59,24,35,33.1,18.9,54.7,32.9,3.4,3.77,3.17,0.346,0.7,0.3,2.1,0.7,0.684,0.943
150,Fred VanVleet,TOR,50,24,26,36.9,19.7,84.4,37.3,6.3,4.5,4.1,0.233,0.2,0.0,0.3,0.75,1.0,0.923
151,Furkan Korkmaz,PHI,25,17,8,10.2,3.8,15.3,10.4,0.7,2.73,2.1,0.249,0.2,0.0,0.4,1.0,0.0,1.333
152,Gabe Vincent,MIA,45,25,20,26.3,10.0,44.4,21.3,2.9,3.91,3.21,0.225,0.2,0.0,0.4,0.6,1.0,0.8
153,Garrett Temple,NOP,18,11,7,7.2,2.3,9.4,5.7,0.3,1.93,1.27,0.249,0.1,0.0,0.2,0.0,0.0,0.667
154,Garrison Mathews,ATL,46,12,34,13.2,4.7,14.3,9.3,0.3,1.33,0.41,0.329,0.1,0.0,0.1,0.0,0.0,1.167
155,Gary Harris,ORL,31,13,18,24.6,8.8,21.6,15.8,0.8,2.16,1.59,0.407,0.1,0.0,0.6,0.667,0.0,0.889
156,Gary Payton II,GSW,15,8,7,17.0,4.1,23.0,12.5,0.6,1.67,0.72,0.177,0.7,0.1,1.8,0.2,1.0,0.741
157,Gary Trent Jr.,TOR,51,24,27,33.7,18.6,40.4,31.5,1.6,2.42,1.86,0.462,0.4,0.0,0.6,1.136,0.0,1.091
158,George Hill,IND,36,24,12,18.8,4.9,33.1,12.9,2.5,4.47,3.97,0.147,0.3,0.0,0.6,0.417,0.0,0.5
159,Georges Niang,PHI,56,38,18,19.7,8.8,30.0,16.3,0.7,1.33,0.46,0.291,0.1,0.0,0.4,0.4,0.0,1.292
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,31.8,80.9,38.0,5.5,4.05,2.98,0.393,4.3,4.7,5.1,0.55,0.459,1.091
161,Goga Bitadze,ORL,21,8,13,9.6,3.3,14.6,9.7,0.4,1.49,0.58,0.225,0.8,0.3,2.9,0.563,0.429,0.667
162,Goran Dragic,CHI,50,22,28,15.5,6.5,34.4,13.5,2.4,4.19,3.65,0.188,0.1,0.1,0.2,1.0,0.75,0.8
163,Gordon Hayward,CHA,34,12,22,31.2,13.9,48.0,35.0,2.3,2.86,1.89,0.29,1.6,0.5,2.1,0.6,0.353,0.792
164,Gorgui Dieng,SAS,20,2,18,10.0,3.3,18.3,13.2,0.6,1.83,0.62,0.178,0.7,0.4,1.4,0.143,0.0,0.643
165,Grant Williams,BOS,59,43,16,27.5,8.6,31.8,17.3,0.9,1.77,0.77,0.271,0.6,0.1,1.7,0.343,0.333,0.723
166,Grayson Allen,MIL,54,39,15,27.6,10.5,36.6,24.4,1.5,2.46,1.48,0.287,0.4,0.0,0.8,0.526,0.0,0.545
167,Greg Brown III,POR,16,10,6,5.8,1.8,5.3,3.4,0.2,2.31,1.33,0.329,0.1,0.0,0.3,2.0,0.0,0.8
168,Hamidou Diallo,DET,50,12,38,16.8,8.6,25.8,12.4,1.0,2.35,1.69,0.332,1.0,0.1,1.9,1.212,0.0,1.24
169,Harrison Barnes,SAC,58,33,25,32.5,14.9,47.5,30.1,1.7,2.15,1.1,0.313,0.7,0.7,2.0,0.872,1.0,1.044
170,Haywood Highsmith,MIA,43,23,20,19.7,4.8,21.6,12.5,0.6,1.69,0.88,0.222,0.7,0.0,2.1,0.25,0.0,0.506
171,Herbert Jones,NOP,44,19,25,28.9,9.5,41.5,22.8,1.5,2.1,1.06,0.228,0.8,0.1,1.8,0.394,1.0,0.792
172,Immanuel Quickley,NYK,59,33,26,27.7,12.7,47.5,23.9,3.4,4.31,3.7,0.267,0.3,0.0,0.4,0.375,0.0,0.5
173,Isaac Okoro,CLE,62,38,24,21.2,6.3,20.1,12.8,0.7,1.95,1.06,0.311,0.3,0.0,1.0,0.556,2.0,0.873
174,Isaiah Hartenstein,NYK,60,33,27,19.7,5.2,29.8,14.4,0.7,1.34,0.24,0.174,1.8,0.2,5.3,0.402,0.75,0.695
175,Isaiah Jackson,IND,45,17,28,15.3,6.8,21.4,13.7,0.5,1.35,0.42,0.317,1.7,0.3,5.0,0.538,0.643,0.955
176,Isaiah Joe,OKC,50,25,25,15.8,8.3,20.1,12.8,0.6,1.92,1.3,0.412,0.3,0.0,0.4,0.769,0.0,0.789
177,Isaiah Livers,DET,37,9,28,21.1,5.5,23.8,14.2,0.7,1.83,0.81,0.233,0.2,0.0,0.3,0.571,2.0,0.667
178,Isaiah Mobley,CLE,8,5,3,3.3,1.1,5.1,2.1,0.2,2.31,1.2,0.22,0.0,0.1,0.1,0.0,2.0,2.0
