,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
376,Nikola Vucevic,CHI,55,25,30,34.0,11.4,4.3,37.8,17.7,64.3,1.0,68.2,4.6
377,Noah Vonleh,BOS,23,17,6,7.5,2.1,1.0,45.8,4.1,50.5,0.3,53.9,5.6
378,Norman Powell,LAC,49,26,23,25.8,3.1,0.6,19.1,5.7,54.3,0.5,59.4,9.0
379,O.G. Anunoby,TOR,45,21,24,35.8,5.5,2.1,38.7,10.5,52.7,0.9,57.4,7.0
380,Obi Toppin,NYK,43,21,22,14.9,3.2,0.9,28.5,5.0,63.7,0.3,67.5,5.6
381,Ochai Agbaji,UTA,35,20,15,14.0,1.6,0.7,40.4,3.4,47.5,0.1,49.6,10.0
382,Onyeka Okongwu,ATL,55,29,26,24.1,7.4,3.7,50.2,13.1,56.2,0.8,59.9,5.5
383,Orlando Robinson,MIA,27,17,10,14.1,4.1,1.9,46.4,9.1,44.5,0.9,49.3,4.4
384,Oshae Brissett,IND,49,21,28,16.0,3.4,1.3,38.0,6.3,53.9,0.5,58.9,5.9
385,Otto Porter Jr.,TOR,8,4,4,18.3,2.4,0.8,31.6,4.3,55.9,0.4,61.3,6.4
386,Ousmane Dieng,OKC,19,8,11,15.0,2.6,0.7,28.6,4.9,52.1,0.3,55.7,8.0
387,P.J. Tucker,PHI,53,34,19,26.2,4.0,1.2,31.4,8.1,49.1,0.8,54.1,7.2
388,P.J. Washington,CHA,57,15,42,32.8,4.6,1.3,28.8,8.5,53.6,0.6,57.8,7.3
389,PJ Dozier,SAC,4,4,0,2.6,0.5,0.0,0.0,1.0,50.0,0.0,50.0,7.8
390,Paolo Banchero,ORL,50,20,30,33.7,6.8,2.3,33.2,11.6,58.4,0.8,62.7,6.5
391,Pascal Siakam,TOR,47,21,26,37.6,7.9,2.5,31.6,12.8,62.0,0.8,66.1,5.9
392,Pat Connaughton,MIL,40,27,13,25.2,5.0,1.3,25.0,8.0,62.3,0.8,69.4,5.9
393,Patrick Baldwin Jr.,GSW,15,5,10,8.5,1.4,0.5,33.3,2.0,70.0,0.1,75.0,5.6
394,Patrick Beverley,ORL,45,21,24,26.9,3.1,0.7,22.9,5.7,54.7,0.4,59.3,8.1
395,Patrick Williams,CHI,55,25,30,29.0,4.4,1.5,34.0,7.9,55.1,0.7,60.1,5.8
396,Patty Mills,BKN,36,18,18,13.3,1.0,0.0,0.0,1.9,52.2,0.1,54.7,14.4
397,Paul George,LAC,42,25,17,34.2,6.2,1.2,18.8,10.7,58.0,0.8,63.0,7.2
398,Paul Reed,PHI,42,26,16,9.4,3.2,1.6,50.0,5.7,55.6,0.3,58.5,5.3
399,Payton Pritchard,BOS,40,29,11,12.6,1.5,0.5,29.5,3.0,50.4,0.3,56.0,7.3
400,Peyton Watson,DEN,11,7,4,3.4,0.7,0.1,12.5,1.2,61.5,0.0,61.5,9.0
401,Precious Achiuwa,TOR,33,17,16,23.0,6.4,2.9,46.0,10.9,58.6,0.8,63.2,5.4
402,Quentin Grimes,NYK,47,25,22,30.5,3.4,1.0,29.0,5.9,58.9,0.5,64.5,8.1
403,Quenton Jackson,WAS,1,1,0,2.9,1.0,0.0,0.0,1.0,100.0,0.0,100.0,33.1
404,R.J. Hampton,ORL,26,7,19,13.9,1.5,0.4,28.2,2.7,55.7,0.1,58.2,8.0
405,RJ Barrett,NYK,51,26,25,34.7,5.3,1.0,19.6,9.5,55.6,0.8,60.5,7.7
406,Raul Neto,CLE,38,26,12,10.3,0.9,0.2,17.1,1.7,55.6,0.1,57.4,11.7
407,Reggie Bullock,DAL,56,30,26,30.3,3.5,0.9,25.5,5.9,58.9,0.5,64.7,9.2
408,Reggie Jackson,CHA,52,28,24,25.7,2.2,0.4,19.0,4.5,49.8,0.5,56.3,9.7
409,Richaun Holmes,SAC,33,16,17,9.1,2.2,1.0,47.9,4.6,47.0,0.5,52.2,5.4
410,Ricky Rubio,CLE,13,9,4,16.3,2.5,0.5,18.8,4.2,59.3,0.2,61.5,9.3
411,Robert Covington,LAC,36,15,21,16.2,3.7,1.4,38.3,6.5,57.1,0.5,62.1,5.9
412,Robert Williams III,BOS,21,14,7,23.7,8.8,4.6,52.2,13.6,64.3,0.9,68.7,5.5
413,Robin Lopez,CLE,30,22,8,7.9,1.3,0.8,62.5,3.0,44.4,0.4,50.6,5.3
414,Rodney McGruder,DET,21,3,18,10.4,1.3,0.4,28.6,2.4,56.0,0.2,62.2,8.9
415,Romeo Langford,SAS,31,10,21,20.3,2.9,1.7,58.2,5.0,58.3,0.4,63.2,6.9
416,Ron Harper Jr.,TOR,3,2,1,3.1,0.7,0.0,0.0,1.0,66.7,0.0,66.7,4.9
417,Royce O'Neale,BKN,53,30,23,33.8,4.8,1.3,27.8,9.3,51.7,0.9,57.3,6.7
418,Rudy Gay,UTA,43,22,21,14.6,3.0,1.0,33.9,5.0,59.6,0.2,62.3,6.7
419,Rudy Gobert,MIN,48,22,26,30.4,11.4,4.7,41.0,19.8,57.7,1.1,61.1,4.2
420,Rui Hachimura,LAL,39,21,18,25.1,4.7,1.7,35.9,7.7,61.5,0.7,67.4,6.1
421,Russell Westbrook,UTA,52,25,27,28.7,6.2,1.8,28.7,10.1,60.9,0.7,65.1,6.2
422,Ryan Arcidiacono,POR,11,7,4,2.4,0.4,0.0,0.0,0.7,50.0,0.1,57.1,7.1
423,Ryan Rollins,GSW,12,5,7,5.2,1.0,0.4,41.7,1.7,60.0,0.1,63.2,6.6
424,Saben Lee,PHX,18,11,7,15.6,1.9,0.5,26.5,3.9,48.6,0.4,54.0,8.4
425,Saddiq Bey,ATL,51,12,39,28.9,4.6,1.0,22.7,7.6,60.1,0.5,63.8,8.2
426,Sam Hauser,BOS,54,38,16,15.0,2.6,0.5,21.0,4.5,56.8,0.4,62.7,6.5
427,Sandro Mamukelashvili,MIL,23,16,7,8.6,2.2,0.9,39.2,4.1,54.3,0.2,57.3,6.1
428,Santi Aldama,MEM,52,31,21,22.0,4.7,1.4,29.9,7.9,59.5,0.7,65.4,6.1
429,Scottie Barnes,TOR,54,24,30,35.1,7.2,2.9,40.3,12.2,59.3,0.9,63.8,6.1
430,Scotty Pippen Jr.,LAL,6,1,5,5.3,0.7,0.2,25.0,1.7,40.0,0.2,44.4,14.6
431,Serge Ibaka,MIL,16,11,5,11.6,2.8,1.6,56.8,5.6,48.9,0.3,51.8,4.1
432,Seth Curry,BKN,39,26,13,23.2,2.0,0.2,9.1,3.6,54.2,0.3,58.8,10.1
433,Shaedon Sharpe,POR,55,26,29,20.1,2.5,0.6,24.5,4.9,52.1,0.5,58.6,7.6
434,Shai Gilgeous-Alexander,OKC,51,24,27,35.5,4.6,1.3,28.0,8.4,55.0,0.5,58.6,8.8
435,Shake Milton,PHI,51,36,15,21.8,2.8,0.7,24.1,5.1,54.4,0.3,58.0,8.9
436,Simone Fontecchio,UTA,29,16,13,9.0,1.1,0.4,41.9,2.4,44.3,0.3,51.7,8.9
437,Spencer Dinwiddie,BKN,55,29,26,34.1,3.2,0.5,16.7,5.9,53.4,0.4,56.9,9.1
438,Stanley Johnson,SAS,29,5,24,15.8,3.2,0.8,24.5,5.7,56.6,0.3,59.9,6.5
439,Stephen Curry,GSW,37,19,18,34.9,6.4,1.2,19.4,10.7,59.8,0.7,64.1,8.1
440,Sterling Brown,LAL,4,2,2,6.1,2.0,0.3,12.5,2.8,72.7,0.3,80.0,6.7
441,Steven Adams,MEM,42,28,14,27.0,11.5,6.3,54.8,19.6,58.9,0.7,61.2,4.2
442,Svi Mykhailiuk,CHA,13,8,5,3.1,0.5,0.2,42.9,0.8,63.6,0.2,77.8,7.1
443,T.J. McConnell,IND,55,23,32,19.7,2.9,0.4,12.5,5.0,58.2,0.4,63.0,10.1
444,T.J. Warren,PHX,26,16,10,18.8,2.8,1.1,40.3,4.6,60.5,0.3,64.9,6.6
445,Taj Gibson,WAS,35,16,19,9.8,2.0,1.1,53.6,3.6,54.8,0.3,59.0,5.9
446,Talen Horton-Tucker,UTA,44,22,22,16.1,2.4,0.8,32.4,4.4,54.7,0.3,59.3,7.1
447,Tari Eason,HOU,56,13,43,19.4,5.6,2.4,42.2,9.3,60.2,0.5,63.9,6.3
448,Taurean Prince,MIN,35,20,15,21.2,2.4,0.8,31.8,4.6,52.5,0.4,57.4,8.4
449,Terance Mann,LAC,58,31,27,23.3,3.7,1.2,31.9,6.7,56.0,0.5,60.2,6.4
450,Terence Davis,SAC,43,24,19,13.6,2.4,0.4,18.1,3.9,63.3,0.4,70.0,7.0
451,Terrence Ross,ORL,42,16,26,22.5,2.0,0.3,14.1,3.2,63.0,0.1,65.4,10.1
452,Terry Rozier,CHA,48,12,36,35.7,4.3,0.9,20.4,7.6,56.7,0.4,59.5,9.6
453,Terry Taylor,IND,26,9,17,8.8,1.5,0.5,35.9,3.5,42.4,0.3,46.4,7.0
454,Thaddeus Young,TOR,45,18,27,16.1,3.4,1.5,45.0,6.3,53.5,0.4,57.0,6.0
455,Thanasis Antetokounmpo,MIL,24,16,8,4.1,1.0,0.6,60.9,1.3,76.7,0.0,76.7,4.2
456,Theo Maledon,CHA,36,10,26,16.1,2.4,0.4,15.1,3.9,61.4,0.3,65.6,8.7
457,Theo Pinson,DAL,30,15,15,6.4,1.2,0.4,34.3,2.2,52.2,0.3,60.3,8.4
458,Thomas Bryant,DEN,42,22,20,20.9,6.6,3.0,44.4,11.3,59.0,0.9,63.8,4.9
459,Tim Hardaway Jr.,DAL,54,31,23,30.2,3.7,0.8,21.7,6.5,56.1,0.4,59.8,7.3
460,Tobias Harris,PHI,51,33,18,33.7,6.0,1.8,29.5,9.8,61.8,0.6,66.1,6.7
461,Tony Bradley,CHI,10,4,6,2.9,1.0,0.3,30.0,1.0,100.0,0.0,100.0,4.6
462,Torrey Craig,PHX,55,30,25,25.8,5.8,2.1,37.2,9.8,58.7,0.5,61.9,6.2
463,Trae Young,ATL,50,27,23,35.5,3.0,0.4,12.0,5.5,54.5,0.4,58.6,11.8
464,Tre Jones,SAS,51,14,37,29.3,3.6,0.5,13.4,7.0,52.0,0.6,57.1,9.6
465,Tre Mann,OKC,50,24,26,18.6,2.3,0.4,18.3,4.5,51.6,0.4,56.9,7.7
466,Trendon Watford,POR,40,20,20,16.2,3.3,1.1,33.8,5.5,60.5,0.3,63.9,5.7
467,Trent Forrest,ATL,18,6,12,13.3,1.6,0.1,6.9,2.7,59.2,0.2,63.0,7.0
468,Trevelin Queen,IND,7,2,5,10.0,2.4,1.3,52.9,3.6,68.0,0.1,70.8,6.8
469,Trevor Hudgins,HOU,2,0,2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Trevor Keels,NYK,1,1,0,1.0,1.0,0.0,0.0,1.0,100.0,0.0,100.0,9.8
471,Trey Lyles,SAC,50,29,21,15.9,3.5,1.3,37.3,6.6,53.5,0.5,58.2,5.5
472,Trey Murphy III,NOP,54,26,28,29.5,3.7,1.1,30.0,6.4,58.1,0.4,61.9,7.6
473,Troy Brown Jr.,LAL,51,23,28,24.3,4.3,1.1,26.2,7.0,62.3,0.7,69.1,7.3
474,Ty Jerome,GSW,34,14,20,17.9,1.6,0.3,18.2,2.9,55.0,0.2,59.8,8.6
475,TyTy Washington Jr.,HOU,21,3,18,12.0,1.3,0.1,7.1,2.2,60.9,0.1,65.1,9.0
476,Tyler Dorsey,DAL,3,2,1,2.7,0.7,0.0,0.0,1.0,66.7,0.0,66.7,9.6
477,Tyler Herro,MIA,45,25,20,35.4,5.7,0.9,15.5,9.4,60.7,0.7,65.8,7.9
478,Tyrese Haliburton,IND,46,23,23,33.4,3.9,0.4,11.2,6.6,58.9,0.2,61.2,10.6
479,Tyrese Martin,ATL,13,8,5,3.5,0.5,0.1,16.7,1.1,42.9,0.1,46.2,8.2
480,Tyrese Maxey,PHI,36,23,13,32.8,2.8,0.4,14.9,5.3,52.9,0.4,57.7,8.8
481,Tyus Jones,MEM,55,34,21,23.5,2.3,0.1,6.3,3.7,62.3,0.1,64.5,10.3
482,Udoka Azubuike,UTA,22,12,10,5.5,1.8,0.8,42.5,3.3,55.6,0.4,62.5,3.9
483,Udonis Haslem,MIA,6,3,3,7.9,1.3,0.5,37.5,4.0,33.3,0.2,34.8,7.7
484,Usman Garuba,HOU,49,12,37,13.7,4.6,2.2,47.3,8.4,54.5,0.7,59.3,5.0
485,Vernon Carey Jr.,WAS,10,7,3,2.6,0.8,0.5,62.5,1.4,57.1,0.1,61.5,4.2
486,Victor Oladipo,MIA,26,17,9,28.4,3.5,0.7,20.0,6.8,51.1,0.6,56.3,8.5
487,Vince Williams Jr.,MEM,9,5,4,5.4,0.8,0.1,14.3,1.6,50.0,0.1,53.8,4.3
488,Vit Krejci,ATL,20,10,10,5.8,0.7,0.1,15.4,1.2,54.2,0.1,56.5,6.9
489,Vlatko Cancar,DEN,42,28,14,15.5,2.3,0.6,25.8,3.9,58.8,0.3,63.0,7.2
490,Walker Kessler,UTA,55,26,29,21.1,7.6,4.3,56.5,13.8,55.2,1.0,59.4,4.2
491,Wendell Carter Jr.,ORL,37,15,22,30.1,8.6,3.8,44.0,15.1,57.0,1.3,62.4,4.6
492,Wendell Moore Jr.,MIN,24,13,11,5.8,0.7,0.3,37.5,1.3,51.6,0.1,55.2,6.4
493,Wenyen Gabriel,LAL,44,21,23,15.7,3.9,2.5,64.5,7.8,50.4,0.6,54.4,4.9
494,Wesley Matthews,MIL,37,27,10,15.6,2.2,0.9,39.0,4.2,53.2,0.4,58.2,9.1
495,Will Barton,WAS,40,18,22,19.6,2.8,0.4,15.3,4.7,59.7,0.3,64.2,6.1
496,Willy Hernangomez,NOP,28,16,12,12.7,4.8,2.4,48.9,8.2,58.7,1.0,66.5,4.5
497,Xavier Tillman,MEM,36,23,13,14.5,3.9,1.9,48.6,7.6,52.2,0.4,55.3,6.1
498,Yuta Watanabe,BKN,42,23,19,18.3,2.6,0.8,29.1,5.2,50.7,0.5,55.6,7.0
499,Zach Collins,SAS,45,13,32,20.9,5.8,2.8,48.5,12.2,47.7,0.9,51.5,4.8
500,Zach LaVine,CHI,51,24,27,35.9,4.7,0.8,17.1,8.8,53.7,0.7,58.7,7.4
501,Zeke Nnaji,DEN,43,29,14,13.5,2.4,1.2,49.0,5.4,44.2,0.4,47.7,5.6
502,Ziaire Williams,MEM,28,16,12,17.4,2.5,0.6,24.6,4.4,55.6,0.2,58.5,7.0
503,Zion Williamson,NOP,29,17,12,33.0,7.0,3.0,43.6,11.1,62.7,0.8,67.3,5.5
