,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
64,Charles Bassey,SAS,28,13.9,5,23,0.4,0.9,3.4,1.8,2.9,62.2
65,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
66,Chimezie Metu,SAC,46,11.1,27,19,0.3,0.3,2.4,1.6,2.7,59.8
67,Chris Boucher,TOR,55,20.8,28,27,0.7,0.9,3.7,1.5,2.4,61.5
68,Chris Duarte,IND,38,19.1,15,23,0.5,0.2,2.1,1.7,2.2,75.0
69,Chris Paul,PHX,40,32.0,21,19,1.6,0.5,3.8,1.7,2.2,77.9
70,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
71,Christian Braun,DEN,56,15.4,39,17,0.5,0.2,1.7,0.8,1.2,72.3
72,Christian Koloko,TOR,45,14.6,21,24,0.3,1.1,1.7,1.8,3.2,56.6
73,Christian Wood,DAL,49,27.6,27,22,0.4,1.2,6.7,3.3,5.5,60.6
74,Chuma Okeke,ORL,19,21.3,5,14,0.6,0.5,3.0,2.3,3.2,73.3
75,Clint Capela,ATL,44,26.8,24,20,0.7,1.2,7.0,3.4,5.9,57.8
76,Coby White,CHI,51,22.4,23,28,0.7,0.1,2.5,1.4,2.0,67.6
77,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
78,Cody Zeller,MIA,2,15.6,0,2,0.5,0.5,1.0,1.5,3.0,50.0
79,Cole Anthony,ORL,41,24.7,19,22,0.6,0.6,4.0,1.2,1.8,67.6
80,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
81,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
82,Corey Kispert,WAS,51,27.0,24,27,0.6,0.1,2.3,1.7,2.7,61.2
83,Cory Joseph,DET,42,15.7,10,32,0.4,0.1,1.1,1.0,1.2,81.6
84,D'Angelo Russell,LAL,58,32.4,30,28,1.1,0.4,2.6,1.9,2.5,75.5
85,Daishen Nix,HOU,42,15.7,11,31,0.6,0.1,1.5,0.8,1.2,71.4
86,Dalano Banton,TOR,26,9.5,14,12,0.5,0.5,1.0,0.8,1.2,68.8
87,Dalen Terry,CHI,23,5.4,11,12,0.2,0.2,0.4,0.2,0.4,40.0
88,Damian Jones,UTA,24,8.2,7,17,0.1,0.6,1.8,1.0,1.9,55.6
89,Damian Lillard,POR,46,36.2,23,23,0.8,0.3,3.7,2.3,3.0,77.5
90,Damion Lee,PHX,61,22.0,33,28,0.5,0.1,2.7,1.8,2.2,80.7
91,Daniel Gafford,WAS,57,18.6,26,31,0.4,1.3,3.3,2.6,5.0,51.4
92,Daniel Theis,IND,7,15.5,1,6,0.3,0.9,2.1,2.7,4.4,61.3
93,Danny Green,CLE,5,13.2,1,4,0.4,0.0,0.8,0.8,1.2,66.7
94,Danuel House Jr.,PHI,37,14.8,24,13,0.2,0.2,1.5,0.9,1.2,71.1
95,Dario Saric,OKC,40,14.3,18,22,0.4,0.1,2.8,1.3,1.8,71.8
96,Darius Bazley,PHX,36,15.4,16,20,0.5,0.8,2.6,1.6,2.8,58.0
97,Darius Days,HOU,4,6.2,0,4,0.0,0.3,1.3,0.3,0.3,100.0
98,Darius Garland,CLE,53,35.1,28,25,1.3,0.1,2.2,0.9,1.3,72.5
99,David Duke Jr.,BKN,16,8.8,7,9,0.4,0.1,0.6,0.5,0.8,61.5
100,David Roddy,MEM,48,17.4,30,18,0.5,0.3,2.0,1.5,2.0,77.9
101,Davion Mitchell,SAC,58,17.9,33,25,0.5,0.2,1.1,0.9,1.2,73.6
102,Davis Bertans,DAL,34,10.6,17,17,0.2,0.1,0.8,0.9,1.3,65.9
103,Davon Reed,LAL,38,8.8,25,13,0.4,0.1,1.3,0.6,0.9,72.7
104,Day'Ron Sharpe,BKN,33,10.4,16,17,0.2,0.5,2.2,1.3,1.8,68.9
105,De'Aaron Fox,SAC,54,34.1,33,21,1.1,0.3,3.8,1.9,2.3,81.5
106,De'Andre Hunter,ATL,50,31.9,28,22,0.6,0.2,3.7,2.0,2.9,69.9
107,De'Anthony Melton,PHI,56,28.1,37,19,1.7,0.5,3.1,1.6,2.4,68.1
108,DeAndre Jordan,DEN,34,14.6,21,13,0.2,0.6,3.7,1.9,2.8,67.4
109,DeMar DeRozan,CHI,53,36.1,25,28,0.9,0.5,4.1,2.3,3.1,73.9
110,Dean Wade,CLE,33,20.8,22,11,0.7,0.5,3.2,1.9,2.9,64.9
111,Deandre Ayton,PHX,52,30.2,25,27,0.6,0.8,7.3,2.9,4.6,63.0
112,Dejounte Murray,ATL,55,36.5,28,27,1.5,0.3,4.9,2.7,3.6,74.9
113,Delon Wright,WAS,30,22.5,19,11,2.0,0.3,2.1,1.4,2.0,71.2
114,Deni Avdija,WAS,57,26.3,27,30,0.9,0.5,5.2,2.7,4.0,67.3
115,Dennis Schroder,LAL,47,29.9,24,23,0.7,0.1,2.2,1.2,1.6,77.3
116,Dennis Smith Jr.,CHA,40,25.1,13,27,1.4,0.4,2.3,1.5,2.2,70.1
117,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
118,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
119,Derrick Jones Jr.,CHI,46,14.9,18,28,0.5,0.6,1.6,1.3,1.9,69.0
120,Derrick Rose,NYK,27,12.5,12,15,0.3,0.2,1.2,0.8,1.1,73.3
121,Derrick White,BOS,61,27.6,44,17,0.7,0.9,2.7,2.1,3.3,63.5
122,Desmond Bane,MEM,37,31.1,23,14,1.0,0.4,4.2,1.4,2.0,69.3
123,Devin Booker,PHX,34,33.9,22,12,0.9,0.4,3.8,1.5,2.2,66.7
124,Devin Vassell,SAS,29,31.3,8,21,1.2,0.4,3.8,1.7,2.3,70.6
125,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
126,Devonte' Graham,SAS,59,16.6,27,32,0.6,0.2,1.2,0.8,1.0,77.0
127,Dewayne Dedmon,PHI,30,11.7,17,13,0.2,0.5,2.7,1.2,2.1,58.7
128,Dillon Brooks,MEM,54,30.4,33,21,0.8,0.2,2.6,1.2,1.6,71.9
129,Domantas Sabonis,SAC,57,34.5,33,24,0.9,0.5,9.3,5.4,8.5,64.2
130,Dominick Barlow,SAS,11,10.1,0,11,0.2,0.2,1.3,1.4,2.3,60.0
131,Donovan Mitchell,CLE,52,35.5,33,19,1.5,0.4,3.1,1.7,2.0,85.7
132,Donte DiVincenzo,GSW,49,25.4,27,22,1.3,0.1,3.2,1.6,2.2,70.6
133,Dorian Finney-Smith,BKN,45,31.8,21,24,0.8,0.4,3.2,2.6,4.0,63.2
134,Doug McDermott,SAS,52,20.5,14,38,0.2,0.1,1.8,1.3,1.6,77.4
135,Draymond Green,GSW,52,31.6,27,25,0.9,0.8,6.4,2.4,5.0,47.9
136,Drew Eubanks,POR,57,19.6,26,31,0.5,1.2,3.3,2.9,5.0,58.1
137,Dru Smith,BKN,8,12.1,4,4,1.0,0.4,1.8,0.6,1.1,55.6
138,Duane Washington Jr.,PHX,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
139,Duncan Robinson,MIA,31,17.7,14,17,0.4,0.0,1.6,1.2,1.5,80.4
140,Dwight Powell,DAL,56,19.8,31,25,0.7,0.4,2.3,2.7,4.2,63.7
141,Dyson Daniels,NOP,40,19.5,21,19,0.9,0.3,2.8,1.6,2.2,69.7
142,Edmond Sumner,BKN,46,14.5,28,18,0.7,0.2,1.3,0.8,1.1,71.2
143,Eric Gordon,LAC,50,29.7,14,36,0.6,0.4,1.8,0.8,0.9,84.8
144,Eugene Omoruyi,OKC,23,11.8,9,14,0.6,0.0,1.3,0.4,0.8,52.6
145,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
146,Evan Mobley,CLE,61,34.2,36,25,0.8,1.3,6.5,4.2,6.8,61.5
147,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
148,Frank Kaminsky,HOU,29,6.9,11,18,0.2,0.1,1.2,1.2,1.8,69.2
149,Frank Ntilikina,DAL,37,12.2,18,19,0.2,0.1,1.2,0.6,0.8,70.0
150,Franz Wagner,ORL,60,33.1,24,36,0.9,0.2,3.1,1.7,2.4,71.6
151,Fred VanVleet,TOR,50,36.9,24,26,1.6,0.6,3.8,2.2,2.9,74.8
152,Furkan Korkmaz,PHI,25,10.2,17,8,0.2,0.1,0.9,0.6,0.8,70.0
153,Gabe Vincent,MIA,47,26.2,25,22,0.9,0.1,1.9,1.1,1.5,77.1
154,Garrett Temple,NOP,19,7.0,11,8,0.5,0.1,0.5,0.7,0.9,82.4
155,Garrison Mathews,ATL,47,12.9,13,34,0.5,0.1,1.1,0.5,0.7,71.0
156,Gary Harris,ORL,32,24.7,13,19,0.9,0.2,1.7,1.1,1.4,75.6
157,Gary Payton II,GSW,15,17.0,8,7,1.1,0.1,1.9,1.4,1.8,77.8
158,Gary Trent Jr.,TOR,52,33.8,25,27,1.7,0.3,2.1,1.2,1.6,76.8
159,George Hill,IND,36,18.8,24,12,0.6,0.1,1.5,0.8,1.2,69.8
160,Georges Niang,PHI,57,19.6,38,19,0.4,0.2,2.1,1.3,1.8,73.3
161,Giannis Antetokounmpo,MIL,48,32.5,36,12,0.8,0.8,9.7,2.3,4.4,53.1
162,Goga Bitadze,ORL,22,9.6,8,14,0.4,0.5,1.3,1.1,1.9,58.5
163,Goran Dragic,CHI,50,15.5,22,28,0.2,0.1,1.1,0.6,0.9,72.7
164,Gordon Hayward,CHA,36,31.2,14,22,0.9,0.2,3.7,1.2,1.7,69.4
165,Gorgui Dieng,SAS,21,9.6,2,19,0.1,0.3,1.8,1.3,2.0,64.3
166,Grant Williams,BOS,60,27.5,44,16,0.6,0.4,3.7,1.8,2.7,66.5
167,Grayson Allen,MIL,55,27.6,40,15,0.8,0.2,2.5,1.3,1.7,76.1
168,Greg Brown III,POR,16,5.8,10,6,0.3,0.3,1.1,0.1,0.4,33.3
169,Hamidou Diallo,DET,51,16.8,12,39,0.9,0.3,2.4,0.8,1.3,60.0
170,Harrison Barnes,SAC,59,32.6,34,25,0.8,0.1,3.6,1.8,2.7,67.5
171,Haywood Highsmith,MIA,44,19.4,23,21,0.8,0.3,2.7,0.9,1.4,66.1
172,Herbert Jones,NOP,45,28.6,19,26,1.6,0.7,2.5,2.2,3.0,74.3
173,Immanuel Quickley,NYK,61,27.8,35,26,0.8,0.2,3.4,1.6,2.4,69.4
174,Isaac Okoro,CLE,63,21.2,38,25,0.7,0.4,1.9,1.1,1.8,60.2
175,Isaiah Hartenstein,NYK,62,19.7,35,27,0.6,0.8,3.9,2.1,3.8,55.4
176,Isaiah Jackson,IND,45,15.3,17,28,0.4,1.5,2.5,1.9,3.5,54.1
177,Isaiah Joe,OKC,51,16.2,25,26,0.6,0.1,2.0,1.1,1.4,82.6
178,Isaiah Livers,DET,38,21.3,9,29,0.5,0.6,1.9,1.8,3.2,55.4
179,Isaiah Mobley,CLE,8,3.3,5,3,0.1,0.0,1.3,0.3,0.3,100.0
180,Isaiah Roby,SAS,41,11.3,9,32,0.4,0.2,2.0,1.3,1.8,71.6
181,Isaiah Stewart,DET,49,28.3,12,37,0.4,0.7,5.8,3.2,5.2,61.2
182,Isaiah Todd,WAS,4,3.1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
183,Ish Smith,DEN,31,10.2,20,11,0.2,0.2,1.3,0.6,0.8,83.3
184,Ish Wainright,PHX,43,15.5,23,20,0.8,0.3,1.3,0.8,1.1,74.5
185,Ivica Zubac,LAC,59,29.4,32,27,0.4,1.3,6.8,2.9,5.2,56.3
186,JD Davison,BOS,6,2.3,5,1,0.2,0.0,0.3,0.0,0.0,0.0
187,JT Thor,CHA,49,11.0,14,35,0.2,0.2,1.2,0.8,1.3,60.0
188,Ja Morant,MEM,50,32.6,32,18,1.1,0.3,4.8,1.6,2.3,68.4
189,JaMychal Green,GSW,40,14.7,20,20,0.5,0.3,2.6,1.4,2.1,67.9
190,JaVale McGee,DAL,36,8.1,17,19,0.1,0.6,1.8,1.4,2.3,59.5
191,Jabari Smith Jr.,HOU,56,30.0,12,44,0.5,0.9,5.8,3.0,4.7,63.4
192,Jabari Walker,POR,39,9.0,19,20,0.1,0.2,1.3,0.9,1.3,66.7
193,Jack White,DEN,15,3.2,12,3,0.1,0.1,0.3,0.4,0.5,75.0
194,Jaden Hardy,DAL,32,11.6,16,16,0.3,0.1,1.3,0.8,1.1,77.1
195,Jaden Ivey,DET,56,30.1,15,41,0.9,0.3,2.9,2.5,3.0,82.2
196,Jaden McDaniels,MIN,59,30.5,30,29,0.9,1.0,2.6,2.1,3.9,53.2
197,Jaden Springer,PHI,7,3.7,7,0,0.3,0.3,0.4,0.1,0.4,33.3
198,Jae Crowder,MIL,1,16.0,1,0,1.0,0.0,3.0,4.0,4.0,100.0
199,Jae'Sean Tate,HOU,21,21.4,3,18,0.7,0.2,2.3,1.3,2.0,65.9
200,Jake LaRavia,MEM,31,12.4,21,10,0.4,0.1,1.4,1.2,1.7,70.4
201,Jakob Poeltl,TOR,50,26.2,15,35,0.9,1.2,5.7,4.8,7.7,62.0
202,Jalen Brunson,NYK,58,35.1,33,25,0.9,0.3,3.0,1.6,2.1,73.4
203,Jalen Duren,DET,51,25.2,14,37,0.6,0.9,5.4,3.3,5.3,61.3
204,Jalen Green,HOU,54,33.9,11,43,0.8,0.2,3.4,1.9,2.4,80.0
205,Jalen Johnson,ATL,56,14.5,28,28,0.5,0.4,3.1,1.3,2.0,61.4
206,Jalen McDaniels,PHI,61,25.9,19,42,1.1,0.5,3.9,1.8,2.9,61.4
207,Jalen Smith,IND,52,18.2,25,27,0.3,0.8,3.8,2.1,3.8,55.9
208,Jalen Suggs,ORL,36,23.0,14,22,1.2,0.5,1.9,1.4,1.9,73.5
209,Jalen Williams,OKC,55,29.2,26,29,1.2,0.5,3.2,1.5,2.4,61.1
210,Jamal Cain,MIA,14,13.3,8,6,0.6,0.0,1.9,0.4,0.5,85.7
211,Jamal Murray,DEN,47,32.4,33,14,1.0,0.2,3.3,1.8,2.4,73.0
212,Jamaree Bouyea,MIA,4,16.3,2,2,1.0,0.5,1.0,1.3,1.5,83.3
213,James Bouknight,CHA,26,13.6,5,21,0.5,0.2,1.8,0.7,1.4,52.8
214,James Harden,PHI,43,36.6,29,14,1.2,0.6,5.7,1.9,2.4,76.2
215,James Johnson,IND,12,8.2,5,7,0.3,0.4,1.2,0.8,0.9,81.8
216,James Wiseman,DET,24,13.7,9,15,0.1,0.3,3.2,2.0,2.9,70.0
217,Jared Rhoden,DET,1,12.0,0,1,0.0,0.0,1.0,1.0,2.0,50.0
218,Jaren Jackson Jr.,MEM,42,27.2,26,16,1.1,3.2,5.0,3.0,7.0,43.5
219,Jarred Vanderbilt,LAL,56,23.9,28,28,1.0,0.3,5.5,2.7,3.9,69.3
220,Jarrett Allen,CLE,56,33.2,35,21,0.8,1.2,6.7,3.4,6.2,54.6
221,Jarrett Culver,ATL,10,13.7,5,5,0.6,0.2,2.8,1.8,2.4,75.0
222,Jason Preston,LAC,13,9.4,3,10,0.2,0.0,1.5,0.3,0.5,57.1
223,Javonte Green,CHI,28,16.0,11,17,0.8,0.7,2.0,1.1,1.9,58.5
224,Jaxson Hayes,NOP,34,13.0,15,19,0.4,0.3,2.0,0.7,1.1,64.1
225,Jaylen Brown,BOS,50,35.7,35,15,1.1,0.4,5.8,2.3,3.5,65.0
226,Jaylen Nowell,MIN,62,19.5,31,31,0.6,0.1,2.1,1.4,1.7,80.2
227,Jaylin Williams,OKC,27,16.5,12,15,0.4,0.2,3.8,2.0,2.7,74.3
228,Jayson Tatum,BOS,57,37.4,42,15,1.0,0.8,7.6,2.2,3.3,65.4
229,Jeff Dowtin Jr.,TOR,17,8.3,12,5,0.2,0.1,0.6,0.1,0.4,33.3
230,Jeff Green,DEN,39,19.4,25,14,0.4,0.3,1.8,1.5,2.3,67.4
231,Jerami Grant,POR,54,35.7,25,29,0.8,0.8,3.5,1.7,2.6,64.1
232,Jeremiah Robinson-Earl,OKC,30,20.2,11,19,0.7,0.4,2.8,1.9,3.3,56.0
233,Jeremy Sochan,SAS,48,26.0,11,37,0.8,0.5,3.2,2.1,3.3,63.7
234,Jericho Sims,NYK,48,16.1,28,20,0.3,0.6,2.9,1.6,2.6,63.2
235,Jevon Carter,MIL,59,22.7,42,17,1.0,0.4,2.2,0.8,1.1,75.0
236,Jimmy Butler,MIA,46,33.4,24,22,1.9,0.3,3.7,1.5,2.0,75.8
237,Jock Landale,PHX,52,14.2,27,25,0.3,0.4,2.3,1.8,3.3,55.9
238,Joe Harris,BKN,52,23.8,29,23,0.5,0.3,2.2,1.6,2.2,74.6
239,Joe Ingles,MIL,26,22.3,18,8,0.6,0.1,2.6,1.2,1.4,83.3
240,Joe Wieskamp,TOR,2,8.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
241,Joel Embiid,PHI,47,35.1,31,16,1.1,1.6,8.6,5.2,8.4,61.7
242,John Butler Jr.,POR,9,3.4,2,7,0.1,0.3,0.1,0.2,0.3,66.7
243,John Collins,ATL,50,31.1,26,24,0.7,1.2,6.0,3.3,5.2,63.3
244,John Konchar,MEM,51,22.1,31,20,1.0,0.3,3.8,1.6,2.3,70.4
245,John Wall,LAC,34,22.2,15,19,0.8,0.4,2.3,1.2,1.7,73.7
246,Johnny Davis,WAS,13,4.7,6,7,0.1,0.1,0.5,0.1,0.2,33.3
247,Jonas Valanciunas,NOP,60,24.9,29,31,0.3,0.5,6.9,3.4,4.9,67.9
248,Jonathan Isaac,ORL,11,11.3,8,3,1.3,0.4,2.6,0.4,0.7,50.0
249,Jonathan Kuminga,GSW,48,19.5,26,22,0.5,0.4,2.2,1.6,2.3,68.5
250,Jordan Clarkson,UTA,60,32.6,30,30,0.5,0.2,2.9,2.2,3.3,66.3
251,Jordan Goodwin,WAS,40,18.0,15,25,1.0,0.5,2.4,1.4,2.1,65.9
252,Jordan Hall,SAS,9,9.2,1,8,0.1,0.0,1.0,0.8,0.8,100.0
253,Jordan McLaughlin,MIN,25,15.2,13,12,0.8,0.1,1.0,0.6,0.8,78.9
254,Jordan Nwora,IND,42,15.8,28,14,0.4,0.2,2.4,0.9,1.2,76.0
255,Jordan Poole,GSW,59,30.6,29,30,0.8,0.2,2.4,1.2,1.6,74.2
256,Jordan Schakel,WAS,2,3.1,0,2,0.5,0.0,0.0,0.0,0.0,0.0
257,Jose Alvarado,NOP,60,21.6,30,30,1.1,0.2,1.9,1.2,1.4,83.5
258,Josh Christopher,HOU,41,10.3,7,34,0.4,0.2,0.8,0.4,0.7,60.7
259,Josh Giddey,OKC,54,30.8,23,31,0.8,0.5,5.8,2.1,3.2,65.9
260,Josh Green,DAL,41,24.9,21,20,0.9,0.1,1.8,1.2,1.4,86.4
261,Josh Hart,NYK,56,32.8,30,26,1.1,0.2,6.1,2.4,3.4,71.6
262,Josh Minott,MIN,11,6.2,5,6,0.3,0.5,1.5,0.6,1.3,50.0
263,Josh Okogie,PHX,51,15.3,26,25,0.7,0.4,1.8,0.8,1.2,68.9
264,Josh Richardson,NOP,45,24.2,12,33,1.2,0.3,2.1,1.6,2.0,81.3
265,Joshua Primo,SAS,4,23.3,3,1,0.3,0.5,2.8,1.5,2.8,54.5
266,Jrue Holiday,MIL,48,32.9,36,12,1.3,0.4,4.0,1.5,2.0,74.7
267,Juan Toscano-Anderson,UTA,33,12.6,14,19,0.4,0.2,1.8,0.8,1.4,54.3
268,Juancho Hernangomez,TOR,41,14.8,20,21,0.4,0.1,2.3,1.4,2.0,69.9
269,Julian Champagnie,SAS,2,3.3,2,0,0.5,0.0,0.0,0.5,0.5,100.0
270,Julius Randle,NYK,62,35.8,35,27,0.7,0.3,8.5,2.6,3.6,71.9
271,Justin Champagnie,TOR,3,3.6,2,1,0.0,0.0,1.0,0.0,0.0,0.0
272,Justin Holiday,DAL,29,14.9,13,16,0.2,0.3,0.8,1.0,1.4,70.0
273,Justin Jackson,BOS,23,4.7,15,8,0.2,0.2,0.7,0.1,0.4,33.3
274,Justise Winslow,POR,29,26.8,15,14,1.0,0.4,3.3,1.6,2.3,66.2
275,Jusuf Nurkic,POR,45,27.3,23,22,0.9,0.9,7.2,4.0,6.8,59.1
276,KZ Okpala,SAC,35,7.1,19,16,0.2,0.2,0.8,0.5,1.0,47.1
277,Kai Jones,CHA,28,8.8,7,21,0.3,0.4,1.1,0.5,1.1,43.3
278,Karl-Anthony Towns,MIN,21,33.8,10,11,0.8,0.7,6.5,2.5,3.9,63.4
279,Kawhi Leonard,LAC,35,32.8,23,12,1.4,0.6,4.9,2.0,3.1,66.4
280,Keegan Murray,SAC,57,29.7,33,24,0.7,0.6,3.4,2.1,3.1,67.0
281,Keita Bates-Diop,SAS,46,20.8,10,36,0.7,0.3,2.5,1.5,2.2,68.0
282,Keldon Johnson,SAS,53,32.7,13,40,0.7,0.2,4.0,2.4,3.2,75.0
283,Kelly Olynyk,UTA,50,28.2,24,26,1.0,0.6,4.1,3.6,5.7,62.7
284,Kelly Oubre Jr.,CHA,37,32.1,12,25,1.5,0.4,3.7,1.9,2.7,69.3
285,Kemba Walker,DAL,9,16.0,5,4,0.2,0.2,1.4,1.2,1.7,73.3
