,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
61,Caris LeVert,CLE,53,32,21,30.7,35.3,37.3,3.9,0.5,6.9,9.8,4.8,11.0,13.7,
62,Cedi Osman,CLE,57,36,21,21.2,21.1,22.5,1.6,0.4,2.6,4.0,2.1,7.4,9.8,
63,Charles Bassey,SAS,24,5,19,13.6,17.5,11.2,1.2,0.1,2.0,2.9,1.4,6.9,8.1,
64,Chima Moneke,SAC,2,1,1,4.0,4.0,4.0,0.5,0.0,0.0,1.0,0.5,12.5,12.5,
65,Chimezie Metu,SAC,43,25,18,10.8,11.6,9.2,0.7,0.1,1.1,1.8,0.8,6.0,7.0,
66,Chris Boucher,TOR,51,24,27,20.8,15.6,11.9,0.5,0.0,0.9,1.1,0.5,2.9,3.5,
67,Chris Duarte,IND,35,13,22,19.2,18.6,20.1,1.5,0.1,2.4,3.8,1.7,8.1,9.0,
68,Chris Paul,PHX,37,19,18,31.8,58.2,62.6,8.7,1.1,17.1,22.5,10.8,15.0,18.6,
69,Chris Silva,DAL,1,1,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,Christian Braun,DEN,52,36,16,15.0,12.4,10.4,0.7,0.1,1.2,1.6,0.8,5.3,6.2,
71,Christian Koloko,TOR,45,21,24,14.6,11.7,9.0,0.5,0.1,0.7,1.2,0.6,4.2,5.1,
72,Christian Wood,DAL,46,26,20,27.9,32.5,29.9,1.7,0.3,3.3,4.6,2.2,5.4,6.8,
73,Chuma Okeke,ORL,18,5,13,21.8,19.8,14.1,1.4,0.2,2.4,3.7,1.7,7.3,8.7,
74,Clint Capela,ATL,41,23,18,26.9,26.2,14.6,0.8,0.2,1.4,1.9,1.0,2.9,3.9,
75,Coby White,CHI,47,22,25,21.8,23.8,25.1,2.0,0.4,3.8,5.1,2.6,8.5,10.8,
76,Cody Martin,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,2.4,4.1,1.6,10.4,10.4,
77,Cole Anthony,ORL,39,18,21,25.0,39.9,40.5,4.1,0.4,7.2,10.8,4.9,10.3,12.3,
78,Cole Swider,LAL,6,1,5,6.7,7.5,5.3,0.7,0.0,1.0,1.7,0.7,8.9,8.9,
79,Collin Sexton,UTA,45,23,22,24.4,31.6,38.9,2.8,0.3,6.0,7.5,3.4,9.0,10.7,
80,Corey Kispert,WAS,47,22,25,27.4,22.3,20.6,1.3,0.1,2.4,3.4,1.7,5.9,7.4,
81,Cory Joseph,DET,38,10,28,15.8,27.3,30.0,3.3,0.2,5.2,8.7,3.8,12.0,13.8,
82,D'Angelo Russell,LAL,55,28,27,33.0,63.9,69.2,6.2,0.7,10.3,15.9,7.6,9.7,11.9,
83,Daishen Nix,HOU,41,11,30,15.5,28.7,27.1,2.5,0.3,4.9,6.2,3.0,8.8,10.5,
84,Dalano Banton,TOR,24,12,12,9.7,15.8,16.2,1.2,0.1,1.9,2.9,1.3,7.4,8.5,
85,Dalen Terry,CHI,19,10,9,3.3,3.3,3.2,0.4,0.1,0.5,0.7,0.3,11.1,9.5,
86,Damian Jones,UTA,22,6,16,8.0,6.5,4.3,0.2,0.1,0.5,0.6,0.4,2.8,5.6,
87,Damian Lillard,POR,44,22,22,36.2,57.5,74.7,7.3,1.0,12.8,19.2,9.1,12.8,15.9,
88,Damion Lee,PHX,58,31,27,22.3,22.0,21.1,1.5,0.2,3.0,3.9,1.9,6.9,8.6,
89,Daniel Gafford,WAS,53,24,29,18.6,19.3,12.9,0.8,0.0,1.2,2.1,0.9,4.3,4.7,
90,Daniel Theis,IND,5,1,4,14.2,14.4,15.6,0.6,0.2,1.0,1.8,0.8,4.2,5.6,
91,Danny Green,HOU,3,1,2,14.5,14.3,12.7,0.7,0.3,2.0,2.0,1.0,4.7,7.0,
92,Danuel House Jr.,PHI,36,23,13,15.1,12.6,11.3,0.7,0.2,1.3,1.9,0.9,5.5,7.3,
93,Dario Saric,OKC,37,17,20,14.4,15.6,12.6,1.5,0.1,2.2,3.8,1.7,9.9,10.7,
94,Darius Bazley,PHX,36,16,20,15.4,17.4,11.9,0.9,0.1,1.4,2.3,1.0,5.1,5.6,
95,Darius Days,HOU,1,0,1,2.5,5.0,1.0,1.0,0.0,1.0,3.0,1.0,20.0,20.0,
96,Darius Garland,CLE,49,27,22,35.1,53.6,70.1,8.0,1.0,13.2,19.1,9.7,15.0,18.1,
97,David Duke Jr.,BKN,15,7,8,9.1,7.8,9.5,0.8,0.0,1.6,2.5,0.9,10.3,12.0,
98,David Roddy,MEM,46,29,17,17.8,12.3,12.8,0.7,0.1,1.5,1.7,0.8,5.3,6.9,
99,Davion Mitchell,SAC,55,31,24,18.0,27.5,30.4,2.1,0.4,4.4,6.0,2.9,7.8,10.6,
100,Davis Bertans,DAL,34,17,17,10.6,8.7,8.0,0.4,0.1,0.7,0.9,0.4,4.1,5.1,
101,Davon Reed,LAL,35,23,12,9.0,13.0,10.8,0.5,0.1,1.1,1.3,0.7,4.2,5.0,
102,Day'Ron Sharpe,BKN,31,16,15,10.1,11.9,8.3,0.7,0.0,1.2,1.6,0.7,5.7,6.0,
103,De'Aaron Fox,SAC,51,31,20,33.9,53.1,67.5,6.2,0.4,12.1,16.4,7.3,11.7,13.7,
104,De'Andre Hunter,ATL,47,27,20,32.0,22.6,23.2,1.4,0.1,2.9,3.7,1.7,6.2,7.3,
105,De'Anthony Melton,PHI,52,34,18,28.5,39.7,34.0,2.7,0.5,5.4,7.6,3.6,6.7,9.1,
106,DeAndre Jordan,DEN,34,21,13,14.6,14.4,11.0,0.9,0.0,1.4,2.3,1.0,6.3,6.9,
107,DeMar DeRozan,CHI,51,24,27,36.3,35.6,52.5,5.1,1.2,9.7,13.4,6.7,14.3,19.0,
108,Dean Wade,CLE,29,21,8,22.7,19.1,13.7,1.0,0.2,1.8,2.7,1.2,5.1,6.3,
109,Deandre Ayton,PHX,49,23,26,30.0,35.4,28.1,2.1,0.2,2.9,5.1,2.3,5.9,6.6,
110,Dejounte Murray,ATL,52,27,25,36.5,48.7,58.4,6.2,0.4,10.5,15.2,7.0,12.7,14.4,
111,Delon Wright,WAS,26,17,9,22.1,37.7,36.2,3.7,0.4,7.2,9.8,4.6,9.9,12.2,
112,Deni Avdija,WAS,53,25,28,26.5,32.7,25.7,2.5,0.4,4.7,6.5,3.3,7.6,10.1,
113,Dennis Schroder,LAL,44,22,22,30.2,38.6,42.7,4.1,0.6,7.8,10.7,5.0,10.7,13.1,
114,Dennis Smith Jr.,CHA,36,9,27,24.9,39.7,41.8,4.4,0.4,8.9,11.8,5.5,11.0,13.8,
115,Deonte Burton,SAC,2,1,1,3.3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
116,Dereon Seabron,NOP,4,2,2,1.9,1.3,1.8,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
117,Derrick Jones Jr.,CHI,44,17,27,15.3,15.1,11.2,0.6,0.1,1.0,1.8,0.8,4.2,5.3,
118,Derrick Rose,NYK,26,11,15,12.9,19.7,23.2,1.8,0.2,3.1,4.4,2.0,9.0,10.4,
119,Derrick White,BOS,56,40,16,27.3,33.4,33.7,3.6,0.5,5.6,9.4,4.2,10.7,12.7,
120,Desmond Bane,MEM,33,21,12,31.1,39.1,45.9,4.1,0.6,7.1,10.6,5.2,10.5,13.2,
121,Devin Booker,PHX,31,20,11,34.0,35.0,54.7,5.5,1.1,11.2,14.6,7.0,15.8,20.1,
122,Devin Vassell,SAS,29,8,21,31.3,33.9,40.1,3.6,0.6,6.6,9.4,4.4,10.6,13.0,
123,Devon Dotson,WAS,6,1,5,8.9,14.0,12.0,1.3,0.0,3.0,3.3,1.3,9.5,9.5,
124,Devonte' Graham,SAS,55,27,28,15.8,23.5,23.9,2.2,0.2,4.1,5.3,2.5,9.5,10.8,
125,Dewayne Dedmon,MIA,30,17,13,11.7,14.2,10.7,0.5,0.0,1.0,1.3,0.6,3.8,4.2,
126,Dillon Brooks,MEM,50,31,19,30.3,25.0,32.6,2.6,0.3,4.4,6.5,3.1,10.5,12.5,
127,Domantas Sabonis,SAC,54,31,23,34.5,64.4,50.5,6.9,0.3,12.1,18.3,7.6,10.7,11.9,
128,Dominick Barlow,SAS,8,0,8,9.0,9.0,7.5,0.8,0.0,1.3,2.0,0.8,8.3,8.3,
129,Donovan Mitchell,CLE,48,32,16,35.4,41.5,58.3,4.9,0.8,9.1,12.3,6.1,11.7,14.6,
130,Donte DiVincenzo,GSW,45,25,20,25.1,37.4,32.2,3.3,0.7,5.8,8.6,4.4,8.7,11.8,
131,Dorian Finney-Smith,BKN,42,20,22,32.3,30.4,25.2,1.5,0.5,3.3,4.0,2.1,4.9,6.8,
132,Doug McDermott,SAS,49,14,35,20.4,18.3,19.7,1.5,0.3,2.8,3.7,1.9,8.1,10.5,
133,Draymond Green,GSW,49,26,23,31.8,63.3,49.2,7.0,0.8,13.8,18.7,8.7,11.0,13.7,
134,Drew Eubanks,POR,54,25,29,19.3,20.4,12.9,1.1,0.1,2.1,3.1,1.4,5.6,6.6,
135,Dru Smith,BKN,7,4,3,13.2,18.3,16.7,1.3,0.0,2.7,2.7,1.4,7.0,7.8,
136,Duane Washington Jr.,PHX,31,17,14,12.7,19.3,24.7,2.0,0.2,4.0,5.3,2.5,10.6,12.7,
137,Duncan Robinson,MIA,28,14,14,17.9,17.5,18.4,1.2,0.2,2.6,3.2,1.7,6.7,9.8,
138,Dwight Powell,DAL,53,30,23,19.8,19.1,12.7,0.8,0.1,1.6,2.1,1.0,4.1,5.2,
139,Dyson Daniels,NOP,39,21,18,19.9,24.2,18.9,2.5,0.2,4.5,6.3,3.0,10.2,12.3,
140,Edmond Sumner,BKN,46,28,18,14.5,16.5,19.3,1.4,0.3,2.6,3.5,1.8,8.7,11.2,
141,Eric Gordon,LAC,47,12,35,30.2,27.3,34.3,2.9,0.4,5.3,7.3,3.7,10.6,13.4,
142,Eugene Omoruyi,OKC,22,8,14,12.0,8.7,8.4,0.5,0.0,0.7,1.2,0.5,5.7,5.7,
143,Evan Fournier,NYK,22,12,10,18.7,15.8,17.7,1.6,0.2,3.0,4.0,1.9,10.1,11.8,
144,Evan Mobley,CLE,57,35,22,34.1,41.5,30.1,2.7,0.3,4.7,7.1,3.3,6.6,8.0,
145,Facundo Campazzo,DAL,8,2,6,6.5,12.0,11.6,1.1,0.0,2.6,3.5,1.5,9.4,12.5,
146,Frank Kaminsky,HOU,26,11,15,6.8,11.1,9.0,0.8,0.0,1.5,2.0,1.0,7.3,8.7,
147,Frank Ntilikina,DAL,34,17,17,11.6,12.0,11.7,1.1,0.1,2.0,3.1,1.3,9.6,10.6,
148,Franz Wagner,ORL,56,22,34,33.2,35.7,43.7,3.5,0.3,7.2,9.7,4.4,9.8,12.4,
149,Fred VanVleet,TOR,48,22,26,37.0,62.1,69.0,6.4,0.7,12.8,16.2,7.7,10.4,12.4,
150,Furkan Korkmaz,PHI,25,17,8,10.2,10.5,11.4,0.7,0.2,1.7,1.8,1.0,6.9,9.5,
151,Gabe Vincent,MIA,43,25,18,25.9,31.7,34.9,2.6,0.2,5.0,6.9,3.1,8.2,9.8,
152,Garrett Temple,NOP,18,11,7,7.2,7.0,6.4,0.6,0.1,1.2,1.3,0.8,7.9,11.1,
153,Garrison Mathews,ATL,45,12,33,13.4,10.0,10.3,0.5,0.1,0.9,1.4,0.6,5.1,6.2,
154,Gary Harris,ORL,28,11,17,24.5,13.6,17.3,1.1,0.3,2.3,3.1,1.5,8.1,11.0,
155,Gary Payton II,GSW,15,8,7,17.0,19.1,11.8,1.5,0.1,3.0,4.0,1.7,7.7,8.7,
156,Gary Trent Jr.,TOR,50,23,27,33.6,22.6,33.6,1.6,0.3,3.3,4.4,2.1,7.2,9.2,
157,George Hill,IND,35,24,11,19.1,27.1,26.6,2.5,0.2,4.5,6.4,2.9,9.4,10.7,
158,Georges Niang,PHI,53,35,18,20.0,22.5,17.2,1.2,0.1,1.5,3.1,1.4,5.2,6.1,
159,Giannis Antetokounmpo,MIL,45,33,12,33.3,47.7,58.2,5.4,0.7,11.4,14.0,6.2,11.3,13.1,
160,Goga Bitadze,IND,21,8,13,9.6,11.2,8.9,0.9,0.1,1.1,2.1,1.0,7.7,8.5,
161,Goran Dragic,CHI,49,22,27,15.6,26.3,27.4,2.8,0.3,4.8,7.0,3.5,10.6,13.4,
162,Gordon Hayward,CHA,32,10,22,31.1,32.6,35.0,3.5,0.6,7.1,8.9,4.4,10.7,13.4,
163,Gorgui Dieng,SAS,19,2,17,10.2,14.5,13.5,1.5,0.1,2.8,3.8,1.7,10.2,11.6,
164,Grant Williams,BOS,55,40,15,27.7,22.7,18.1,1.7,0.1,2.8,4.9,2.0,7.7,9.0,
165,Grayson Allen,MIL,52,37,15,27.5,26.3,25.9,2.4,0.5,4.6,6.4,3.1,9.3,11.9,
166,Greg Brown III,POR,16,10,6,5.8,2.8,3.2,0.2,0.0,0.3,0.5,0.2,6.7,6.7,
167,Hamidou Diallo,DET,47,12,35,16.6,16.7,14.1,1.0,0.1,1.5,2.4,1.1,5.7,6.5,
168,Harrison Barnes,SAC,56,32,24,32.6,34.1,28.1,1.6,0.3,3.6,4.4,2.1,4.7,6.2,
169,Haywood Highsmith,MIA,41,23,18,19.4,15.8,12.0,0.7,0.1,2.0,1.9,0.9,4.2,5.4,
170,Herbert Jones,NOP,41,18,23,28.9,30.6,24.6,2.1,0.2,4.0,5.2,2.4,6.9,8.0,
171,Immanuel Quickley,NYK,57,31,26,27.8,34.0,37.6,3.2,0.4,6.1,8.2,3.8,9.3,11.2,
172,Isaac Okoro,CLE,59,37,22,21.0,14.1,12.0,1.1,0.2,1.8,2.8,1.4,8.1,10.2,
173,Isaiah Hartenstein,NYK,58,31,27,19.5,24.2,12.7,0.9,0.1,1.9,2.2,1.0,3.6,4.3,
174,Isaiah Jackson,IND,43,16,27,15.3,15.0,12.8,0.9,0.1,1.5,2.4,1.2,5.9,7.9,
175,Isaiah Joe,OKC,47,24,23,15.6,13.2,14.0,1.1,0.2,1.7,2.9,1.4,8.2,10.5,
176,Isaiah Livers,DET,34,9,25,20.9,17.7,14.4,0.6,0.1,1.4,1.4,0.7,3.2,4.0,
177,Isaiah Mobley,CLE,8,5,3,3.3,3.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
178,Isaiah Roby,SAS,40,9,31,11.5,13.8,10.7,1.0,0.1,1.8,2.4,1.1,6.9,7.8,
179,Isaiah Stewart,DET,45,12,33,28.3,27.6,21.3,1.4,0.1,2.2,3.5,1.5,5.1,5.6,
180,Isaiah Todd,WAS,4,2,2,3.1,3.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
181,Ish Smith,DEN,28,18,10,9.9,18.0,18.9,2.2,0.3,4.2,5.7,2.8,12.3,15.2,
182,Ish Wainright,PHX,40,21,19,15.6,11.2,9.8,1.1,0.1,1.6,2.7,1.2,9.4,10.3,
183,Ivica Zubac,LAC,57,30,27,29.4,32.8,19.5,1.0,0.2,1.8,2.6,1.3,3.1,3.9,
184,JD Davison,BOS,5,4,1,2.3,1.6,2.0,0.2,0.0,0.4,0.4,0.2,12.5,12.5,
185,JT Thor,CHA,45,10,35,10.9,10.4,7.4,0.4,0.0,0.8,1.0,0.5,3.9,4.7,
186,Ja Morant,MEM,46,30,16,32.7,48.9,66.0,8.3,0.7,14.6,20.8,9.5,17.0,19.5,
187,JaMychal Green,GSW,36,18,18,14.8,17.2,13.9,0.8,0.1,1.8,2.3,0.9,4.8,5.5,
188,JaVale McGee,DAL,34,17,17,8.3,7.7,5.8,0.3,0.0,0.5,0.7,0.3,3.8,4.2,
189,Jabari Smith Jr.,HOU,53,12,41,29.8,30.7,23.4,1.2,0.2,1.8,2.8,1.4,3.7,4.7,
190,Jabari Walker,POR,36,18,18,8.5,6.6,5.1,0.5,0.1,0.8,1.2,0.6,7.2,8.9,
191,Jack White,DEN,13,11,2,3.2,3.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,Jaden Hardy,DAL,29,15,14,11.2,11.0,14.7,0.8,0.2,1.7,2.3,1.2,7.2,10.7,
193,Jaden Ivey,DET,52,15,37,30.1,34.4,43.3,4.6,0.3,8.5,12.1,5.4,13.3,15.7,
194,Jaden McDaniels,MIN,56,29,27,30.5,27.1,24.0,2.1,0.3,3.3,5.2,2.5,7.6,9.2,
195,Jaden Springer,PHI,7,7,0,3.7,1.4,2.4,0.1,0.0,0.1,0.4,0.1,10.0,10.0,
196,Jae'Sean Tate,HOU,18,3,15,20.9,29.8,28.4,2.7,0.2,5.7,7.3,3.3,9.1,11.0,
197,Jake LaRavia,MEM,30,20,10,12.7,11.4,8.4,0.7,0.2,1.4,1.8,0.9,6.1,7.6,
198,Jakob Poeltl,TOR,46,11,35,25.9,41.2,29.1,3.0,0.3,4.7,7.6,3.5,7.3,8.6,
199,Jalen Brunson,NYK,54,29,25,35.0,59.7,72.3,6.2,0.7,12.3,16.5,7.6,10.4,12.7,
200,Jalen Duren,DET,48,14,34,25.4,27.4,13.9,1.1,0.1,1.8,2.9,1.4,4.0,4.9,
201,Jalen Green,HOU,52,11,41,34.3,40.1,53.4,3.6,0.6,6.8,9.3,4.7,9.1,11.8,
202,Jalen Johnson,ATL,53,27,26,14.6,15.5,8.5,0.9,0.0,1.6,2.2,1.0,6.0,6.4,
203,Jalen McDaniels,PHI,57,16,41,26.5,29.7,24.1,2.0,0.2,3.6,5.1,2.3,6.6,7.8,
204,Jalen Smith,IND,50,23,27,18.4,20.2,16.8,1.0,0.2,1.3,2.5,1.2,4.7,5.8,
205,Jalen Suggs,ORL,32,12,20,22.8,34.0,32.3,3.5,0.2,5.3,8.5,3.8,10.3,11.3,
206,Jalen Williams,OKC,51,25,26,29.0,30.1,31.3,2.9,0.4,5.0,7.3,3.5,9.6,11.6,
207,Jamal Cain,MIA,13,8,5,13.9,8.5,7.2,0.6,0.1,0.9,1.6,0.7,7.3,8.2,
208,Jamal Murray,DEN,45,32,13,32.5,49.0,60.0,5.8,0.8,10.1,14.4,7.3,11.8,14.9,
209,Jamaree Bouyea,MIA,2,2,0,11.7,17.5,16.0,0.0,0.0,0.5,0.5,0.5,0.0,2.9,
210,James Bouknight,CHA,26,5,21,13.6,11.9,13.1,1.1,0.0,1.7,2.5,1.1,9.0,9.0,
211,James Harden,PHI,39,26,13,36.5,69.0,78.3,10.8,1.2,17.5,28.1,13.5,15.7,19.6,
212,James Johnson,IND,12,5,7,8.2,7.8,7.7,0.6,0.1,1.6,1.8,0.8,7.5,10.8,
213,James Wiseman,DET,21,9,12,12.5,16.7,10.6,0.7,0.0,1.0,1.8,0.7,4.0,4.0,
214,Jared Rhoden,DET,1,0,1,12.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
215,Jaren Jackson Jr.,MEM,38,24,14,27.3,21.9,22.9,0.8,0.2,1.7,2.2,1.2,3.8,5.3,
216,Jarred Vanderbilt,LAL,53,26,27,24.0,24.9,18.1,2.8,0.2,4.8,7.5,3.2,11.1,13.0,
217,Jarrett Allen,CLE,52,34,18,33.1,31.2,24.1,1.7,0.2,3.0,4.5,2.0,5.4,6.5,
218,Jarrett Culver,ATL,10,5,5,13.7,14.3,9.6,0.6,0.0,1.6,1.4,0.6,4.2,4.2,
219,Jason Preston,LAC,13,3,10,9.4,19.0,19.5,2.1,0.2,3.6,5.3,2.5,10.9,13.4,
220,Javonte Green,CHI,28,11,17,16.0,18.4,12.9,0.8,0.1,1.3,2.0,0.9,4.5,5.1,
221,Jaxson Hayes,NOP,31,14,17,14.0,10.7,9.5,0.8,0.1,1.4,2.2,0.9,7.2,8.1,
222,Jaylen Brown,BOS,48,33,15,35.6,36.2,45.5,3.2,0.7,6.2,8.8,4.1,8.9,11.5,
223,Jaylen Nowell,MIN,59,30,29,19.9,22.3,26.8,2.1,0.3,3.4,5.4,2.6,9.4,11.6,
