,PLAYER,TEAM,GP,W,L,MIN,REB,Contested REB,Contested REB%,REB Chances,REB Chance%,Deferred REB Chances,Adjusted REB Chance%,AVG REB Distance
33,Blake Griffin,BOS,25,16,9,13.8,3.4,1.6,46.4,5.9,56.8,0.5,62.2,5.1
34,Blake Wesley,SAS,13,2,11,13.3,1.5,0.3,21.1,2.6,55.9,0.1,57.6,6.4
35,Boban Marjanovic,HOU,18,1,17,4.2,1.5,0.6,40.7,2.7,56.3,0.2,61.4,3.7
36,Bobby Portis,MIL,47,30,17,26.8,10.1,3.6,35.7,16.0,62.8,1.1,67.3,5.1
37,Bogdan Bogdanovic,ATL,33,16,17,30.0,3.4,0.6,18.9,6.1,55.5,0.6,61.7,8.3
38,Bojan Bogdanovic,DET,54,15,39,32.0,3.6,0.7,19.5,6.9,52.4,0.5,56.2,9.0
39,Bol Bol,ORL,54,21,33,23.2,6.2,1.7,27.3,9.0,69.2,0.5,73.3,5.4
40,Bones Hyland,LAC,43,29,14,19.4,2.1,0.4,21.1,4.0,51.7,0.3,55.6,8.8
41,Bradley Beal,WAS,35,19,16,32.8,3.5,0.9,27.3,6.5,52.8,0.4,56.5,8.4
42,Brandon Boston Jr.,LAC,21,8,13,11.7,1.4,0.4,31.0,2.8,49.2,0.1,51.8,7.7
43,Brandon Clarke,MEM,50,28,22,19.8,5.5,2.6,47.6,10.8,51.1,0.7,54.8,5.2
44,Brandon Ingram,NOP,23,12,11,32.1,5.0,1.3,26.1,8.3,59.9,0.7,65.3,7.3
45,Braxton Key,DET,3,0,3,3.0,0.3,0.3,100.0,1.0,33.3,0.3,50.0,2.8
46,Brook Lopez,MIL,56,39,17,30.3,6.5,3.4,52.2,12.0,54.1,1.1,59.3,6.3
47,Bruce Brown,DEN,57,40,17,28.8,3.9,1.1,27.3,7.5,51.5,0.6,56.1,6.9
48,Bruno Fernando,ATL,31,9,22,11.7,3.9,1.6,41.8,8.2,48.0,0.6,51.7,5.0
49,Bryce McGowens,CHA,25,7,18,14.3,1.7,0.4,25.6,2.8,61.4,0.1,63.2,8.6
50,Bryn Forbes,MIN,25,9,16,10.7,0.6,0.2,33.3,1.2,50.0,0.0,51.7,11.8
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,59,25,34,32.1,4.9,0.9,17.9,9.2,53.8,0.8,59.1,8.4
53,CJ McCollum,NOP,51,26,25,35.0,4.3,0.7,15.9,7.3,59.3,0.4,62.7,9.8
54,Cade Cunningham,DET,12,3,9,33.3,6.2,1.8,29.7,10.7,57.8,0.5,60.7,7.1
55,Caleb Houstan,ORL,34,12,22,16.1,2.2,0.7,31.6,4.5,49.7,0.4,54.3,8.1
56,Caleb Martin,MIA,48,26,22,30.3,5.2,1.4,26.1,9.4,55.5,0.9,61.2,8.4
57,Cam Reddish,POR,23,10,13,22.1,1.6,0.4,24.3,3.3,48.1,0.4,55.2,10.7
58,Cam Thomas,BKN,40,24,16,16.4,1.7,0.3,17.9,3.8,44.7,0.5,51.1,7.9
59,Cameron Johnson,BKN,19,13,6,25.5,4.0,1.1,26.3,6.9,57.6,0.5,62.3,7.7
60,Cameron Payne,PHX,28,15,13,24.0,2.3,0.3,12.5,4.5,50.8,0.4,55.2,9.7
61,Caris LeVert,CLE,54,33,21,30.5,3.9,1.0,25.4,6.4,61.4,0.5,66.6,8.1
62,Cedi Osman,CLE,58,37,21,21.0,2.2,0.5,20.9,4.2,53.5,0.4,59.2,8.5
63,Charles Bassey,SAS,25,5,20,13.6,5.3,2.0,38.3,8.8,60.5,0.6,65.2,4.8
64,Chima Moneke,SAC,2,1,1,4.0,1.0,0.0,0.0,2.0,50.0,0.0,50.0,11.2
65,Chimezie Metu,SAC,44,25,19,10.8,3.0,1.1,37.1,5.1,58.7,0.3,62.6,4.4
66,Chris Boucher,TOR,53,26,27,20.8,5.8,2.8,48.4,10.2,57.4,0.6,61.3,4.3
67,Chris Duarte,IND,35,13,22,19.2,2.5,0.5,18.6,5.1,48.3,0.5,53.8,7.9
68,Chris Paul,PHX,38,20,18,31.9,4.3,0.7,15.4,6.8,62.8,0.3,65.6,9.2
69,Chris Silva,DAL,1,1,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,53,37,16,15.2,2.4,0.7,28.0,4.3,55.3,0.3,59.2,7.7
71,Christian Koloko,TOR,45,21,24,14.6,3.2,1.8,56.2,7.2,45.2,0.6,49.0,5.3
72,Christian Wood,DAL,47,26,21,27.8,8.1,3.3,40.3,12.7,63.4,0.9,68.1,4.8
73,Chuma Okeke,ORL,19,5,14,21.3,4.1,1.3,30.8,6.9,59.1,0.4,62.9,8.0
74,Clint Capela,ATL,42,23,19,26.9,11.4,5.9,51.5,17.3,65.9,0.7,68.7,4.5
75,Coby White,CHI,48,22,26,21.8,2.7,0.7,25.8,5.1,52.7,0.4,57.1,8.0
76,Cody Martin,CHA,7,2,5,19.1,3.4,1.3,37.5,5.1,66.7,0.3,70.6,10.0
77,Cole Anthony,ORL,39,18,21,25.0,4.6,0.8,18.4,7.7,59.7,0.7,65.6,7.6
78,Cole Swider,LAL,6,1,5,6.7,1.2,0.8,71.4,2.0,58.3,0.0,58.3,4.0
79,Collin Sexton,UTA,46,24,22,24.5,2.3,0.5,24.0,4.4,51.0,0.3,54.5,10.1
80,Corey Kispert,WAS,49,23,26,27.1,2.7,0.7,25.0,5.0,53.4,0.3,57.1,8.8
81,Cory Joseph,DET,39,10,29,15.8,1.3,0.3,25.0,3.5,38.0,0.4,43.3,10.6
82,D'Angelo Russell,LAL,56,28,28,32.9,3.1,0.7,22.0,6.2,49.9,0.7,56.2,10.1
83,Daishen Nix,HOU,41,11,30,15.5,1.7,0.4,23.9,3.1,55.0,0.2,59.7,8.6
84,Dalano Banton,TOR,26,14,12,9.5,1.3,0.4,31.4,2.8,48.6,0.2,52.2,6.5
85,Dalen Terry,CHI,20,10,10,3.6,0.3,0.1,16.7,1.1,28.6,0.2,33.3,7.2
86,Damian Jones,UTA,22,6,16,8.0,2.5,1.1,43.6,4.5,56.1,0.3,59.8,6.5
87,Damian Lillard,POR,46,23,23,36.2,4.3,0.8,18.7,8.5,50.5,0.7,55.2,9.7
88,Damion Lee,PHX,59,32,27,22.3,3.2,0.6,19.9,5.5,58.4,0.4,63.0,7.7
89,Daniel Gafford,WAS,55,25,30,18.7,5.3,2.5,48.4,10.9,48.3,0.8,52.2,4.2
90,Daniel Theis,IND,6,1,5,15.5,2.8,1.7,58.8,7.0,40.5,0.2,41.5,3.8
91,Danny Green,MEM,3,1,2,14.5,1.3,0.7,50.0,3.3,40.0,0.0,40.0,6.5
92,Danuel House Jr.,PHI,37,24,13,14.8,1.8,0.2,10.8,3.1,56.0,0.2,59.1,7.1
93,Dario Saric,OKC,37,17,20,14.4,3.8,1.4,35.9,6.8,56.1,0.4,59.2,5.2
94,Darius Bazley,PHX,36,16,20,15.4,3.4,1.1,32.8,6.4,52.8,0.5,57.3,5.9
95,Darius Days,HOU,2,0,2,3.0,1.5,0.5,33.3,2.0,75.0,0.0,75.0,5.1
96,Darius Garland,CLE,50,28,22,35.0,2.7,0.4,13.1,5.6,48.9,0.4,52.5,12.0
97,David Duke Jr.,BKN,16,7,9,8.8,0.9,0.1,6.7,2.3,40.5,0.3,45.5,12.1
98,David Roddy,MEM,46,29,17,17.8,2.7,0.7,27.6,4.8,56.2,0.4,61.2,6.7
99,Davion Mitchell,SAC,56,31,25,17.8,1.3,0.2,14.7,2.8,47.2,0.3,51.7,9.7
100,Davis Bertans,DAL,34,17,17,10.6,0.9,0.3,28.1,2.2,42.1,0.2,47.1,6.9
101,Davon Reed,LAL,36,23,13,8.9,1.6,0.3,21.4,2.7,57.1,0.3,65.1,7.7
102,Day'Ron Sharpe,BKN,32,16,16,10.2,3.8,2.1,54.5,7.5,51.5,0.4,54.4,4.2
103,De'Aaron Fox,SAC,52,31,21,34.0,4.3,0.9,21.5,7.4,57.9,0.5,62.3,8.6
104,De'Andre Hunter,ATL,48,27,21,32.1,4.4,1.3,28.9,7.9,55.5,0.7,61.2,7.6
105,De'Anthony Melton,PHI,53,35,18,28.4,4.2,1.3,30.8,7.5,56.6,0.7,62.6,7.7
106,DeAndre Jordan,DEN,34,21,13,14.6,4.9,2.0,41.3,8.1,60.9,0.6,65.5,4.4
107,DeMar DeRozan,CHI,52,24,28,36.3,4.6,0.9,20.2,8.5,54.1,0.9,60.3,8.7
108,Dean Wade,CLE,30,22,8,22.1,3.7,1.0,25.9,6.8,54.9,0.6,60.2,6.9
109,Deandre Ayton,PHX,50,24,26,30.2,10.2,4.3,42.0,15.6,65.1,1.2,70.5,4.7
110,Dejounte Murray,ATL,53,27,26,36.6,5.5,1.4,25.7,9.9,55.6,0.9,61.3,7.3
111,Delon Wright,WAS,28,18,10,22.3,3.1,0.7,23.3,5.4,57.0,0.5,62.3,10.3
112,Deni Avdija,WAS,55,26,29,26.3,6.2,1.9,30.8,10.7,58.2,1.1,64.6,5.0
113,Dennis Schroder,LAL,45,22,23,30.2,2.6,0.3,11.1,4.9,53.4,0.4,58.2,10.9
114,Dennis Smith Jr.,CHA,37,10,27,24.9,2.7,0.7,27.0,5.8,46.3,0.7,52.9,8.1
115,Deonte Burton,SAC,2,1,1,3.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,0.3,0.3,100.0,1.3,20.0,0.3,25.0,1.8
117,Derrick Jones Jr.,CHI,45,17,28,15.1,2.6,1.5,55.5,5.0,52.4,0.3,55.9,5.6
118,Derrick Rose,NYK,26,11,15,12.9,1.5,0.3,20.0,3.0,51.9,0.1,54.1,10.4
119,Derrick White,BOS,58,41,17,27.8,3.3,0.9,28.1,6.1,54.4,0.6,60.6,8.3
120,Desmond Bane,MEM,34,21,13,31.2,4.9,1.1,21.8,8.4,58.1,0.6,62.5,7.9
121,Devin Booker,PHX,32,21,11,33.8,4.6,0.7,15.6,8.0,57.2,0.5,60.7,8.3
122,Devin Vassell,SAS,29,8,21,31.3,4.0,1.1,27.0,6.8,58.7,0.5,63.5,6.6
123,Devon Dotson,WAS,6,1,5,8.8,1.7,0.5,30.0,2.8,58.8,0.0,58.8,13.2
124,Devonte' Graham,SAS,56,27,29,16.1,1.4,0.2,15.4,2.8,50.3,0.3,55.3,10.6
125,Dewayne Dedmon,PHI,30,17,13,11.7,3.6,1.7,45.9,7.0,51.7,0.7,57.4,5.0
126,Dillon Brooks,MEM,51,31,20,30.4,3.3,0.7,21.7,6.1,53.2,0.5,57.4,8.8
127,Domantas Sabonis,SAC,55,31,24,34.6,12.3,5.1,41.3,21.4,57.3,1.7,62.3,4.1
128,Dominick Barlow,SAS,9,0,9,9.9,2.2,1.0,45.0,3.4,64.5,0.4,74.1,6.0
129,Donovan Mitchell,CLE,49,33,16,35.4,4.0,1.0,24.2,7.0,57.4,0.3,60.4,9.0
130,Donte DiVincenzo,GSW,47,26,21,25.2,4.1,0.7,18.2,7.1,57.5,0.6,63.2,7.2
131,Dorian Finney-Smith,BKN,43,20,23,32.2,4.9,2.1,43.3,8.6,56.9,0.7,61.9,6.7
132,Doug McDermott,SAS,49,14,35,20.4,2.2,0.5,24.3,4.1,53.8,0.3,58.2,8.2
133,Draymond Green,GSW,51,27,24,31.7,7.2,2.9,39.9,11.7,61.6,0.9,66.9,5.6
134,Drew Eubanks,POR,56,26,30,19.5,4.9,1.8,37.3,8.9,55.3,0.6,59.2,4.8
135,Dru Smith,BKN,8,4,4,12.1,1.9,0.4,20.0,2.9,65.2,0.5,78.9,10.3
136,Duane Washington Jr.,PHX,31,17,14,12.7,1.2,0.1,5.6,2.1,55.4,0.0,55.4,10.3
137,Duncan Robinson,MIA,28,14,14,17.9,1.9,0.6,31.5,3.3,58.1,0.3,63.5,8.3
138,Dwight Powell,DAL,54,30,24,19.7,4.2,1.6,39.6,9.4,44.6,0.7,48.4,6.1
139,Dyson Daniels,NOP,39,21,18,19.9,3.5,1.3,35.5,6.3,56.6,0.4,60.8,7.7
140,Edmond Sumner,BKN,46,28,18,14.5,1.6,0.3,18.1,3.3,47.7,0.2,50.7,8.6
141,Eric Gordon,LAC,48,13,35,30.0,2.1,0.2,11.0,3.8,54.3,0.2,57.8,12.0
142,Eugene Omoruyi,OKC,22,8,14,12.0,2.3,0.8,33.3,5.0,45.9,0.4,49.5,5.7
143,Evan Fournier,NYK,23,13,10,18.0,2.0,0.3,15.6,3.4,57.7,0.3,63.4,9.2
144,Evan Mobley,CLE,58,36,22,34.1,8.9,3.8,42.7,15.2,58.6,1.2,63.7,5.4
145,Facundo Campazzo,DAL,8,2,6,6.5,0.3,0.0,0.0,0.8,33.3,0.1,40.0,13.1
146,Frank Kaminsky,HOU,27,11,16,6.7,1.4,0.8,56.8,2.4,57.8,0.0,58.7,3.9
147,Frank Ntilikina,DAL,35,17,18,11.7,1.3,0.3,20.5,2.3,55.7,0.2,62.0,8.9
148,Franz Wagner,ORL,58,23,35,33.2,3.9,0.8,20.6,7.6,52.1,0.6,56.4,8.9
149,Fred VanVleet,TOR,50,24,26,36.9,4.3,0.8,19.4,8.1,53.2,0.8,59.2,10.1
150,Furkan Korkmaz,PHI,25,17,8,10.2,1.2,0.3,24.1,2.1,55.8,0.2,63.0,10.9
151,Gabe Vincent,MIA,44,25,19,26.1,2.3,0.4,18.0,4.2,54.3,0.2,57.1,11.2
152,Garrett Temple,NOP,18,11,7,7.2,0.6,0.2,27.3,1.2,52.4,0.2,61.1,10.5
153,Garrison Mathews,ATL,45,12,33,13.4,1.4,0.3,19.4,2.8,49.6,0.3,56.4,9.2
154,Gary Harris,ORL,30,12,18,24.5,2.1,0.4,20.3,4.0,53.8,0.4,59.3,11.9
155,Gary Payton II,GSW,15,8,7,17.0,2.6,0.8,30.8,5.2,50.0,0.4,54.2,6.5
156,Gary Trent Jr.,TOR,50,23,27,33.6,2.6,0.5,19.5,4.3,59.8,0.2,63.4,10.0
157,George Hill,IND,36,24,12,18.8,1.9,0.4,22.4,4.1,45.3,0.3,49.3,10.1
158,Georges Niang,PHI,54,36,18,19.9,2.5,0.6,23.0,4.9,51.3,0.5,56.7,6.8
159,Giannis Antetokounmpo,MIL,46,34,12,33.6,12.3,4.0,32.6,19.0,64.7,1.4,69.9,5.2
160,Goga Bitadze,ORL,21,8,13,9.6,2.3,1.2,51.0,5.1,45.4,0.9,54.4,3.8
161,Goran Dragic,CHI,50,22,28,15.5,1.3,0.3,19.4,2.8,47.2,0.2,51.5,9.5
162,Gordon Hayward,CHA,33,11,22,31.2,4.2,0.8,19.6,6.6,63.3,0.5,68.3,9.7
163,Gorgui Dieng,SAS,19,2,17,10.2,2.8,0.9,32.1,4.4,63.1,0.2,65.4,6.7
164,Grant Williams,BOS,57,41,16,28.0,4.8,1.9,38.4,9.0,53.7,0.7,58.0,6.6
165,Grayson Allen,MIL,53,38,15,27.6,3.4,0.7,20.4,6.6,52.0,0.7,58.0,9.1
166,Greg Brown III,POR,16,10,6,5.8,1.2,0.4,31.6,1.9,61.3,0.1,65.5,7.1
167,Hamidou Diallo,DET,48,12,36,16.8,3.4,1.1,33.1,5.5,62.2,0.2,64.9,7.0
168,Harrison Barnes,SAC,57,32,25,32.6,4.6,1.5,32.1,8.1,56.6,0.7,62.2,7.9
169,Haywood Highsmith,MIA,42,23,19,19.6,3.8,1.3,34.2,6.8,55.2,0.6,60.3,7.8
170,Herbert Jones,NOP,42,19,23,28.8,3.8,1.4,37.3,7.4,51.8,0.4,54.6,8.5
171,Immanuel Quickley,NYK,58,32,26,27.8,4.0,0.5,12.0,6.9,58.5,0.4,62.6,9.6
172,Isaac Okoro,CLE,60,38,22,21.3,2.6,0.7,28.6,5.2,49.8,0.3,53.1,9.7
173,Isaiah Hartenstein,NYK,59,32,27,19.6,6.5,3.4,52.7,12.5,52.2,0.9,56.3,4.7
174,Isaiah Jackson,IND,44,16,28,15.5,4.0,2.3,57.5,8.2,48.3,0.8,53.4,4.5
175,Isaiah Joe,OKC,48,24,24,15.7,2.2,0.3,15.1,4.2,52.7,0.5,59.6,7.5
176,Isaiah Livers,DET,35,9,26,21.1,2.4,0.9,35.7,4.6,52.2,0.5,58.7,9.3
177,Isaiah Mobley,CLE,8,5,3,3.3,1.4,0.6,45.5,1.6,84.6,0.0,84.6,5.7
178,Isaiah Roby,SAS,41,9,32,11.3,2.5,0.8,31.7,4.2,59.8,0.2,63.4,5.9
179,Isaiah Stewart,DET,46,12,34,28.5,8.0,3.2,39.6,14.4,55.7,1.0,59.9,4.6
180,Isaiah Todd,WAS,4,2,2,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,Ish Smith,DEN,29,19,10,10.1,1.3,0.4,29.7,2.6,50.0,0.3,57.8,7.7
182,Ish Wainright,PHX,41,22,19,15.8,2.2,0.9,41.1,4.0,54.5,0.3,58.8,7.3
183,Ivica Zubac,LAC,58,31,27,29.4,10.1,5.1,50.9,17.9,56.3,1.1,60.1,4.2
184,JD Davison,BOS,5,4,1,2.3,0.4,0.0,0.0,0.6,66.7,0.0,66.7,4.1
185,JT Thor,CHA,46,11,35,10.8,1.7,0.6,37.2,2.8,60.9,0.2,64.5,7.9
186,Ja Morant,MEM,47,30,17,32.7,5.9,1.4,24.1,11.2,52.9,0.9,57.3,7.9
187,JaMychal Green,GSW,38,19,19,14.7,3.9,1.8,45.0,6.4,60.8,0.5,65.6,5.0
188,JaVale McGee,DAL,35,17,18,8.1,2.6,1.4,54.4,4.7,54.5,0.4,59.6,4.2
189,Jabari Smith Jr.,HOU,54,12,42,29.9,7.0,2.7,38.6,11.4,61.2,0.9,66.7,5.4
190,Jabari Walker,POR,38,19,19,8.8,2.1,1.1,52.5,3.8,55.6,0.2,59.3,4.7
191,Jack White,DEN,13,11,2,3.2,0.5,0.3,57.1,1.1,50.0,0.1,53.8,5.0
192,Jaden Hardy,DAL,30,15,15,11.4,1.4,0.2,14.6,2.5,55.4,0.1,58.6,9.0
193,Jaden Ivey,DET,53,15,38,30.1,3.9,0.8,19.1,8.3,47.7,0.9,53.7,8.1
194,Jaden McDaniels,MIN,57,30,27,30.5,3.8,1.4,35.9,7.5,51.1,0.7,56.4,8.5
195,Jaden Springer,PHI,7,7,0,3.7,1.0,0.4,42.9,1.7,58.3,0.1,63.6,6.2
196,Jae'Sean Tate,HOU,19,3,16,21.1,3.9,1.4,34.7,7.3,54.0,0.4,57.3,7.2
197,Jake LaRavia,MEM,30,20,10,12.7,2.0,0.6,32.2,3.3,59.0,0.2,62.1,7.9
198,Jakob Poeltl,TOR,48,13,35,26.1,8.8,4.9,55.7,14.6,60.6,0.9,64.4,4.5
199,Jalen Brunson,NYK,55,30,25,35.0,3.5,0.7,18.6,6.9,51.2,0.5,55.3,9.7
200,Jalen Duren,DET,49,14,35,25.3,8.7,4.3,49.1,16.6,52.5,1.1,56.1,4.3
201,Jalen Green,HOU,53,11,42,34.3,4.0,0.8,20.6,7.5,53.6,0.5,57.1,7.5
202,Jalen Johnson,ATL,54,27,27,14.6,3.9,1.4,36.3,6.4,61.1,0.5,66.7,5.4
203,Jalen McDaniels,PHI,58,17,41,26.5,4.8,1.1,23.3,8.9,53.8,0.8,58.7,5.9
204,Jalen Smith,IND,50,23,27,18.4,5.6,2.4,43.1,9.7,57.7,0.6,61.2,4.7
205,Jalen Suggs,ORL,34,13,21,23.0,2.7,0.8,30.8,5.6,47.9,0.5,52.6,9.1
206,Jalen Williams,OKC,52,25,27,29.2,4.1,1.2,29.8,7.5,55.4,0.6,60.6,8.1
207,Jamal Cain,MIA,13,8,5,13.9,2.9,1.1,36.8,4.9,59.4,0.5,65.5,5.9
208,Jamal Murray,DEN,45,32,13,32.5,4.1,0.7,16.1,6.9,60.0,0.6,65.5,8.9
209,Jamaree Bouyea,MIA,3,2,1,17.2,0.7,0.3,50.0,3.0,22.2,0.3,25.0,12.9
210,James Bouknight,CHA,26,5,21,13.6,2.0,0.5,23.5,3.4,57.3,0.2,61.4,7.9
211,James Harden,PHI,40,27,13,36.4,6.2,1.0,16.5,9.7,64.0,0.7,68.6,6.6
212,James Johnson,IND,12,5,7,8.1,1.3,0.3,25.0,2.4,55.2,0.2,59.3,5.3
213,James Wiseman,DET,21,9,12,12.5,3.5,1.4,39.7,7.0,49.7,0.4,52.5,4.2
214,Jared Rhoden,DET,1,0,1,12.0,1.0,1.0,100.0,1.0,100.0,0.0,100.0,0.6
215,Jaren Jackson Jr.,MEM,39,24,15,27.1,6.6,2.6,39.9,12.3,53.6,1.0,58.2,6.3
216,Jarred Vanderbilt,LAL,54,26,28,24.0,7.8,2.5,32.2,12.5,62.5,0.6,65.8,5.3
217,Jarrett Allen,CLE,53,35,18,33.2,9.9,4.6,46.9,16.9,58.7,1.4,63.9,4.9
218,Jarrett Culver,ATL,10,5,5,13.7,3.8,1.4,36.8,5.6,67.9,0.2,70.4,5.8
219,Jason Preston,LAC,13,3,10,9.4,1.7,0.3,18.2,2.8,61.1,0.1,62.9,7.8
220,Javonte Green,CHI,28,11,17,16.0,2.9,1.3,45.1,5.6,52.2,0.6,58.2,6.2
221,Jaxson Hayes,NOP,32,15,17,13.6,3.0,1.0,32.6,5.3,56.5,0.3,59.4,6.0
222,Jaylen Brown,BOS,48,33,15,35.6,7.0,1.6,23.2,11.2,62.7,0.9,68.0,7.1
223,Jaylen Nowell,MIN,60,31,29,19.8,2.7,0.6,20.6,4.8,55.9,0.3,59.9,9.4
224,Jaylin Williams,OKC,24,11,13,15.3,4.1,1.3,32.7,7.1,57.3,0.3,60.1,5.1
225,Jayson Tatum,BOS,54,39,15,37.4,8.6,1.7,19.4,12.5,68.9,0.7,73.1,6.4
226,Jeff Dowtin Jr.,TOR,15,10,5,6.8,0.9,0.2,21.4,1.1,87.5,0.0,87.5,13.7
227,Jeff Green,DEN,36,23,13,19.0,2.6,0.8,29.3,4.3,59.0,0.2,62.2,8.3
228,Jerami Grant,POR,54,25,29,35.7,4.3,1.0,23.1,7.5,57.5,0.6,62.4,8.7
229,Jeremiah Robinson-Earl,OKC,27,10,17,21.0,4.9,2.4,48.5,9.7,50.2,1.3,57.9,4.8
230,Jeremy Sochan,SAS,46,11,35,25.8,4.8,1.8,36.3,9.3,51.9,1.0,58.4,5.9
231,Jericho Sims,NYK,46,26,20,16.2,4.9,2.3,47.8,8.8,55.3,0.6,59.6,5.0
232,Jevon Carter,MIL,57,40,17,22.4,2.5,0.3,12.6,4.1,61.1,0.2,63.6,11.8
233,Jimmy Butler,MIA,43,24,19,33.7,6.0,2.4,40.0,10.5,57.4,0.5,60.0,6.1
234,Jock Landale,PHX,50,26,24,14.3,4.1,2.1,52.2,8.0,50.5,0.5,54.0,5.4
235,Joe Harris,BKN,50,28,22,24.1,2.7,0.7,27.1,5.4,48.9,0.6,54.5,9.2
236,Joe Ingles,MIL,24,16,8,22.5,2.7,0.5,18.5,4.0,67.7,0.3,73.9,7.8
237,Joe Wieskamp,TOR,2,1,1,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Joel Embiid,PHI,44,29,15,34.8,10.1,4.0,40.2,17.2,58.4,1.3,63.4,5.0
239,John Butler Jr.,POR,8,2,6,3.2,0.3,0.3,100.0,0.6,40.0,0.0,40.0,4.6
240,John Collins,ATL,49,26,23,31.3,7.2,3.0,42.0,13.1,54.7,0.9,58.8,4.9
241,John Konchar,MEM,48,29,19,22.6,4.7,1.3,26.4,7.7,61.5,0.6,66.4,6.9
242,John Wall,LAC,34,15,19,22.2,2.7,0.5,17.4,5.2,52.3,0.4,56.8,9.6
243,Johnny Davis,WAS,13,6,7,4.7,0.6,0.1,12.5,1.0,61.5,0.0,61.5,11.1
