,Player,Team,GP,MIN,W,L,STL,BLK,DREB,DFGM,DFGA,DFG%
34,Blake Wesley,SAS,14,13.5,2,12,0.4,0.1,1.2,0.8,1.0,78.6
35,Boban Marjanovic,HOU,19,4.4,1,18,0.1,0.1,1.1,0.4,0.5,70.0
36,Bobby Portis,MIL,47,26.8,30,17,0.5,0.2,7.5,2.4,3.4,70.4
37,Bogdan Bogdanovic,ATL,34,29.8,16,18,0.9,0.3,2.9,1.9,2.6,75.0
38,Bojan Bogdanovic,DET,55,32.0,15,40,0.6,0.1,3.1,1.9,2.5,76.3
39,Bol Bol,ORL,54,23.2,21,33,0.4,1.3,5.1,2.0,3.0,67.1
40,Bones Hyland,LAC,43,19.4,29,14,0.7,0.3,1.8,1.6,1.9,83.8
41,Bradley Beal,WAS,35,32.8,19,16,0.8,0.7,2.6,1.4,2.0,70.4
42,Brandon Boston Jr.,LAC,21,11.7,8,13,0.4,0.0,1.0,0.9,1.2,69.2
43,Brandon Clarke,MEM,51,20.0,29,22,0.6,0.7,4.0,1.7,3.2,55.3
44,Brandon Ingram,NOP,24,32.2,12,12,0.8,0.5,4.5,1.5,2.3,64.3
45,Braxton Key,DET,3,3.0,0,3,0.0,0.0,0.3,0.0,0.0,0.0
46,Brook Lopez,MIL,56,30.3,39,17,0.5,2.4,4.6,4.0,7.8,51.7
47,Bruce Brown,DEN,58,28.8,41,17,1.1,0.6,3.2,1.8,2.6,69.9
48,Bruno Fernando,ATL,32,11.5,9,23,0.2,1.0,2.3,1.5,2.5,58.0
49,Bryce McGowens,CHA,26,14.7,8,18,0.3,0.2,1.3,0.7,1.0,68.0
50,Bryn Forbes,MIN,25,10.7,9,16,0.3,0.1,0.4,0.3,0.5,66.7
51,Buddy Boeheim,DET,1,1.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0
52,Buddy Hield,IND,60,32.0,26,34,1.1,0.3,4.1,2.5,3.6,70.0
53,CJ McCollum,NOP,52,35.0,26,26,1.0,0.6,3.6,2.3,2.9,78.9
54,Cade Cunningham,DET,12,33.3,3,9,0.8,0.6,5.2,2.8,4.1,69.4
55,Caleb Houstan,ORL,34,16.1,12,22,0.2,0.1,1.5,1.1,1.6,71.7
56,Caleb Martin,MIA,49,30.3,26,23,1.0,0.4,3.8,2.6,3.7,68.7
57,Cam Reddish,POR,23,22.1,10,13,0.8,0.4,1.3,1.3,1.9,72.1
58,Cam Thomas,BKN,41,16.6,25,16,0.4,0.1,1.5,1.0,1.5,67.7
59,Cameron Johnson,BKN,20,25.9,14,6,1.0,0.4,3.1,1.7,2.6,64.7
60,Cameron Payne,PHX,28,24.0,15,13,0.9,0.2,2.0,1.3,1.6,77.8
61,Caris LeVert,CLE,55,30.4,33,22,0.9,0.2,3.2,1.5,1.9,75.7
62,Cedi Osman,CLE,58,21.0,37,21,0.5,0.1,1.9,0.8,1.1,73.0
63,Charles Bassey,SAS,26,13.6,5,21,0.3,0.9,3.4,1.7,2.8,60.8
64,Chima Moneke,SAC,2,4.0,1,1,0.0,0.0,0.0,0.5,0.5,100.0
65,Chimezie Metu,SAC,44,10.8,25,19,0.3,0.3,2.3,1.5,2.6,58.3
66,Chris Boucher,TOR,53,20.8,26,27,0.7,0.8,3.6,1.5,2.4,61.4
67,Chris Duarte,IND,36,19.3,14,22,0.5,0.2,2.0,1.7,2.3,75.3
68,Chris Paul,PHX,38,31.9,20,18,1.5,0.5,3.9,1.6,2.1,75.9
69,Chris Silva,DAL,1,3.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,54,15.5,38,16,0.5,0.2,1.7,0.9,1.2,72.3
71,Christian Koloko,TOR,45,14.6,21,24,0.3,1.1,1.7,1.8,3.2,56.6
72,Christian Wood,DAL,48,27.7,26,22,0.5,1.2,6.6,3.3,5.4,60.2
73,Chuma Okeke,ORL,19,21.3,5,14,0.6,0.5,3.0,2.3,3.2,73.3
74,Clint Capela,ATL,43,26.9,23,20,0.7,1.2,7.1,3.4,5.8,58.5
75,Coby White,CHI,49,22.1,22,27,0.8,0.1,2.5,1.3,2.0,66.7
76,Cody Martin,CHA,7,19.1,2,5,0.6,0.1,2.3,1.1,1.3,88.9
77,Cole Anthony,ORL,39,25.0,18,21,0.6,0.6,4.0,1.2,1.7,66.2
78,Cole Swider,LAL,6,6.7,1,5,0.0,0.0,1.0,0.5,0.5,100.0
79,Collin Sexton,UTA,47,24.0,24,23,0.6,0.1,1.4,0.9,1.3,63.5
80,Corey Kispert,WAS,49,27.1,23,26,0.6,0.1,2.3,1.7,2.7,60.9
81,Cory Joseph,DET,40,15.8,10,30,0.4,0.1,1.1,1.0,1.2,80.9
82,D'Angelo Russell,LAL,57,32.8,29,28,1.1,0.4,2.5,1.9,2.6,75.3
83,Daishen Nix,HOU,41,15.5,11,30,0.6,0.1,1.4,0.9,1.2,71.4
84,Dalano Banton,TOR,26,9.5,14,12,0.5,0.5,1.0,0.8,1.2,68.8
85,Dalen Terry,CHI,21,4.1,10,11,0.1,0.2,0.3,0.1,0.4,33.3
86,Damian Jones,UTA,23,8.0,6,17,0.1,0.6,1.7,1.0,1.8,53.7
87,Damian Lillard,POR,46,36.2,23,23,0.8,0.3,3.7,2.3,3.0,77.5
88,Damion Lee,PHX,59,22.3,32,27,0.5,0.1,2.8,1.8,2.3,81.2
89,Daniel Gafford,WAS,55,18.7,25,30,0.3,1.3,3.3,2.5,4.9,51.5
90,Daniel Theis,IND,6,15.5,1,5,0.2,0.7,2.2,2.7,4.3,61.5
91,Danny Green,CLE,4,13.8,1,3,0.5,0.0,1.0,1.0,1.5,66.7
92,Danuel House Jr.,PHI,37,14.8,24,13,0.2,0.2,1.5,0.9,1.2,71.1
93,Dario Saric,OKC,38,14.4,18,20,0.4,0.1,2.8,1.2,1.7,70.3
94,Darius Bazley,PHX,36,15.4,16,20,0.5,0.8,2.6,1.6,2.8,58.0
95,Darius Days,HOU,3,7.8,0,3,0.0,0.3,1.7,0.3,0.3,100.0
96,Darius Garland,CLE,51,35.2,28,23,1.3,0.1,2.3,1.0,1.3,72.1
97,David Duke Jr.,BKN,16,8.8,7,9,0.4,0.1,0.6,0.5,0.8,61.5
98,David Roddy,MEM,46,17.8,29,17,0.5,0.3,2.0,1.6,2.0,78.7
99,Davion Mitchell,SAC,56,17.8,31,25,0.5,0.2,1.1,0.9,1.2,72.5
100,Davis Bertans,DAL,34,10.6,17,17,0.2,0.1,0.8,0.9,1.3,65.9
101,Davon Reed,LAL,37,8.8,24,13,0.4,0.1,1.3,0.6,0.9,72.7
102,Day'Ron Sharpe,BKN,32,10.2,16,16,0.2,0.5,2.2,1.3,1.8,70.7
103,De'Aaron Fox,SAC,52,34.0,31,21,1.1,0.3,3.8,1.8,2.3,80.5
104,De'Andre Hunter,ATL,49,32.0,27,22,0.6,0.2,3.7,2.0,2.9,69.9
105,De'Anthony Melton,PHI,54,28.5,36,18,1.7,0.5,3.2,1.7,2.5,69.2
106,DeAndre Jordan,DEN,34,14.6,21,13,0.2,0.6,3.7,1.9,2.8,67.4
107,DeMar DeRozan,CHI,52,36.3,24,28,0.9,0.5,4.1,2.3,3.2,73.9
108,Dean Wade,CLE,31,21.7,22,9,0.7,0.5,3.2,1.9,2.9,64.8
109,Deandre Ayton,PHX,50,30.2,24,26,0.6,0.7,7.3,2.9,4.5,64.8
110,Dejounte Murray,ATL,54,36.5,27,27,1.5,0.3,4.8,2.8,3.7,74.9
111,Delon Wright,WAS,28,22.3,18,10,2.0,0.3,2.2,1.4,1.9,71.7
112,Deni Avdija,WAS,55,26.3,26,29,0.9,0.5,5.2,2.7,4.0,68.0
113,Dennis Schroder,LAL,46,30.0,23,23,0.7,0.1,2.3,1.2,1.6,77.0
114,Dennis Smith Jr.,CHA,38,25.0,11,27,1.4,0.4,2.3,1.6,2.2,70.6
115,Deonte Burton,SAC,2,3.3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,5,2.3,2,3,0.0,0.0,0.0,0.2,0.2,100.0
117,Derrick Jones Jr.,CHI,45,15.1,17,28,0.5,0.6,1.6,1.3,1.9,69.0
118,Derrick Rose,NYK,26,12.9,11,15,0.3,0.2,1.2,0.8,1.2,73.3
119,Derrick White,BOS,59,27.7,42,17,0.7,0.9,2.8,2.1,3.3,63.8
120,Desmond Bane,MEM,35,31.2,22,13,1.0,0.4,4.2,1.4,2.1,68.5
121,Devin Booker,PHX,32,33.8,21,11,0.9,0.3,3.8,1.5,2.2,68.1
122,Devin Vassell,SAS,29,31.3,8,21,1.2,0.4,3.8,1.7,2.3,70.6
123,Devon Dotson,WAS,6,8.9,1,5,0.8,0.0,0.7,0.2,0.2,100.0
124,Devonte' Graham,SAS,57,16.2,27,30,0.6,0.2,1.2,0.8,1.0,78.2
125,Dewayne Dedmon,PHI,30,11.7,17,13,0.2,0.5,2.7,1.2,2.1,58.7
126,Dillon Brooks,MEM,52,30.5,32,20,0.8,0.2,2.7,1.2,1.7,72.7
127,Domantas Sabonis,SAC,55,34.6,31,24,0.8,0.5,9.3,5.6,8.7,64.2
128,Dominick Barlow,SAS,10,9.5,0,10,0.2,0.2,1.0,1.5,2.5,60.0
129,Donovan Mitchell,CLE,50,35.5,33,17,1.5,0.4,3.1,1.7,2.0,85.3
130,Donte DiVincenzo,GSW,47,25.2,26,21,1.3,0.1,3.2,1.6,2.2,71.2
131,Dorian Finney-Smith,BKN,44,32.0,21,23,0.9,0.5,3.2,2.6,4.1,63.3
132,Doug McDermott,SAS,50,20.4,14,36,0.2,0.1,1.9,1.2,1.5,79.2
133,Draymond Green,GSW,51,31.7,27,24,0.9,0.8,6.4,2.4,5.0,48.2
134,Drew Eubanks,POR,56,19.5,26,30,0.5,1.2,3.3,2.9,4.9,57.8
135,Dru Smith,BKN,8,12.1,4,4,1.0,0.4,1.8,0.6,1.1,55.6
136,Duane Washington Jr.,PHX,31,12.7,17,14,0.2,0.1,1.1,0.9,1.1,80.0
137,Duncan Robinson,MIA,29,18.1,14,15,0.3,0.0,1.7,1.2,1.6,80.0
138,Dwight Powell,DAL,55,19.7,30,25,0.6,0.4,2.2,2.7,4.1,64.0
139,Dyson Daniels,NOP,39,19.9,21,18,0.9,0.3,2.8,1.6,2.3,69.7
140,Edmond Sumner,BKN,46,14.5,28,18,0.7,0.2,1.3,0.8,1.1,71.2
141,Eric Gordon,LAC,48,30.0,13,35,0.6,0.4,1.8,0.8,0.9,83.7
142,Eugene Omoruyi,OKC,23,11.8,9,14,0.6,0.0,1.3,0.4,0.8,52.6
143,Evan Fournier,NYK,23,18.0,13,10,0.6,0.1,1.8,0.7,0.9,85.0
144,Evan Mobley,CLE,59,34.2,36,23,0.8,1.4,6.5,4.1,6.7,61.6
145,Facundo Campazzo,DAL,8,6.5,2,6,0.8,0.0,0.3,0.3,0.3,100.0
146,Frank Kaminsky,HOU,28,7.0,11,17,0.2,0.1,1.3,1.3,1.8,68.6
147,Frank Ntilikina,DAL,36,12.0,17,19,0.2,0.1,1.1,0.6,0.8,70.0
148,Franz Wagner,ORL,58,33.2,23,35,0.9,0.2,3.0,1.7,2.4,72.3
149,Fred VanVleet,TOR,50,36.9,24,26,1.6,0.6,3.8,2.2,2.9,74.8
150,Furkan Korkmaz,PHI,25,10.2,17,8,0.2,0.1,0.9,0.6,0.8,70.0
151,Gabe Vincent,MIA,45,26.3,25,20,0.9,0.1,1.9,1.2,1.5,77.6
152,Garrett Temple,NOP,18,7.2,11,7,0.5,0.1,0.5,0.8,0.9,82.4
153,Garrison Mathews,ATL,46,13.2,12,34,0.5,0.1,1.2,0.5,0.7,71.0
154,Gary Harris,ORL,30,24.5,12,18,0.9,0.2,1.7,1.1,1.4,74.4
155,Gary Payton II,GSW,15,17.0,8,7,1.1,0.1,1.9,1.4,1.8,77.8
156,Gary Trent Jr.,TOR,50,33.6,23,27,1.7,0.3,2.2,1.2,1.6,77.2
157,George Hill,IND,36,18.8,24,12,0.6,0.1,1.5,0.8,1.2,69.8
158,Georges Niang,PHI,55,19.8,37,18,0.4,0.2,2.2,1.3,1.8,72.7
159,Giannis Antetokounmpo,MIL,46,33.6,34,12,0.8,0.8,9.9,2.4,4.5,53.4
160,Goga Bitadze,ORL,21,9.6,8,13,0.4,0.5,1.1,1.0,1.8,55.3
161,Goran Dragic,CHI,50,15.5,22,28,0.2,0.1,1.1,0.6,0.9,72.7
162,Gordon Hayward,CHA,34,31.2,12,22,0.9,0.2,3.5,1.3,1.8,69.4
163,Gorgui Dieng,SAS,19,10.2,2,17,0.1,0.4,1.8,1.4,2.2,64.3
164,Grant Williams,BOS,58,27.9,42,16,0.6,0.4,3.7,1.8,2.7,66.5
165,Grayson Allen,MIL,53,27.6,38,15,0.8,0.2,2.5,1.3,1.7,75.8
166,Greg Brown III,POR,16,5.8,10,6,0.3,0.3,1.1,0.1,0.4,33.3
167,Hamidou Diallo,DET,49,16.7,12,37,0.9,0.3,2.4,0.8,1.3,61.3
168,Harrison Barnes,SAC,57,32.6,32,25,0.8,0.1,3.6,1.9,2.7,69.2
169,Haywood Highsmith,MIA,43,19.7,23,20,0.8,0.3,2.7,0.9,1.4,66.1
170,Herbert Jones,NOP,43,28.8,19,24,1.7,0.7,2.4,2.2,3.0,74.4
171,Immanuel Quickley,NYK,59,27.7,33,26,0.8,0.1,3.4,1.6,2.3,70.7
172,Isaac Okoro,CLE,61,21.2,38,23,0.7,0.4,1.9,1.1,1.8,59.5
173,Isaiah Hartenstein,NYK,60,19.7,33,27,0.6,0.8,3.8,2.1,3.8,54.8
174,Isaiah Jackson,IND,45,15.3,17,28,0.4,1.5,2.5,1.9,3.5,54.1
175,Isaiah Joe,OKC,49,15.7,25,24,0.6,0.1,1.9,1.1,1.3,81.5
176,Isaiah Livers,DET,36,21.1,9,27,0.5,0.6,1.9,1.7,3.1,55.9
177,Isaiah Mobley,CLE,8,3.3,5,3,0.1,0.0,1.3,0.3,0.3,100.0
178,Isaiah Roby,SAS,41,11.3,9,32,0.4,0.2,2.0,1.3,1.8,71.6
179,Isaiah Stewart,DET,47,28.5,12,35,0.4,0.7,5.7,3.3,5.3,62.1
180,Isaiah Todd,WAS,4,3.1,2,2,0.0,0.0,0.0,0.0,0.0,0.0
181,Ish Smith,DEN,30,10.4,20,10,0.2,0.2,1.3,0.6,0.8,82.6
182,Ish Wainright,PHX,41,15.8,22,19,0.9,0.3,1.3,0.8,1.1,75.6
183,Ivica Zubac,LAC,58,29.4,31,27,0.4,1.3,6.8,2.9,5.2,56.0
184,JD Davison,BOS,6,2.3,5,1,0.2,0.0,0.3,0.0,0.0,0.0
185,JT Thor,CHA,47,10.8,12,35,0.2,0.2,1.2,0.8,1.3,60.0
186,Ja Morant,MEM,48,32.7,31,17,1.0,0.3,4.8,1.6,2.3,67.9
187,JaMychal Green,GSW,38,14.7,19,19,0.5,0.3,2.6,1.4,2.1,68.4
188,JaVale McGee,DAL,36,8.1,17,19,0.1,0.6,1.8,1.4,2.3,59.5
189,Jabari Smith Jr.,HOU,55,29.9,12,43,0.5,1.0,5.7,3.0,4.8,63.5
190,Jabari Walker,POR,38,8.8,19,19,0.1,0.2,1.3,0.9,1.3,68.0
191,Jack White,DEN,14,3.1,12,2,0.1,0.1,0.3,0.4,0.6,75.0
192,Jaden Hardy,DAL,31,11.8,15,16,0.3,0.1,1.3,0.8,1.1,75.8
193,Jaden Ivey,DET,54,30.0,15,39,0.9,0.2,2.9,2.5,3.1,82.4
194,Jaden McDaniels,MIN,57,30.5,30,27,1.0,1.0,2.5,2.0,3.8,52.5
195,Jaden Springer,PHI,7,3.7,7,0,0.3,0.3,0.4,0.1,0.4,33.3
196,Jae'Sean Tate,HOU,20,21.0,3,17,0.6,0.2,2.3,1.4,2.1,65.9
197,Jake LaRavia,MEM,30,12.7,20,10,0.4,0.1,1.4,1.3,1.8,70.4
198,Jakob Poeltl,TOR,48,26.1,13,35,0.8,1.3,5.6,4.8,7.8,62.2
199,Jalen Brunson,NYK,56,35.1,31,25,0.9,0.3,3.0,1.6,2.2,72.7
200,Jalen Duren,DET,50,25.3,14,36,0.6,0.9,5.3,3.3,5.3,61.4
201,Jalen Green,HOU,54,33.9,11,43,0.8,0.2,3.4,1.9,2.4,80.0
202,Jalen Johnson,ATL,55,14.4,27,28,0.5,0.4,3.1,1.3,2.0,62.5
203,Jalen McDaniels,PHI,59,26.3,18,41,1.1,0.5,4.0,1.8,2.9,61.3
204,Jalen Smith,IND,51,18.2,24,27,0.3,0.8,3.8,2.1,3.7,56.7
205,Jalen Suggs,ORL,34,23.0,13,21,1.3,0.5,1.8,1.4,1.9,75.0
206,Jalen Williams,OKC,53,29.0,26,27,1.2,0.5,3.2,1.4,2.4,59.2
207,Jamal Cain,MIA,13,13.9,8,5,0.6,0.0,2.0,0.4,0.5,83.3
208,Jamal Murray,DEN,45,32.5,32,13,1.0,0.2,3.4,1.8,2.5,72.3
209,Jamaree Bouyea,MIA,4,16.3,2,2,1.0,0.5,1.0,1.3,1.5,83.3
210,James Bouknight,CHA,26,13.6,5,21,0.5,0.2,1.8,0.7,1.4,52.8
211,James Harden,PHI,41,36.4,28,13,1.2,0.6,5.6,1.8,2.4,75.5
212,James Johnson,IND,12,8.2,5,7,0.3,0.4,1.2,0.8,0.9,81.8
213,James Wiseman,DET,22,13.0,9,13,0.1,0.3,2.6,2.0,2.9,71.4
214,Jared Rhoden,DET,1,12.0,0,1,0.0,0.0,1.0,1.0,2.0,50.0
215,Jaren Jackson Jr.,MEM,40,27.2,25,15,1.1,3.3,5.0,3.2,7.2,44.8
216,Jarred Vanderbilt,LAL,55,24.0,27,28,1.0,0.3,5.5,2.7,3.9,69.1
217,Jarrett Allen,CLE,54,33.3,35,19,0.8,1.2,6.7,3.4,6.2,54.3
218,Jarrett Culver,ATL,10,13.7,5,5,0.6,0.2,2.8,1.8,2.4,75.0
219,Jason Preston,LAC,13,9.4,3,10,0.2,0.0,1.5,0.3,0.5,57.1
220,Javonte Green,CHI,28,16.0,11,17,0.8,0.7,2.0,1.1,1.9,58.5
221,Jaxson Hayes,NOP,33,13.3,15,18,0.4,0.3,2.0,0.8,1.2,64.1
222,Jaylen Brown,BOS,48,35.6,33,15,1.1,0.5,5.8,2.4,3.6,65.7
223,Jaylen Nowell,MIN,60,19.8,31,29,0.7,0.1,2.1,1.4,1.8,80.0
224,Jaylin Williams,OKC,25,15.7,12,13,0.4,0.2,3.7,2.0,2.8,73.9
225,Jayson Tatum,BOS,55,37.3,40,15,1.0,0.8,7.6,2.2,3.3,66.1
226,Jeff Dowtin Jr.,TOR,15,6.8,10,5,0.2,0.1,0.6,0.1,0.4,33.3
227,Jeff Green,DEN,37,19.2,24,13,0.4,0.2,1.8,1.6,2.4,67.8
228,Jerami Grant,POR,54,35.7,25,29,0.8,0.8,3.5,1.7,2.6,64.1
229,Jeremiah Robinson-Earl,OKC,28,20.9,11,17,0.8,0.4,2.9,2.0,3.5,56.7
230,Jeremy Sochan,SAS,47,25.9,11,36,0.8,0.5,3.2,2.1,3.2,63.8
231,Jericho Sims,NYK,47,16.3,27,20,0.3,0.6,2.9,1.7,2.7,63.2
232,Jevon Carter,MIL,57,22.4,40,17,1.0,0.4,2.1,0.8,1.1,74.6
233,Jimmy Butler,MIA,44,33.7,24,20,2.0,0.4,3.8,1.5,2.0,76.1
234,Jock Landale,PHX,50,14.3,26,24,0.3,0.5,2.4,1.9,3.4,55.4
235,Joe Harris,BKN,51,23.8,29,22,0.5,0.3,2.3,1.7,2.2,75.2
236,Joe Ingles,MIL,24,22.6,16,8,0.5,0.1,2.4,1.2,1.4,82.4
237,Joe Wieskamp,TOR,2,8.5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
238,Joel Embiid,PHI,45,34.9,30,15,1.2,1.5,8.4,5.1,8.2,62.2
239,John Butler Jr.,POR,8,3.2,2,6,0.0,0.3,0.1,0.3,0.4,66.7
240,John Collins,ATL,50,31.1,26,24,0.7,1.2,6.0,3.3,5.2,63.3
241,John Konchar,MEM,49,22.4,30,19,1.0,0.3,3.8,1.6,2.3,69.6
242,John Wall,LAC,34,22.2,15,19,0.8,0.4,2.3,1.2,1.7,73.7
243,Johnny Davis,WAS,13,4.7,6,7,0.1,0.1,0.5,0.1,0.2,33.3
244,Jonas Valanciunas,NOP,58,24.7,29,29,0.3,0.5,6.9,3.3,4.9,68.0
245,Jonathan Isaac,ORL,10,10.8,7,3,1.2,0.3,2.3,0.4,0.7,57.1
246,Jonathan Kuminga,GSW,46,19.3,25,21,0.5,0.4,2.2,1.6,2.3,68.2
247,Jordan Clarkson,UTA,58,32.5,28,30,0.5,0.2,2.9,2.1,3.2,66.0
248,Jordan Goodwin,WAS,40,18.0,15,25,1.0,0.5,2.4,1.4,2.1,65.9
249,Jordan Hall,SAS,9,9.2,1,8,0.1,0.0,1.0,0.8,0.8,100.0
250,Jordan McLaughlin,MIN,23,15.5,13,10,0.8,0.1,1.0,0.6,0.7,76.5
251,Jordan Nwora,IND,40,15.6,27,13,0.4,0.2,2.4,0.9,1.2,76.1
252,Jordan Poole,GSW,57,30.7,28,29,0.8,0.2,2.4,1.2,1.6,74.2
253,Jordan Schakel,WAS,2,3.1,0,2,0.5,0.0,0.0,0.0,0.0,0.0
254,Jose Alvarado,NOP,58,21.8,30,28,1.1,0.2,1.9,1.2,1.4,84.3
255,Josh Christopher,HOU,40,10.1,7,33,0.4,0.2,0.8,0.4,0.7,63.0
256,Josh Giddey,OKC,52,30.8,23,29,0.8,0.5,5.8,2.2,3.3,67.1
257,Josh Green,DAL,40,24.9,20,20,0.9,0.1,1.8,1.2,1.4,86.0
258,Josh Hart,NYK,54,33.0,28,26,1.1,0.2,6.2,2.5,3.5,72.2
259,Josh Minott,MIN,11,6.2,5,6,0.3,0.5,1.5,0.6,1.3,50.0
260,Josh Okogie,PHX,49,14.4,25,24,0.7,0.4,1.7,0.8,1.2,71.9
261,Josh Richardson,NOP,43,23.9,12,31,1.1,0.3,2.1,1.6,2.0,80.0
262,Joshua Primo,SAS,4,23.3,3,1,0.3,0.5,2.8,1.5,2.8,54.5
263,Jrue Holiday,MIL,46,33.1,34,12,1.3,0.4,3.9,1.4,1.9,74.7
264,Juan Toscano-Anderson,UTA,31,12.6,12,19,0.4,0.2,1.8,0.7,1.4,54.8
265,Juancho Hernangomez,TOR,41,14.8,20,21,0.4,0.1,2.3,1.4,2.0,69.9
266,Julian Champagnie,PHI,2,3.3,2,0,0.5,0.0,0.0,0.5,0.5,100.0
267,Julius Randle,NYK,60,35.9,33,27,0.7,0.3,8.6,2.6,3.7,71.7
268,Justin Champagnie,TOR,3,3.6,2,1,0.0,0.0,1.0,0.0,0.0,0.0
269,Justin Holiday,DAL,28,14.7,12,16,0.2,0.4,0.8,1.0,1.3,73.0
270,Justin Jackson,BOS,23,4.7,15,8,0.2,0.2,0.7,0.1,0.4,33.3
271,Justise Winslow,POR,29,26.8,15,14,1.0,0.4,3.3,1.6,2.3,66.2
272,Jusuf Nurkic,POR,45,27.3,23,22,0.9,0.9,7.2,4.0,6.8,59.1
273,KZ Okpala,SAC,35,7.1,19,16,0.2,0.2,0.8,0.5,1.0,47.1
274,Kai Jones,CHA,27,8.8,6,21,0.2,0.4,1.2,0.5,1.1,43.3
275,Karl-Anthony Towns,MIN,21,33.8,10,11,0.8,0.7,6.5,2.5,3.9,63.4
276,Kawhi Leonard,LAC,33,32.3,22,11,1.4,0.5,4.9,2.0,3.0,66.7
277,Keegan Murray,SAC,55,29.5,31,24,0.7,0.5,3.5,2.1,3.2,67.8
278,Keita Bates-Diop,SAS,44,20.4,10,34,0.7,0.3,2.4,1.4,2.2,66.3
279,Keldon Johnson,SAS,51,32.6,13,38,0.7,0.2,3.9,2.5,3.3,75.9
280,Kelly Olynyk,UTA,48,28.2,22,26,1.0,0.6,4.1,3.6,5.7,62.2
281,Kelly Oubre Jr.,CHA,35,32.6,10,25,1.6,0.4,3.6,1.9,2.7,70.2
282,Kemba Walker,DAL,9,16.0,5,4,0.2,0.2,1.4,1.2,1.7,73.3
283,Kendall Brown,IND,6,6.7,1,5,0.7,0.0,0.7,0.8,0.8,100.0
284,Kendrick Nunn,WAS,49,14.6,24,25,0.4,0.1,1.3,0.8,1.2,65.6
285,Kennedy Chandler,MEM,24,9.2,15,9,0.4,0.2,1.0,0.3,0.4,60.0
