,PLAYER,TEAM,GP,W,L,MIN,Touches,Paint Touches,FGM,FGA,FG%,FTM,FTA,FT%,PTS,PTS%,Pass,Pass%,AST,AST%,TO,TOV%,PF,PF%
55,Caleb Houstan,ORL,32,11,21,16.4,13.8,0.8,0.3,0.5,47.1,0.1,0.1,100.0,0.6,72.0,0.2,20.0,0.0,4.0,0.0,4.0,0.0,4.0
56,Caleb Martin,MIA,47,26,21,30.3,39.7,2.4,0.6,1.0,61.2,0.3,0.3,75.0,1.5,63.2,1.1,45.6,0.2,7.9,0.1,2.6,0.2,7.0
57,Cam Reddish,POR,21,9,12,21.7,19.8,0.8,0.4,0.6,75.0,0.0,0.0,0.0,0.9,105.9,0.2,23.5,0.0,0.0,0.0,5.9,0.0,0.0
58,Cam Thomas,BKN,39,24,15,16.4,29.1,0.3,0.1,0.2,83.3,0.1,0.1,100.0,0.3,120.0,0.1,30.0,0.1,20.0,0.0,0.0,0.0,0.0
59,Cameron Johnson,BKN,18,13,5,25.4,34.3,1.1,0.4,0.8,57.1,0.2,0.3,66.7,1.1,100.0,0.1,10.0,0.0,0.0,0.0,0.0,0.2,15.0
60,Cameron Payne,PHX,28,15,13,24.0,57.8,0.3,0.1,0.1,75.0,0.0,0.0,0.0,0.2,75.0,0.1,50.0,0.1,25.0,0.0,0.0,0.0,0.0
61,Caris LeVert,CLE,53,32,21,30.7,50.4,1.1,0.2,0.5,45.8,0.1,0.2,70.0,0.6,50.0,0.5,45.0,0.1,5.0,0.1,5.0,0.1,8.3
62,Cedi Osman,CLE,57,36,21,21.2,30.5,0.7,0.3,0.4,72.0,0.0,0.0,50.0,0.6,88.1,0.2,28.6,0.0,2.4,0.0,2.4,0.0,2.4
63,Charles Bassey,SAS,24,5,19,13.6,22.3,3.9,1.7,2.2,78.8,0.7,0.9,72.7,4.1,106.5,0.8,21.5,0.1,2.2,0.3,8.6,0.4,9.7
64,Chima Moneke,SAC,2,1,1,4.0,6.5,1.5,0.5,1.0,50.0,0.0,0.0,0.0,1.0,66.7,0.5,33.3,0.5,33.3,0.0,0.0,0.0,0.0
65,Chimezie Metu,SAC,43,25,18,10.8,16.2,3.0,1.5,2.1,71.9,0.3,0.5,75.0,3.4,114.2,0.4,15.0,0.1,3.1,0.1,3.9,0.2,7.1
66,Chris Boucher,TOR,51,24,27,20.8,24.7,4.2,1.8,2.9,62.0,0.7,1.0,73.1,4.5,105.6,0.3,7.9,0.1,1.9,0.2,5.1,0.5,12.1
67,Chris Duarte,IND,35,13,22,19.2,28.2,0.5,0.1,0.2,62.5,0.1,0.1,100.0,0.3,70.6,0.1,17.6,0.0,0.0,0.1,23.5,0.0,5.9
68,Chris Paul,PHX,37,19,18,31.8,75.6,0.2,0.0,0.1,33.3,0.1,0.1,60.0,0.1,33.3,0.1,44.4,0.0,0.0,0.0,11.1,0.0,11.1
69,Chris Silva,DAL,1,1,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Christian Braun,DEN,52,36,16,15.0,17.0,0.9,0.3,0.4,61.9,0.1,0.1,66.7,0.6,62.5,0.4,39.6,0.0,4.2,0.1,6.3,0.1,6.3
71,Christian Koloko,TOR,45,21,24,14.6,15.4,3.3,1.1,2.0,56.2,0.6,0.8,73.0,2.8,85.3,0.8,22.7,0.1,2.0,0.1,4.0,0.4,11.3
72,Christian Wood,DAL,46,26,20,27.9,49.2,4.6,1.9,2.9,66.4,0.6,0.8,76.3,4.6,100.9,0.8,17.5,0.0,0.9,0.3,7.1,0.3,7.6
73,Chuma Okeke,ORL,18,5,13,21.8,25.9,0.9,0.2,0.2,75.0,0.1,0.1,50.0,0.4,43.8,0.6,68.8,0.1,12.5,0.0,0.0,0.1,6.3
74,Clint Capela,ATL,41,23,18,26.9,36.8,10.2,4.7,7.4,64.0,0.8,1.3,61.8,10.4,102.1,1.6,15.5,0.1,1.0,0.3,2.9,0.6,6.2
75,Coby White,CHI,47,22,25,21.8,33.7,0.2,0.1,0.1,75.0,0.0,0.0,50.0,0.1,70.0,0.1,30.0,0.0,0.0,0.0,20.0,0.0,10.0
76,Cody Martin,CHA,7,2,5,19.1,21.4,1.1,0.3,0.4,66.7,0.0,0.0,0.0,0.6,50.0,0.7,62.5,0.0,0.0,0.0,0.0,0.0,0.0
77,Cole Anthony,ORL,39,18,21,25.0,53.7,0.9,0.3,0.4,70.6,0.2,0.2,87.5,0.8,91.4,0.3,31.4,0.0,2.9,0.0,2.9,0.1,11.4
78,Cole Swider,LAL,6,1,5,6.7,9.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Collin Sexton,UTA,45,23,22,24.4,46.7,1.2,0.4,0.7,58.1,0.3,0.3,100.0,1.1,89.3,0.2,19.6,0.0,3.6,0.1,5.4,0.1,10.7
80,Corey Kispert,WAS,47,22,25,27.4,31.1,1.0,0.4,0.6,62.1,0.1,0.1,100.0,0.9,85.7,0.3,32.7,0.1,6.1,0.0,2.0,0.1,6.1
81,Cory Joseph,DET,38,10,28,15.8,33.7,0.2,0.1,0.1,40.0,0.0,0.0,0.0,0.1,66.7,0.0,16.7,0.0,0.0,0.0,0.0,0.0,0.0
82,D'Angelo Russell,LAL,55,28,27,33.0,83.4,0.8,0.2,0.4,52.2,0.0,0.0,100.0,0.5,62.8,0.3,39.5,0.1,9.3,0.0,2.3,0.0,2.3
83,Daishen Nix,HOU,41,11,30,15.5,35.0,0.2,0.1,0.1,100.0,0.0,0.0,100.0,0.2,88.9,0.1,44.4,0.0,11.1,0.0,11.1,0.0,11.1
84,Dalano Banton,TOR,24,12,12,9.7,21.9,0.8,0.5,0.7,76.5,0.0,0.0,0.0,1.1,130.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
85,Dalen Terry,CHI,19,10,9,3.3,4.7,0.2,0.1,0.2,33.3,0.0,0.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0
86,Damian Jones,UTA,22,6,16,8.0,9.3,2.3,0.7,1.2,61.5,0.6,0.7,81.3,2.0,88.2,0.4,17.6,0.0,0.0,0.2,7.8,0.4,15.7
87,Damian Lillard,POR,44,22,22,36.2,87.8,0.6,0.2,0.2,70.0,0.0,0.0,0.0,0.3,56.0,0.2,40.0,0.0,4.0,0.1,12.0,0.0,0.0
88,Damion Lee,PHX,58,31,27,22.3,30.9,0.4,0.1,0.2,58.3,0.0,0.0,100.0,0.3,61.5,0.2,46.2,0.0,3.8,0.0,0.0,0.0,3.8
89,Daniel Gafford,WAS,53,24,29,18.6,26.3,5.3,2.6,3.3,79.4,0.7,1.2,61.9,6.2,117.9,0.8,15.8,0.1,1.8,0.3,5.7,0.6,11.1
90,Daniel Theis,IND,5,1,4,14.2,20.4,2.6,1.2,1.8,66.7,0.6,1.2,50.0,3.0,115.4,0.2,7.7,0.0,0.0,0.0,0.0,0.6,23.1
91,Danny Green,HOU,3,1,2,14.5,19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Danuel House Jr.,PHI,36,23,13,15.1,16.9,0.5,0.3,0.3,90.0,0.1,0.2,50.0,0.6,123.5,0.1,17.6,0.0,5.9,0.0,5.9,0.1,17.6
93,Dario Saric,OKC,37,17,20,14.4,22.4,1.8,0.6,1.1,59.0,0.3,0.4,85.7,1.7,91.2,0.5,25.0,0.0,1.5,0.1,4.4,0.2,8.8
94,Darius Bazley,PHX,36,16,20,15.4,23.9,2.1,0.6,1.1,55.0,0.3,0.4,62.5,1.5,73.3,0.6,28.0,0.1,5.3,0.1,6.7,0.2,9.3
95,Darius Days,HOU,1,0,1,2.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Darius Garland,CLE,49,27,22,35.1,78.3,0.5,0.1,0.2,75.0,0.0,0.0,100.0,0.3,53.8,0.3,61.5,0.1,11.5,0.0,3.8,0.0,3.8
97,David Duke Jr.,BKN,15,7,8,9.1,12.3,0.5,0.1,0.2,33.3,0.1,0.1,100.0,0.3,57.1,0.2,42.9,0.0,0.0,0.0,0.0,0.1,14.3
98,David Roddy,MEM,46,29,17,17.8,19.9,0.9,0.4,0.6,70.4,0.1,0.2,75.0,1.0,110.0,0.2,20.0,0.0,2.5,0.0,0.0,0.1,10.0
99,Davion Mitchell,SAC,55,31,24,18.0,34.7,0.5,0.2,0.2,69.2,0.0,0.0,0.0,0.3,76.0,0.2,44.0,0.1,16.0,0.0,4.0,0.0,0.0
100,Davis Bertans,DAL,34,17,17,10.6,12.6,0.2,0.1,0.1,66.7,0.0,0.0,0.0,0.1,50.0,0.1,62.5,0.0,0.0,0.0,0.0,0.0,0.0
101,Davon Reed,LAL,35,23,12,9.0,16.7,0.3,0.0,0.1,33.3,0.0,0.0,0.0,0.1,16.7,0.1,41.7,0.0,0.0,0.1,25.0,0.0,0.0
102,Day'Ron Sharpe,BKN,31,16,15,10.1,16.1,3.2,1.0,1.9,54.2,0.4,0.5,78.6,2.4,75.8,0.8,24.2,0.1,2.0,0.2,6.1,0.2,7.1
103,De'Aaron Fox,SAC,51,31,20,33.9,79.2,0.7,0.3,0.4,83.3,0.1,0.1,83.3,0.7,94.6,0.2,21.6,0.1,10.8,0.1,8.1,0.1,8.1
104,De'Andre Hunter,ATL,47,27,20,32.0,38.7,1.1,0.4,0.7,56.3,0.2,0.2,80.0,1.0,84.9,0.2,18.9,0.1,7.5,0.1,5.7,0.1,9.4
105,De'Anthony Melton,PHI,52,34,18,28.5,52.0,1.3,0.3,0.4,59.1,0.1,0.1,83.3,0.6,47.7,0.6,49.2,0.1,7.7,0.1,6.2,0.1,4.6
106,DeAndre Jordan,DEN,34,21,13,14.6,19.1,3.8,1.9,2.4,80.5,0.4,0.8,50.0,4.3,113.1,0.5,12.3,0.1,3.1,0.3,6.9,0.4,10.0
107,DeMar DeRozan,CHI,51,24,27,36.3,61.0,0.6,0.2,0.4,45.0,0.0,0.0,0.0,0.4,63.3,0.2,26.7,0.0,6.7,0.0,0.0,0.0,0.0
108,Dean Wade,CLE,29,21,8,22.7,25.0,0.7,0.3,0.3,90.0,0.0,0.1,0.0,0.7,95.0,0.3,40.0,0.1,10.0,0.0,0.0,0.0,5.0
109,Deandre Ayton,PHX,49,23,26,30.0,53.3,11.5,5.0,7.8,64.0,1.3,1.8,71.6,11.6,100.2,1.9,16.3,0.5,4.2,0.4,3.5,0.8,6.9
110,Dejounte Murray,ATL,52,27,25,36.5,72.8,1.1,0.4,0.6,57.6,0.1,0.1,100.0,0.8,78.6,0.3,32.1,0.1,10.7,0.0,1.8,0.0,3.6
111,Delon Wright,WAS,26,17,9,22.1,45.3,0.8,0.2,0.2,66.7,0.1,0.1,100.0,0.4,47.6,0.5,57.1,0.0,4.8,0.0,4.8,0.0,4.8
112,Deni Avdija,WAS,53,25,28,26.5,44.1,2.2,0.6,1.3,47.1,0.3,0.3,93.3,1.6,72.8,0.5,24.6,0.1,6.1,0.1,5.3,0.1,6.1
113,Dennis Schroder,LAL,44,22,22,30.2,52.7,0.3,0.1,0.1,50.0,0.0,0.0,0.0,0.1,46.2,0.1,30.8,0.0,0.0,0.1,23.1,0.0,0.0
114,Dennis Smith Jr.,CHA,36,9,27,24.9,51.3,1.0,0.4,0.6,66.7,0.1,0.2,83.3,0.9,89.2,0.3,24.3,0.0,0.0,0.1,10.8,0.1,8.1
115,Deonte Burton,SAC,2,1,1,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Dereon Seabron,NOP,4,2,2,1.9,2.3,0.3,0.3,0.3,100.0,0.0,0.0,0.0,0.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Derrick Jones Jr.,CHI,44,17,27,15.3,20.1,2.4,0.9,1.6,57.1,0.3,0.5,65.0,2.2,90.7,0.5,20.6,0.1,5.6,0.1,3.7,0.2,9.3
118,Derrick Rose,NYK,26,11,15,12.9,27.6,0.4,0.2,0.3,55.6,0.0,0.1,50.0,0.4,100.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,9.1
119,Derrick White,BOS,56,40,16,27.3,44.6,1.1,0.3,0.5,57.1,0.1,0.1,75.0,0.7,64.4,0.4,39.0,0.1,11.9,0.1,5.1,0.1,6.8
120,Desmond Bane,MEM,33,21,12,31.1,60.7,1.0,0.4,0.7,59.1,0.1,0.1,100.0,0.9,96.9,0.2,18.8,0.0,3.1,0.0,3.1,0.1,6.3
121,Devin Booker,PHX,31,20,11,34.0,63.0,1.5,0.5,0.9,63.0,0.3,0.3,80.0,1.3,83.3,0.4,22.9,0.1,4.2,0.0,2.1,0.1,8.3
122,Devin Vassell,SAS,29,8,21,31.3,54.2,0.6,0.2,0.4,58.3,0.1,0.1,75.0,0.6,94.4,0.1,22.2,0.0,0.0,0.0,0.0,0.1,11.1
123,Devon Dotson,WAS,6,1,5,8.9,16.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Devonte' Graham,SAS,55,27,28,15.8,30.1,0.1,0.0,0.0,100.0,0.0,0.0,0.0,0.1,66.7,0.0,33.3,0.0,16.7,0.0,33.3,0.0,0.0
125,Dewayne Dedmon,MIA,30,17,13,11.7,19.7,2.9,1.1,1.9,57.9,0.4,0.5,85.7,2.6,91.9,0.5,18.6,0.1,4.7,0.2,5.8,0.2,8.1
126,Dillon Brooks,MEM,50,31,19,30.3,42.6,0.9,0.4,0.6,59.4,0.0,0.0,100.0,0.8,97.7,0.1,16.3,0.0,0.0,0.1,7.0,0.0,2.3
127,Domantas Sabonis,SAC,54,31,23,34.5,82.6,9.5,3.3,4.8,67.4,1.6,2.0,79.4,8.3,87.2,2.8,29.8,0.8,8.0,0.4,4.5,0.9,9.3
128,Dominick Barlow,SAS,8,0,8,9.0,12.5,2.5,0.5,0.9,57.1,1.0,1.0,100.0,2.0,80.0,0.9,35.0,0.1,5.0,0.3,10.0,0.4,15.0
129,Donovan Mitchell,CLE,48,32,16,35.4,68.8,1.0,0.5,0.7,65.7,0.0,0.0,0.0,1.0,98.0,0.2,20.4,0.0,2.0,0.0,4.1,0.0,0.0
130,Donte DiVincenzo,GSW,45,25,20,25.1,47.1,1.4,0.4,0.6,58.6,0.0,0.0,0.0,0.8,55.7,0.5,39.3,0.0,3.3,0.1,4.9,0.0,0.0
131,Dorian Finney-Smith,BKN,42,20,22,32.3,40.2,2.1,0.7,0.9,74.4,0.1,0.1,83.3,1.5,74.7,1.0,47.1,0.1,5.7,0.1,3.4,0.1,3.4
132,Doug McDermott,SAS,49,14,35,20.4,28.0,0.9,0.4,0.6,63.3,0.0,0.0,0.0,0.8,93.0,0.2,18.6,0.0,2.3,0.0,4.7,0.0,0.0
133,Draymond Green,GSW,49,26,23,31.8,74.1,2.7,0.6,1.2,50.8,0.4,0.5,79.2,1.6,59.7,1.0,38.1,0.3,11.2,0.1,5.2,0.2,8.2
134,Drew Eubanks,POR,54,25,29,19.3,25.5,3.9,1.5,2.1,73.9,0.3,0.5,57.7,3.4,88.9,1.2,31.7,0.2,4.3,0.2,5.3,0.2,5.8
135,Dru Smith,BKN,7,4,3,13.2,22.6,0.6,0.1,0.1,100.0,0.0,0.0,0.0,0.3,50.0,0.4,75.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Duane Washington Jr.,PHX,31,17,14,12.7,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0
137,Duncan Robinson,MIA,28,14,14,17.9,25.0,0.5,0.1,0.3,57.1,0.1,0.1,100.0,0.5,100.0,0.1,30.8,0.0,7.7,0.0,0.0,0.1,15.4
138,Dwight Powell,DAL,53,30,23,19.8,24.4,5.7,2.2,2.9,75.0,0.9,1.2,71.9,5.5,95.4,1.7,29.6,0.2,4.3,0.3,5.9,0.6,9.9
139,Dyson Daniels,NOP,39,21,18,19.9,30.5,0.9,0.3,0.5,72.2,0.1,0.1,100.0,0.7,75.7,0.4,40.5,0.1,10.8,0.1,8.1,0.0,2.7
140,Edmond Sumner,BKN,46,28,18,14.5,24.6,0.6,0.3,0.4,76.5,0.0,0.0,100.0,0.7,106.9,0.2,27.6,0.1,13.8,0.0,6.9,0.0,3.4
141,Eric Gordon,LAC,47,12,35,30.2,41.8,0.4,0.2,0.3,71.4,0.1,0.1,100.0,0.5,115.8,0.0,10.5,0.0,0.0,0.0,0.0,0.0,10.5
142,Eugene Omoruyi,OKC,22,8,14,12.0,14.0,2.5,0.9,1.6,57.1,0.2,0.4,62.5,2.0,83.3,0.4,14.8,0.2,7.4,0.2,7.4,0.2,7.4
