,PLAYER,TEAM,GP,W,L,MIN,Passes Made,Passes Received,AST,Secondary AST,Potential AST,AST PTS Created,AST PTS Created.1,AST Adj,AST To Pass%,AST To Pass% Adj
20,Andrew Wiggins,GSW,36,18,18,32.3,28.8,33.3,2.3,0.6,4.8,6.3,3.1,8.0,10.9,
21,Anfernee Simons,POR,56,27,29,35.5,46.9,58.9,4.2,1.0,7.4,10.7,5.6,8.9,11.8,
22,Anthony Davis,LAL,35,16,19,33.4,44.3,37.3,2.5,0.2,4.1,6.1,2.8,5.7,6.3,
23,Anthony Edwards,MIN,61,31,30,36.2,46.3,55.0,4.5,0.8,8.0,11.5,5.5,9.7,11.9,
24,Anthony Gill,WAS,41,17,24,10.0,7.2,6.2,0.5,0.0,0.9,1.4,0.6,6.8,8.1,
25,Anthony Lamb,GSW,42,22,20,19.3,25.6,18.9,1.7,0.2,3.6,5.0,2.2,6.6,8.5,
26,Austin Reaves,LAL,41,19,22,27.9,25.1,23.2,2.2,0.2,4.5,5.3,2.6,8.6,10.2,
27,Austin Rivers,MIN,46,23,23,20.8,18.8,19.3,1.5,0.3,2.5,4.0,1.9,8.1,10.3,
28,Ayo Dosunmu,CHI,56,25,31,28.5,37.9,37.7,2.9,0.5,5.3,6.9,3.5,7.5,9.2,
29,Bam Adebayo,MIA,54,29,25,35.3,42.7,43.9,3.3,0.4,5.9,8.4,3.9,7.7,9.0,
30,Ben Simmons,BKN,42,24,18,26.3,52.2,42.3,6.1,0.6,9.5,15.5,7.0,11.7,13.4,
31,Bennedict Mathurin,IND,60,26,34,28.2,24.0,31.2,1.4,0.3,2.8,3.9,1.9,5.9,7.8,
32,Bismack Biyombo,PHX,46,25,21,14.0,18.6,13.0,0.9,0.1,1.5,2.2,1.0,5.0,5.5,
33,Blake Griffin,BOS,26,17,9,14.4,16.3,12.7,1.3,0.1,2.0,3.5,1.4,7.8,8.5,
34,Blake Wesley,SAS,14,2,12,13.5,20.1,21.8,1.4,0.6,3.2,4.0,2.1,7.1,10.7,
35,Boban Marjanovic,HOU,19,1,18,4.4,3.3,3.5,0.2,0.0,0.2,0.5,0.2,6.3,6.3,
36,Bobby Portis,MIL,47,30,17,26.8,37.9,25.0,1.8,0.2,3.1,4.8,2.2,4.8,5.7,
37,Bogdan Bogdanovic,ATL,34,16,18,29.8,27.7,30.4,3.0,0.3,5.2,7.5,3.6,10.9,13.0,
38,Bojan Bogdanovic,DET,55,15,40,32.0,26.3,34.6,2.6,0.4,5.6,6.9,3.3,9.8,12.5,
39,Bol Bol,ORL,54,21,33,23.2,14.3,14.0,0.9,0.1,1.7,2.2,1.0,6.0,7.0,
40,Bones Hyland,LAC,44,30,14,19.4,32.4,38.5,2.9,0.5,5.3,7.3,3.8,9.0,11.7,
41,Bradley Beal,WAS,36,20,16,32.9,42.5,55.7,5.2,0.8,11.1,14.2,6.8,12.2,16.0,
42,Brandon Boston Jr.,LAC,21,8,13,11.7,12.8,14.3,0.9,0.2,2.1,2.1,1.0,7.1,8.2,
43,Brandon Clarke,MEM,51,29,22,20.0,20.6,18.5,1.3,0.2,2.5,3.4,1.6,6.1,7.8,
44,Brandon Ingram,NOP,24,12,12,32.2,39.0,52.6,4.9,0.5,9.9,13.4,6.0,12.5,15.5,
45,Braxton Key,DET,3,0,3,3.0,2.7,1.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,
46,Brook Lopez,MIL,57,40,17,30.3,20.6,21.8,1.2,0.2,2.2,3.3,1.5,6.0,7.3,
47,Bruce Brown,DEN,58,41,17,28.8,40.7,39.6,3.7,0.6,5.4,8.9,4.3,9.0,10.6,
48,Bruno Fernando,ATL,32,9,23,11.5,16.2,11.1,0.9,0.1,1.6,2.5,1.1,5.8,6.8,
49,Bryce McGowens,CHA,26,8,18,14.7,10.5,10.2,1.0,0.1,1.6,2.4,1.2,9.9,11.8,
50,Bryn Forbes,MIN,25,9,16,10.7,7.5,8.9,0.7,0.1,1.0,1.8,0.8,9.1,11.2,
51,Buddy Boeheim,DET,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
52,Buddy Hield,IND,60,26,34,32.0,42.6,40.1,2.7,0.6,5.2,7.1,3.6,6.4,8.5,
53,CJ McCollum,NOP,52,26,26,35.0,50.7,65.2,5.9,0.7,10.7,15.4,7.5,11.6,14.8,
54,Cade Cunningham,DET,12,3,9,33.3,50.3,65.8,6.0,0.4,12.6,17.3,8.3,11.9,16.4,
55,Caleb Houstan,ORL,34,12,22,16.1,9.3,7.2,0.5,0.1,0.9,1.4,0.6,5.7,6.3,
56,Caleb Martin,MIA,49,26,23,30.3,28.3,26.2,1.6,0.3,3.6,4.6,2.1,5.7,7.6,
57,Cam Reddish,POR,23,10,13,22.1,11.3,14.9,1.1,0.0,1.9,2.6,1.2,9.6,10.4,
58,Cam Thomas,BKN,41,25,16,16.6,18.2,23.8,1.6,0.3,2.6,3.8,1.9,8.6,10.3,
59,Cameron Johnson,BKN,20,14,6,25.9,22.8,23.2,1.7,0.2,3.1,4.6,2.3,7.2,9.9,
60,Cameron Payne,PHX,28,15,13,24.0,43.1,46.6,5.3,0.8,9.9,12.9,6.5,12.3,15.2,
61,Caris LeVert,CLE,55,33,22,30.4,34.8,36.7,3.9,0.5,6.9,9.9,4.9,11.3,13.9,
62,Carlik Jones,CHI,1,0,1,21.7,28.0,25.0,2.0,0.0,4.0,4.0,2.0,7.1,7.1,
63,Cedi Osman,CLE,58,37,21,21.0,20.9,22.2,1.5,0.4,2.5,3.9,2.1,7.4,9.8,
64,Charles Bassey,SAS,26,5,21,13.6,18.0,11.3,1.2,0.1,2.0,3.0,1.4,6.9,7.9,
65,Chima Moneke,SAC,2,1,1,4.0,4.0,4.0,0.5,0.0,0.0,1.0,0.5,12.5,12.5,
66,Chimezie Metu,SAC,44,25,19,10.8,11.4,9.0,0.7,0.1,1.1,1.8,0.8,6.2,7.2,
67,Chris Boucher,TOR,53,26,27,20.8,15.5,11.9,0.4,0.0,0.9,1.1,0.5,2.8,3.4,
68,Chris Duarte,IND,36,14,22,19.3,18.8,20.3,1.5,0.1,2.4,3.7,1.6,7.8,8.7,
69,Chris Paul,PHX,39,20,19,32.0,58.4,62.6,9.1,1.1,17.3,23.1,11.2,15.5,19.2,
70,Chris Silva,DAL,1,1,0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,Christian Braun,DEN,54,38,16,15.5,12.8,10.7,0.8,0.1,1.2,1.9,0.9,6.1,7.0,
72,Christian Koloko,TOR,45,21,24,14.6,11.7,9.0,0.5,0.1,0.7,1.2,0.6,4.2,5.1,
73,Christian Wood,DAL,48,26,22,27.7,32.1,29.9,1.8,0.4,3.2,4.6,2.3,5.4,7.0,
74,Chuma Okeke,ORL,19,5,14,21.3,19.1,13.5,1.4,0.2,2.3,3.5,1.6,7.2,8.6,
75,Clint Capela,ATL,43,23,20,26.9,26.3,14.9,0.8,0.2,1.5,2.0,1.1,3.1,4.2,
76,Coby White,CHI,50,22,28,22.4,24.7,26.0,2.0,0.3,3.9,5.1,2.5,8.2,10.3,
77,Cody Martin,CHA,7,2,5,19.1,15.1,13.6,1.6,0.0,2.4,4.1,1.6,10.4,10.4,
78,Cole Anthony,ORL,39,18,21,25.0,39.9,40.5,4.1,0.4,7.2,10.8,4.9,10.3,12.3,
79,Cole Swider,LAL,6,1,5,6.7,7.5,5.3,0.7,0.0,1.0,1.7,0.7,8.9,8.9,
80,Collin Sexton,UTA,47,24,23,24.0,31.2,38.5,2.9,0.3,5.9,7.5,3.4,9.2,10.8,
81,Corey Kispert,WAS,50,24,26,27.2,21.9,20.0,1.2,0.2,2.3,3.2,1.6,5.7,7.3,
82,Cory Joseph,DET,40,10,30,15.8,27.3,30.1,3.3,0.2,5.2,8.8,3.8,12.1,13.8,
83,D'Angelo Russell,LAL,57,29,28,32.8,63.1,68.6,6.2,0.7,10.4,15.8,7.6,9.8,12.0,
84,Daishen Nix,HOU,41,11,30,15.5,28.7,27.1,2.5,0.3,4.9,6.2,3.0,8.8,10.5,
85,Dalano Banton,TOR,26,14,12,9.5,15.3,15.8,1.1,0.1,1.8,2.8,1.3,7.3,8.5,
86,Dalen Terry,CHI,22,10,12,5.2,5.5,4.8,0.6,0.0,0.9,1.4,0.5,11.7,10.0,
87,Damian Jones,UTA,23,6,17,8.0,6.5,4.5,0.2,0.1,0.5,0.6,0.3,2.7,5.4,
88,Damian Lillard,POR,46,23,23,36.2,57.3,75.1,7.3,1.0,12.9,19.0,9.1,12.7,15.8,
89,Damion Lee,PHX,60,32,28,22.1,21.9,21.0,1.5,0.2,3.0,3.9,1.9,6.9,8.5,
90,Daniel Gafford,WAS,56,26,30,18.7,19.5,13.0,0.9,0.1,1.3,2.3,1.0,4.8,5.3,
91,Daniel Theis,IND,6,1,5,15.5,15.8,17.5,1.0,0.2,1.5,3.0,1.2,6.3,7.4,
92,Danny Green,CLE,4,1,3,13.8,13.3,11.3,0.5,0.3,1.8,1.5,0.8,3.8,5.7,
93,Danuel House Jr.,PHI,37,24,13,14.8,12.3,11.1,0.7,0.2,1.3,1.8,0.9,5.5,7.2,
94,Dario Saric,OKC,38,18,20,14.4,15.7,12.7,1.5,0.1,2.2,3.7,1.7,9.6,10.6,
95,Darius Bazley,PHX,36,16,20,15.4,17.4,11.9,0.9,0.1,1.4,2.3,1.0,5.1,5.6,
96,Darius Days,HOU,3,0,3,7.8,10.0,7.0,0.3,0.0,1.0,1.0,0.3,3.3,3.3,
97,Darius Garland,CLE,51,28,23,35.2,53.3,69.6,8.0,1.0,13.1,19.0,9.6,14.9,18.0,
98,David Duke Jr.,BKN,16,7,9,8.8,7.5,9.1,0.8,0.0,1.6,2.3,0.9,10.0,11.7,
99,David Roddy,MEM,46,29,17,17.8,12.3,12.8,0.7,0.1,1.5,1.7,0.8,5.3,6.9,
100,Davion Mitchell,SAC,56,31,25,17.8,27.3,30.1,2.1,0.4,4.3,5.9,2.9,7.7,10.5,
101,Davis Bertans,DAL,34,17,17,10.6,8.7,8.0,0.4,0.1,0.7,0.9,0.4,4.1,5.1,
102,Davon Reed,LAL,37,24,13,8.8,12.6,10.4,0.5,0.1,1.1,1.3,0.7,4.3,5.4,
103,Day'Ron Sharpe,BKN,32,16,16,10.2,12.2,8.5,0.7,0.0,1.2,1.8,0.8,5.9,6.4,
104,De'Aaron Fox,SAC,52,31,21,34.0,53.3,67.8,6.2,0.4,12.1,16.3,7.3,11.6,13.6,
105,De'Andre Hunter,ATL,49,27,22,32.0,22.5,23.3,1.4,0.1,2.8,3.7,1.7,6.3,7.4,
106,De'Anthony Melton,PHI,54,36,18,28.5,39.2,33.6,2.7,0.4,5.3,7.6,3.6,6.8,9.2,
107,DeAndre Jordan,DEN,34,21,13,14.6,14.4,11.0,0.9,0.0,1.4,2.3,1.0,6.3,6.9,
108,DeMar DeRozan,CHI,52,24,28,36.3,35.7,52.7,5.1,1.2,9.6,13.4,6.7,14.3,18.8,
109,Dean Wade,CLE,31,22,9,21.7,18.4,13.1,0.9,0.2,1.7,2.5,1.1,4.9,6.1,
110,Deandre Ayton,PHX,51,24,27,30.2,35.6,28.2,2.0,0.2,2.8,5.0,2.3,5.7,6.4,
111,Dejounte Murray,ATL,54,27,27,36.5,49.0,58.4,6.1,0.4,10.4,14.9,6.9,12.4,14.2,
112,Delon Wright,WAS,29,19,10,22.5,37.6,35.9,3.7,0.4,6.9,9.8,4.6,9.8,12.1,
113,Deni Avdija,WAS,56,27,29,26.3,32.2,25.3,2.5,0.4,4.7,6.7,3.3,7.8,10.2,
114,Dennis Schroder,LAL,46,23,23,30.0,38.3,42.4,4.1,0.6,7.9,10.7,5.1,10.7,13.3,
115,Dennis Smith Jr.,CHA,38,11,27,25.0,39.1,41.3,4.4,0.4,9.1,12.1,5.6,11.3,14.3,
116,Deonte Burton,SAC,2,1,1,3.3,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
117,Dereon Seabron,NOP,5,2,3,2.3,1.6,2.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,
118,Derrick Jones Jr.,CHI,45,17,28,15.1,15.0,11.1,0.6,0.1,1.0,1.8,0.8,4.1,5.2,
119,Derrick Rose,NYK,26,11,15,12.9,19.7,23.2,1.8,0.2,3.1,4.4,2.0,9.0,10.4,
120,Derrick White,BOS,59,42,17,27.7,34.6,35.6,3.9,0.4,6.1,10.1,4.5,11.2,13.0,
121,Desmond Bane,MEM,35,22,13,31.2,39.2,46.1,4.2,0.6,7.3,10.8,5.2,10.6,13.3,
122,Devin Booker,PHX,33,21,12,33.9,34.8,54.6,5.5,1.1,11.0,14.4,7.0,15.9,20.1,
123,Devin Vassell,SAS,29,8,21,31.3,33.9,40.1,3.6,0.6,6.6,9.4,4.4,10.6,13.0,
124,Devon Dotson,WAS,6,1,5,8.9,14.0,12.0,1.3,0.0,3.0,3.3,1.3,9.5,9.5,
125,Devonte' Graham,SAS,57,27,30,16.2,24.0,24.6,2.4,0.2,4.4,5.6,2.6,9.9,11.0,
126,Dewayne Dedmon,PHI,30,17,13,11.7,14.2,10.7,0.5,0.0,1.0,1.3,0.6,3.8,4.2,
127,Dillon Brooks,MEM,52,32,20,30.5,25.0,32.3,2.6,0.3,4.4,6.3,3.1,10.3,12.2,
128,Domantas Sabonis,SAC,55,31,24,34.6,64.5,50.6,6.9,0.3,12.2,18.3,7.6,10.7,11.8,
129,Dominick Barlow,SAS,10,0,10,9.5,8.7,7.0,0.7,0.0,1.3,1.9,0.7,8.0,8.0,
130,Donovan Mitchell,CLE,50,33,17,35.5,41.6,58.5,4.9,0.8,9.2,12.3,6.2,11.7,14.8,
131,Donte DiVincenzo,GSW,47,26,21,25.2,37.4,32.2,3.3,0.7,5.8,8.6,4.4,8.8,11.7,
132,Dorian Finney-Smith,BKN,44,21,23,32.0,29.9,24.6,1.4,0.5,3.2,3.9,2.0,4.8,6.8,
133,Doug McDermott,SAS,50,14,36,20.4,18.2,19.7,1.5,0.3,2.8,3.6,1.9,8.0,10.3,
134,Draymond Green,GSW,51,27,24,31.7,62.7,48.9,6.9,0.7,13.6,18.6,8.6,11.1,13.7,
135,Drew Eubanks,POR,56,26,30,19.5,20.6,13.0,1.1,0.1,2.2,3.1,1.4,5.6,6.6,
136,Dru Smith,BKN,8,4,4,12.1,16.4,15.3,1.3,0.0,2.5,2.6,1.4,7.6,8.4,
137,Duane Washington Jr.,PHX,31,17,14,12.7,19.3,24.7,2.0,0.2,4.0,5.3,2.5,10.6,12.7,
138,Duncan Robinson,MIA,29,14,15,18.1,17.5,18.4,1.2,0.2,2.7,3.3,1.7,6.9,9.9,
139,Dwight Powell,DAL,55,30,25,19.7,19.5,13.1,0.8,0.1,1.7,2.1,1.0,4.1,5.2,
140,Dyson Daniels,NOP,39,21,18,19.9,24.2,18.9,2.5,0.2,4.5,6.3,3.0,10.2,12.3,
141,Edmond Sumner,BKN,46,28,18,14.5,16.5,19.3,1.4,0.3,2.6,3.5,1.8,8.7,11.2,
142,Eric Gordon,LAC,49,14,35,29.9,27.2,34.1,3.0,0.4,5.2,7.5,3.8,10.9,13.9,
143,Eugene Omoruyi,OKC,23,9,14,11.8,8.6,8.3,0.5,0.0,0.7,1.1,0.5,5.6,6.1,
144,Evan Fournier,NYK,23,13,10,18.0,15.2,17.0,1.5,0.2,2.9,3.9,1.8,10.0,11.7,
145,Evan Mobley,CLE,59,36,23,34.2,41.8,30.4,2.7,0.4,4.6,7.0,3.3,6.4,8.0,
146,Facundo Campazzo,DAL,8,2,6,6.5,12.0,11.6,1.1,0.0,2.6,3.5,1.5,9.4,12.5,
147,Frank Kaminsky,HOU,28,11,17,7.0,11.8,9.5,1.0,0.0,1.6,2.5,1.1,8.2,9.4,
148,Frank Ntilikina,DAL,36,17,19,12.0,12.3,12.1,1.1,0.1,2.0,3.0,1.2,9.0,9.9,
149,Franz Wagner,ORL,58,23,35,33.2,35.7,43.5,3.5,0.3,7.2,9.7,4.4,9.9,12.4,
150,Fred VanVleet,TOR,50,24,26,36.9,61.9,69.1,6.6,0.7,12.7,16.6,7.9,10.7,12.7,
151,Furkan Korkmaz,PHI,25,17,8,10.2,10.5,11.4,0.7,0.2,1.7,1.8,1.0,6.9,9.5,
152,Gabe Vincent,MIA,45,25,20,26.3,32.3,35.6,2.6,0.2,5.1,6.8,3.1,8.1,9.6,
153,Garrett Temple,NOP,18,11,7,7.2,7.0,6.4,0.6,0.1,1.2,1.3,0.8,7.9,11.1,
154,Garrison Mathews,ATL,46,12,34,13.2,9.8,10.1,0.5,0.1,0.8,1.3,0.6,5.1,6.2,
155,Gary Harris,ORL,30,12,18,24.5,13.8,17.2,1.2,0.2,2.4,3.2,1.6,8.7,11.4,
156,Gary Payton II,GSW,15,8,7,17.0,19.1,11.8,1.5,0.1,3.0,4.0,1.7,7.7,8.7,
157,Gary Trent Jr.,TOR,50,23,27,33.6,22.6,33.6,1.6,0.3,3.3,4.4,2.1,7.2,9.2,
158,George Hill,IND,36,24,12,18.8,26.6,26.0,2.5,0.2,4.4,6.2,2.8,9.3,10.5,
159,Georges Niang,PHI,55,37,18,19.8,22.1,16.9,1.1,0.1,1.5,3.1,1.3,5.2,6.1,
160,Giannis Antetokounmpo,MIL,47,35,12,33.1,47.0,57.3,5.4,0.6,11.3,14.2,6.2,11.5,13.3,
161,Goga Bitadze,ORL,21,8,13,9.6,11.2,8.9,0.9,0.1,1.1,2.1,1.0,7.7,8.5,
162,Goran Dragic,CHI,50,22,28,15.5,26.1,27.3,2.7,0.3,4.8,6.9,3.5,10.5,13.2,
163,Gordon Hayward,CHA,34,12,22,31.2,32.4,34.7,3.6,0.6,7.1,9.2,4.6,11.2,14.1,
164,Gorgui Dieng,SAS,19,2,17,10.2,14.5,13.5,1.5,0.1,2.8,3.8,1.7,10.2,11.6,
165,Grant Williams,BOS,58,42,16,27.9,23.2,18.7,1.8,0.2,2.9,5.1,2.1,7.9,9.1,
166,Grayson Allen,MIL,54,39,15,27.6,26.0,25.6,2.4,0.5,4.5,6.3,3.1,9.2,11.8,
167,Greg Brown III,POR,16,10,6,5.8,2.8,3.2,0.2,0.0,0.3,0.5,0.2,6.7,6.7,
168,Hamidou Diallo,DET,49,12,37,16.7,17.0,14.4,0.9,0.1,1.5,2.4,1.1,5.5,6.3,
169,Harrison Barnes,SAC,57,32,25,32.6,34.0,27.9,1.6,0.3,3.5,4.3,2.1,4.6,6.1,
170,Haywood Highsmith,MIA,43,23,20,19.7,15.7,11.9,0.7,0.1,2.0,2.0,0.9,4.4,5.6,
171,Herbert Jones,NOP,43,19,24,28.8,30.9,24.7,2.2,0.2,4.0,5.4,2.5,7.0,8.1,
172,Immanuel Quickley,NYK,59,33,26,27.7,33.8,37.4,3.2,0.4,6.1,8.2,3.8,9.4,11.2,
173,Isaac Okoro,CLE,61,38,23,21.2,14.2,12.2,1.1,0.2,1.8,2.8,1.5,8.1,10.2,
174,Isaiah Hartenstein,NYK,60,33,27,19.7,24.2,12.7,0.9,0.1,1.9,2.2,1.1,3.6,4.3,
175,Isaiah Jackson,IND,45,17,28,15.3,15.0,12.8,0.9,0.1,1.5,2.4,1.2,5.9,7.8,
176,Isaiah Joe,OKC,49,25,24,15.7,13.1,14.1,1.1,0.2,1.7,2.8,1.4,8.3,10.4,
177,Isaiah Livers,DET,36,9,27,21.1,17.8,14.0,0.6,0.1,1.4,1.5,0.7,3.3,4.1,
178,Isaiah Mobley,CLE,8,5,3,3.3,3.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
179,Isaiah Roby,SAS,41,9,32,11.3,13.6,10.4,0.9,0.0,1.8,2.3,1.0,6.8,7.7,
180,Isaiah Stewart,DET,47,12,35,28.5,27.6,21.3,1.4,0.1,2.2,3.5,1.5,4.9,5.5,
181,Isaiah Todd,WAS,4,2,2,3.1,3.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
182,Ish Smith,DEN,30,20,10,10.4,19.3,20.2,2.4,0.3,4.5,6.2,2.9,12.6,15.2,
183,Ish Wainright,PHX,42,22,20,15.6,11.1,9.6,1.0,0.1,1.6,2.6,1.1,9.2,10.1,
184,Ivica Zubac,LAC,59,32,27,29.4,32.7,19.4,1.1,0.2,1.8,2.6,1.3,3.2,4.0,
185,JD Davison,BOS,6,5,1,2.3,1.7,2.5,0.2,0.0,0.3,0.3,0.2,10.0,10.0,
186,JT Thor,CHA,47,12,35,10.8,10.4,7.2,0.4,0.0,0.8,1.0,0.5,3.7,4.5,
187,Ja Morant,MEM,48,31,17,32.7,48.9,66.0,8.3,0.7,14.6,20.8,9.5,17.0,19.5,
188,JaMychal Green,GSW,38,19,19,14.7,17.2,13.8,0.9,0.1,1.8,2.5,1.1,5.5,6.3,
189,JaVale McGee,DAL,36,17,19,8.1,7.6,5.7,0.3,0.0,0.5,0.7,0.3,3.6,4.0,
190,Jabari Smith Jr.,HOU,55,12,43,29.9,31.0,23.8,1.2,0.2,1.9,2.9,1.5,3.8,4.8,
191,Jabari Walker,POR,38,19,19,8.8,7.0,5.4,0.5,0.1,0.9,1.3,0.7,7.5,9.4,
192,Jack White,DEN,14,12,2,3.1,3.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
193,Jaden Hardy,DAL,31,15,16,11.8,11.5,15.1,0.8,0.2,1.9,2.4,1.2,7.0,10.4,
194,Jaden Ivey,DET,54,15,39,30.0,34.4,43.3,4.6,0.3,8.5,12.3,5.5,13.4,15.9,
195,Jaden McDaniels,MIN,58,30,28,30.5,27.2,24.0,2.0,0.3,3.3,5.2,2.5,7.5,9.1,
196,Jaden Springer,PHI,7,7,0,3.7,1.4,2.4,0.1,0.0,0.1,0.4,0.1,10.0,10.0,
197,Jae'Sean Tate,HOU,20,3,17,21.0,30.4,29.0,2.6,0.2,5.7,6.9,3.1,8.4,10.0,
198,Jake LaRavia,MEM,30,20,10,12.7,11.4,8.4,0.7,0.2,1.4,1.8,0.9,6.1,7.6,
199,Jakob Poeltl,TOR,48,13,35,26.1,41.3,29.3,2.9,0.3,4.7,7.4,3.5,7.1,8.5,
200,Jalen Brunson,NYK,56,31,25,35.1,59.3,72.0,6.2,0.7,12.2,16.5,7.6,10.4,12.8,
201,Jalen Duren,DET,50,14,36,25.3,27.2,13.9,1.1,0.1,1.8,2.9,1.3,4.0,4.9,
202,Jalen Green,HOU,54,11,43,33.9,40.1,53.4,3.6,0.6,6.7,9.2,4.7,9.0,11.7,
203,Jalen Johnson,ATL,55,27,28,14.4,15.3,8.5,0.9,0.0,1.6,2.2,1.0,5.9,6.4,
204,Jalen McDaniels,PHI,59,18,41,26.3,29.2,23.6,1.9,0.2,3.5,5.0,2.3,6.7,7.8,
205,Jalen Smith,IND,51,24,27,18.2,19.9,16.6,0.9,0.2,1.3,2.4,1.2,4.7,5.8,
206,Jalen Suggs,ORL,34,13,21,23.0,33.9,32.7,3.4,0.2,5.4,8.4,3.8,10.1,11.1,
207,Jalen Williams,OKC,53,26,27,29.0,30.1,31.2,2.9,0.4,5.0,7.3,3.5,9.6,11.6,
208,Jamal Cain,MIA,13,8,5,13.9,8.5,7.2,0.6,0.1,0.9,1.6,0.7,7.3,8.2,
209,Jamal Murray,DEN,45,32,13,32.5,49.0,60.0,5.8,0.8,10.1,14.4,7.3,11.8,14.9,
210,Jamaree Bouyea,MIA,4,2,2,16.3,23.3,21.5,1.0,0.0,1.8,2.3,1.3,4.3,5.4,
211,James Bouknight,CHA,26,5,21,13.6,11.9,13.1,1.1,0.0,1.7,2.5,1.1,9.0,9.0,
212,James Harden,PHI,41,28,13,36.4,68.6,78.0,10.8,1.1,17.2,28.0,13.5,15.8,19.6,
213,James Johnson,IND,12,5,7,8.2,7.8,7.7,0.6,0.1,1.6,1.8,0.8,7.5,10.8,
214,James Wiseman,DET,22,9,13,13.0,16.6,10.5,0.6,0.0,0.9,1.7,0.6,3.8,3.8,
215,Jared Rhoden,DET,1,0,1,12.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
216,Jaren Jackson Jr.,MEM,40,25,15,27.2,22.1,22.9,0.9,0.2,1.8,2.2,1.2,4.0,5.4,
217,Jarred Vanderbilt,LAL,55,27,28,24.0,24.7,17.9,2.7,0.2,4.8,7.5,3.2,11.1,13.0,
218,Jarrett Allen,CLE,54,35,19,33.3,30.9,23.8,1.7,0.1,3.0,4.6,2.0,5.4,6.6,
219,Jarrett Culver,ATL,10,5,5,13.7,14.3,9.6,0.6,0.0,1.6,1.4,0.6,4.2,4.2,
220,Jason Preston,LAC,13,3,10,9.4,19.0,19.5,2.1,0.2,3.6,5.3,2.5,10.9,13.4,
221,Javonte Green,CHI,28,11,17,16.0,18.4,12.9,0.8,0.1,1.3,2.0,0.9,4.5,5.1,
222,Jaxson Hayes,NOP,33,15,18,13.3,10.2,9.0,0.7,0.1,1.3,2.0,0.8,7.1,8.0,
223,Jaylen Brown,BOS,48,33,15,35.6,36.2,45.5,3.2,0.7,6.2,8.8,4.1,8.9,11.5,
