,PLAYER,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,eFG%
91,Daniel Theis,IND,5,14.2,1.4,0.6,1.8,33.3,0.2,1.0,20.0,38.9
92,Danny Green,HOU,3,14.5,3.0,1.0,2.7,37.5,1.0,2.3,42.9,56.3
93,Danuel House Jr.,PHI,36,15.1,1.1,0.4,1.3,28.9,0.4,1.3,28.9,43.3
94,Dario Saric,OKC,37,14.4,2.3,0.8,2.1,39.0,0.7,1.8,40.0,55.8
95,Darius Bazley,PHX,36,15.4,1.6,0.6,1.3,41.7,0.5,1.2,38.6,59.4
96,Darius Days,HOU,1,2.4,0.0,0.0,0.0,-,-,-,-,-
97,Darius Garland,CLE,48,35.1,3.7,1.3,2.6,47.6,1.2,2.5,48.8,71.0
98,David Duke Jr.,BKN,15,9.1,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
99,David Roddy,MEM,46,17.8,2.3,0.8,2.7,29.0,0.8,2.7,29.3,43.5
100,Davion Mitchell,SAC,54,18.1,1.8,0.6,1.7,34.8,0.6,1.7,34.8,52.2
101,Davis Bertans,DAL,34,10.6,2.9,1.0,2.7,36.3,0.9,2.6,35.6,53.8
102,Davon Reed,LAL,35,9.0,1.0,0.3,1.1,31.6,0.3,1.1,32.4,47.4
103,Day'Ron Sharpe,BKN,30,10.3,0.5,0.2,0.2,71.4,0.1,0.2,80.0,100
104,De'Aaron Fox,SAC,50,33.8,2.4,0.8,2.3,36.2,0.8,2.2,34.9,52.6
105,De'Andre Hunter,ATL,46,32.0,4.5,1.6,4.3,37.0,1.3,3.7,34.5,51.8
106,De'Anthony Melton,PHI,51,28.8,5.4,1.8,4.3,42.0,1.7,4.2,41.4,62.3
107,DeAndre Jordan,DEN,33,14.7,0.1,0.0,0.0,100,0.0,0.0,100,150.0
108,DeMar DeRozan,CHI,51,36.3,1.9,0.7,2.1,35.8,0.4,1.3,29.7,44.8
109,Dean Wade,CLE,28,23.1,3.8,1.3,3.2,40.4,1.3,3.1,40.7,60.1
110,Deandre Ayton,PHX,49,30.0,2.8,1.4,3.2,42.1,0.1,0.4,25.0,43.7
111,Dejounte Murray,ATL,51,36.6,4.4,1.5,4.0,36.4,1.4,3.8,36.9,53.9
112,Delon Wright,WAS,25,22.0,0.8,0.3,1.4,19.4,0.2,1.4,17.6,27.8
113,Deni Avdija,WAS,52,26.4,2.5,0.8,2.7,31.7,0.8,2.6,32.1,47.1
114,Dennis Schroder,LAL,42,30.9,3.3,1.1,3.1,36.4,1.1,3.0,35.4,53.9
115,Dennis Smith Jr.,CHA,35,24.8,1.1,0.4,1.5,24.5,0.4,1.5,24.5,36.8
116,Deonte Burton,SAC,2,3.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
117,Dereon Seabron,NOP,4,1.9,0.0,0.0,0.0,-,-,-,-,-
118,Derrick Jones Jr.,CHI,44,15.4,1.2,0.4,1.2,34.6,0.4,1.2,34.6,51.9
119,Derrick Rose,NYK,26,12.9,0.9,0.3,1.4,22.2,0.3,1.3,22.9,33.3
120,Derrick White,BOS,56,27.3,4.3,1.4,3.7,39.3,1.4,3.6,39.7,59.0
121,Desmond Bane,MEM,33,31.1,4.8,1.6,3.8,43.5,1.5,3.5,44.0,64.1
122,Devin Booker,PHX,31,34.0,3.4,1.2,2.7,45.2,0.9,2.1,43.1,61.9
123,Devin Vassell,SAS,29,31.3,7.7,2.6,5.7,46.1,2.4,5.1,47.3,67.3
124,Devon Dotson,WAS,6,8.9,0.5,0.2,0.5,33.3,0.2,0.5,33.3,50.0
125,Devonte' Graham,SAS,54,15.7,2.6,0.9,2.5,35.1,0.9,2.5,35.1,52.6
126,Dewayne Dedmon,MIA,30,11.7,1.1,0.4,1.3,30.8,0.3,1.2,28.6,43.6
127,Dillon Brooks,MEM,50,30.3,3.9,1.3,4.0,32.3,1.3,3.7,33.9,48.0
128,Domantas Sabonis,SAC,53,34.4,2.5,1.0,2.3,45.0,0.4,1.2,37.1,54.6
129,Dominick Barlow,SAS,7,7.6,0.3,0.1,0.7,20.0,0.0,0.6,0.0,20.0
130,Donovan Mitchell,CLE,47,35.3,3.8,1.3,3.6,36.1,1.2,3.4,36.0,53.3
131,Donte DiVincenzo,GSW,45,25.1,5.2,1.8,4.0,44.1,1.7,3.9,44.1,65.9
132,Dorian Finney-Smith,BKN,41,32.2,5.5,1.8,5.1,35.7,1.8,5.1,35.6,53.3
133,Doug McDermott,SAS,50,20.4,4.5,1.5,3.8,40.2,1.5,3.6,40.3,59.5
134,Draymond Green,GSW,49,31.7,1.9,0.7,2.0,33.3,0.6,1.8,33.0,48.0
135,Drew Eubanks,POR,54,19.3,0.4,0.2,0.3,50.0,0.1,0.1,42.9,58.3
136,Dru Smith,BKN,7,13.2,0.9,0.3,0.9,33.3,0.3,0.9,33.3,50.0
137,Duane Washington Jr.,PHX,31,12.7,2.1,0.7,2.3,31.4,0.6,2.1,30.8,45.7
138,Duncan Robinson,MIA,28,17.9,3.6,1.2,3.7,32.7,1.2,3.6,32.4,48.6
139,Dwight Powell,DAL,52,19.7,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0
140,Dyson Daniels,NOP,39,19.9,1.3,0.4,1.3,33.3,0.4,1.3,34.0,50.0
141,Edmond Sumner,BKN,46,14.5,1.6,0.5,1.5,35.7,0.5,1.5,34.8,52.9
142,Eric Gordon,LAC,47,30.2,3.7,1.2,3.6,34.1,1.2,3.6,34.5,51.2
143,Eugene Omoruyi,OKC,22,12.0,1.1,0.4,1.3,27.6,0.4,1.3,27.6,41.4
144,Evan Fournier,NYK,22,18.7,2.9,1.0,2.7,35.6,1.0,2.6,36.2,53.4
145,Evan Mobley,CLE,56,34.0,1.0,0.4,1.6,23.1,0.2,1.1,19.0,29.7
146,Facundo Campazzo,DAL,8,6.5,0.8,0.3,0.8,33.3,0.3,0.8,33.3,50.0
147,Frank Kaminsky,HOU,26,6.8,1.3,0.5,0.9,50.0,0.4,0.9,47.8,72.9
148,Frank Ntilikina,DAL,33,11.8,0.9,0.3,1.3,26.2,0.3,1.2,23.7,36.9
149,Franz Wagner,ORL,55,33.1,3.5,1.2,2.7,44.2,1.2,2.7,44.5,66.3
150,Fred VanVleet,TOR,48,37.0,4.4,1.5,4.2,34.5,1.4,4.1,34.8,51.5
151,Furkan Korkmaz,PHI,25,10.2,1.1,0.4,1.1,33.3,0.4,1.0,36.0,50.0
152,Gabe Vincent,MIA,42,25.5,3.3,1.1,3.3,34.1,1.1,3.3,33.6,50.7
153,Garrett Temple,NOP,18,7.2,1.3,0.4,1.0,44.4,0.4,0.9,47.1,66.7
154,Garrison Mathews,ATL,45,13.4,3.0,1.0,2.9,35.1,1.0,2.9,34.6,52.3
155,Gary Harris,ORL,27,24.3,4.7,1.6,3.3,47.2,1.6,3.3,47.2,70.8
156,Gary Payton II,GSW,15,17.0,1.8,0.6,1.1,52.9,0.6,1.1,52.9,79.4
157,Gary Trent Jr.,TOR,50,33.6,5.9,2.0,5.1,39.0,1.9,4.9,39.4,58.1
158,George Hill,IND,35,19.1,1.8,0.6,1.6,38.2,0.6,1.5,37.0,56.4
159,Georges Niang,PHI,52,19.9,6.4,2.1,5.0,42.5,2.1,5.0,42.2,63.4
160,Giannis Antetokounmpo,MIL,45,33.3,1.2,0.4,1.5,26.9,0.4,1.3,29.8,39.6
161,Goga Bitadze,IND,21,9.6,0.5,0.2,0.8,25.0,0.1,0.6,23.1,34.4
162,Goran Dragic,CHI,49,15.8,2.4,0.8,1.8,43.3,0.8,1.8,44.3,65.0
163,Gordon Hayward,CHA,31,31.0,3.1,1.2,3.5,33.6,0.8,2.6,31.3,45.3
164,Gorgui Dieng,SAS,18,10.2,1.7,0.6,1.7,35.5,0.5,1.5,33.3,50.0
165,Grant Williams,BOS,55,27.7,3.5,1.2,2.9,40.4,1.2,2.9,40.3,60.2
166,Grayson Allen,MIL,52,27.5,4.6,1.5,3.7,42.1,1.5,3.6,41.8,62.9
167,Greg Brown III,POR,16,5.8,0.2,0.1,0.4,14.3,0.1,0.4,16.7,21.4
168,Hamidou Diallo,DET,48,16.7,0.3,0.1,0.4,30.0,0.1,0.3,21.4,37.5
169,Harrison Barnes,SAC,55,32.5,4.4,1.5,3.8,38.8,1.4,3.7,37.9,57.4
170,Haywood Highsmith,MIA,40,19.5,2.4,0.8,2.3,35.2,0.8,2.2,34.9,51.6
171,Herbert Jones,NOP,41,28.9,2.2,0.8,2.9,26.1,0.7,2.6,27.4,38.2
172,Immanuel Quickley,NYK,56,27.9,2.9,1.0,2.7,36.6,0.9,2.6,36.6,53.9
173,Isaac Okoro,CLE,58,20.9,2.1,0.7,2.0,36.0,0.7,2.0,36.0,53.9
174,Isaiah Hartenstein,NYK,57,19.4,0.9,0.4,1.1,32.3,0.1,0.6,23.5,38.5
175,Isaiah Jackson,IND,42,15.2,0.2,0.1,0.4,26.7,0.0,0.2,22.2,33.3
176,Isaiah Joe,OKC,47,15.6,5.1,1.7,3.6,47.9,1.7,3.5,48.8,71.9
177,Isaiah Livers,DET,35,21.0,3.3,1.1,3.2,34.5,1.1,3.2,34.8,51.8
178,Isaiah Mobley,CLE,8,3.3,0.4,0.1,0.3,50.0,0.1,0.3,50.0,75.0
179,Isaiah Roby,SAS,40,11.2,1.1,0.4,1.1,33.3,0.4,1.1,32.6,48.9
180,Isaiah Stewart,DET,46,28.3,3.9,1.3,4.0,33.9,1.2,3.8,32.2,49.5
181,Isaiah Todd,WAS,4,3.1,0.0,0.0,0.8,0.0,0.0,0.8,0.0,0.0
182,Ish Smith,DEN,27,9.5,0.2,0.1,0.1,50.0,0.1,0.1,50.0,75.0
183,Ish Wainright,PHX,40,15.6,2.7,0.9,2.6,35.3,0.9,2.6,35.3,52.9
184,Ivica Zubac,LAC,57,29.4,0.0,0.0,0.1,12.5,0.0,0.0,0.0,12.5
185,JD Davison,BOS,5,2.3,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
186,JT Thor,CHA,44,10.8,1.0,0.3,1.4,25.0,0.3,1.2,24.1,35.8
187,Ja Morant,MEM,46,32.7,1.8,0.6,1.6,38.4,0.6,1.5,38.0,56.8
188,JaMychal Green,GSW,35,14.7,2.0,0.7,2.0,34.8,0.6,1.8,33.3,50.0
189,JaVale McGee,DAL,33,8.2,0.1,0.0,0.1,50.0,0.0,0.1,50.0,75.0
190,Jabari Smith Jr.,HOU,53,29.8,4.1,1.4,4.5,30.8,1.3,4.3,29.5,44.8
191,Jabari Walker,POR,36,8.5,0.5,0.2,0.7,25.0,0.1,0.6,23.8,35.4
192,Jack White,DEN,12,3.4,0.3,0.1,0.4,20.0,0.1,0.4,20.0,30.0
193,Jaden Hardy,DAL,28,11.1,1.5,0.5,1.5,34.1,0.5,1.5,34.1,51.2
194,Jaden Ivey,DET,53,30.2,2.3,0.8,2.2,33.9,0.8,2.2,34.8,50.8
195,Jaden McDaniels,MIN,56,30.5,3.5,1.2,3.1,38.3,1.1,3.0,37.5,56.3
196,Jaden Springer,PHI,7,3.7,0.3,0.1,0.1,100,-,-,-,100
197,Jae'Sean Tate,HOU,18,20.9,1.0,0.3,1.2,28.6,0.3,1.2,28.6,42.9
198,Jake LaRavia,MEM,30,12.7,2.0,0.7,1.8,36.4,0.7,1.8,36.4,54.5
199,Jakob Poeltl,TOR,47,25.9,0.9,0.5,1.0,45.8,0.0,0.0,-,45.8
200,Jalen Brunson,NYK,53,35.0,2.5,0.8,1.8,46.3,0.8,1.8,45.2,68.4
201,Jalen Duren,DET,49,25.2,0.0,0.0,0.1,25.0,0.0,0.0,0.0,25.0
202,Jalen Green,HOU,52,34.3,3.7,1.3,3.6,35.1,1.2,3.4,35.8,52.2
203,Jalen Johnson,ATL,52,14.6,1.2,0.4,1.4,27.8,0.4,1.3,29.4,41.7
204,Jalen McDaniels,PHI,56,26.7,3.5,1.2,3.6,33.7,1.1,3.5,33.0,49.7
205,Jalen Smith,IND,49,18.6,2.5,0.9,3.3,26.1,0.8,2.9,26.6,37.9
206,Jalen Suggs,ORL,31,22.6,1.7,0.6,2.0,28.6,0.5,1.9,26.7,41.3
207,Jalen Williams,OKC,51,29.0,2.4,0.8,2.4,32.3,0.8,2.4,32.8,48.4
208,Jamal Cain,MIA,13,13.9,0.6,0.2,0.9,25.0,0.2,0.8,18.2,33.3
209,Jamal Murray,DEN,45,32.5,2.7,0.9,2.5,36.3,0.9,2.5,36.9,54.4
210,Jamaree Bouyea,MIA,1,14.1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
211,James Bouknight,CHA,26,13.6,0.9,0.3,1.5,21.1,0.3,1.4,21.6,31.6
212,James Harden,PHI,38,36.5,2.4,0.8,1.7,48.4,0.8,1.7,47.6,71.9
213,James Johnson,IND,12,8.1,0.5,0.2,0.7,25.0,0.2,0.7,25.0,37.5
214,James Wiseman,DET,21,12.5,0.4,0.2,0.5,40.0,0.0,0.1,50.0,45.0
215,Jared Rhoden,DET,1,12.0,0.0,0.0,0.0,-,0.0,0.0,-,-
216,Jaren Jackson Jr.,MEM,38,27.3,4.2,1.4,4.1,35.1,1.4,3.9,35.3,52.3
217,Jarred Vanderbilt,LAL,52,24.1,1.1,0.4,1.2,31.7,0.3,1.1,32.7,46.0
218,Jarrett Allen,CLE,51,33.1,0.6,0.3,1.0,31.4,0.0,0.2,12.5,32.4
219,Jarrett Culver,ATL,10,13.7,0.3,0.1,1.2,8.3,0.1,1.0,10.0,12.5
220,Jason Preston,LAC,13,9.4,0.9,0.3,1.1,28.6,0.3,1.1,28.6,42.9
221,Javonte Green,CHI,28,16.0,1.3,0.4,1.2,36.4,0.4,1.2,36.4,54.5
222,Jaxson Hayes,NOP,31,14.0,0.4,0.1,0.8,16.0,0.1,0.8,12.5,22.0
223,Jaylen Brown,BOS,48,35.6,5.0,1.7,5.2,33.2,1.6,4.8,32.8,48.2
224,Jaylen Nowell,MIN,59,19.9,2.1,0.7,2.4,31.0,0.6,2.3,28.6,44.4
225,Jaylin Williams,OKC,23,15.3,3.0,1.1,2.4,46.4,0.7,1.4,50.0,60.7
226,Jayson Tatum,BOS,53,37.3,6.1,2.1,4.9,42.9,1.9,4.4,42.7,62.0
227,Jeff Dowtin Jr.,TOR,14,6.6,0.2,0.1,0.3,25.0,0.1,0.3,25.0,37.5
228,Jeff Green,DEN,34,18.9,1.2,0.4,1.5,27.5,0.4,1.4,25.5,39.2
229,Jerami Grant,POR,54,35.7,6.3,2.1,5.4,39.5,2.0,5.1,39.6,58.2
230,Jeremiah Robinson-Earl,OKC,26,21.1,3.5,1.2,3.2,37.3,1.1,2.8,37.8,54.2
231,Jeremy Sochan,SAS,45,25.8,1.7,0.6,2.2,27.7,0.5,1.9,25.6,38.6
232,Jericho Sims,NYK,44,15.9,0.1,0.0,0.1,66.7,0.0,0.0,-,66.7
233,Jevon Carter,MIL,56,22.5,2.9,1.0,2.4,41.4,0.9,2.3,41.7,61.3
234,Jimmy Butler,MIA,41,33.8,1.3,0.5,1.1,40.4,0.3,1.0,35.9,55.3
235,Jock Landale,PHX,49,14.4,1.2,0.4,1.6,26.3,0.3,1.4,24.3,36.9
236,Joe Harris,BKN,48,24.4,5.4,1.8,4.2,42.9,1.8,4.1,42.6,63.5
237,Joe Ingles,MIL,23,22.2,2.7,0.9,2.8,32.3,0.9,2.8,32.3,48.5
238,Joe Wieskamp,TOR,2,8.5,4.5,1.5,2.0,75.0,1.5,2.0,75.0,112.5
239,Joel Embiid,PHI,42,34.9,4.6,1.9,3.7,50.0,0.9,2.0,45.1,61.9
240,John Butler Jr.,POR,7,3.4,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0
241,John Collins,ATL,48,31.3,3.2,1.2,3.8,31.7,0.8,3.1,26.0,42.3
242,John Konchar,MEM,47,23.0,2.8,1.0,2.6,36.6,0.9,2.5,36.4,54.1
243,John Wall,HOU,34,22.2,2.6,0.9,2.5,34.9,0.9,2.5,35.3,52.3
244,Johnny Davis,WAS,11,5.1,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0
245,Jonas Valanciunas,NOP,56,24.6,2.8,1.1,2.8,39.0,0.6,1.5,36.0,48.7
246,Jonathan Isaac,ORL,8,10.0,2.5,1.0,2.1,47.1,0.5,1.4,36.4,58.8
247,Jonathan Kuminga,GSW,43,19.5,1.8,0.6,1.9,32.5,0.6,1.7,33.3,48.1
248,Jordan Clarkson,UTA,55,32.3,4.2,1.4,4.1,34.2,1.4,4.0,34.2,50.9
249,Jordan Goodwin,WAS,39,18.4,1.4,0.5,1.2,40.4,0.5,1.1,40.9,59.6
250,Jordan Hall,SAS,9,9.2,0.6,0.2,1.6,14.3,0.1,1.3,8.3,17.9
251,Jordan McLaughlin,MIN,22,15.5,0.8,0.3,1.2,22.2,0.3,1.2,22.2,33.3
252,Jordan Nwora,IND,38,15.7,2.8,0.9,2.3,40.2,0.9,2.2,41.2,60.3
253,Jordan Poole,GSW,55,30.5,4.6,1.5,4.3,35.6,1.5,4.2,35.5,52.7
254,Jordan Schakel,WAS,2,3.1,0.0,0.0,0.0,-,0.0,0.0,-,-
255,Jose Alvarado,NOP,56,21.6,3.7,1.2,3.6,34.2,1.2,3.6,34.3,51.2
256,Josh Christopher,HOU,38,9.7,0.5,0.2,0.7,24.0,0.2,0.7,24.0,36.0
257,Josh Giddey,OKC,50,30.9,2.8,1.0,2.8,35.7,0.8,2.5,33.3,50.7
258,Josh Green,DAL,37,24.0,3.1,1.1,2.4,43.3,1.0,2.4,42.7,64.4
259,Josh Hart,NYK,51,33.4,2.0,0.7,2.0,33.0,0.6,1.9,33.3,49.0
260,Josh Minott,MIN,11,6.2,0.3,0.1,0.3,33.3,0.1,0.3,33.3,50.0
261,Josh Okogie,PHX,48,13.9,1.3,0.4,1.5,30.0,0.4,1.4,30.4,45.0
262,Josh Richardson,NOP,42,23.7,4.6,1.6,4.3,37.4,1.5,4.0,36.1,54.5
263,Joshua Primo,SAS,4,23.3,1.5,0.5,2.3,22.2,0.5,2.3,22.2,33.3
264,Jrue Holiday,MIL,45,32.9,2.2,0.8,1.9,40.5,0.7,1.8,40.5,59.5
265,Juan Toscano-Anderson,UTA,30,12.2,0.5,0.2,0.7,30.0,0.1,0.6,22.2,40.0
266,Juancho Hernangomez,TOR,41,14.8,1.2,0.4,1.6,26.6,0.4,1.5,27.0,39.8
